id,StageName,Opportunity_Origin__c,DNB_Scoring_Rate__c,Current_Balance__c,Applicant_Type__c,Opp_number__C,Multiple_Lenders_Hardship__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,DP_Monthly_avg_of_SACC_repayments__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_Primary_income_last_pay_date__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Last_pay_date_for_largest_inc_src_302__c,Largest_income_source_day_of_week__c,Next_pay_date_for_largest_income_source__c,Frequency_for_largest_income_source__c,Primary_regular_benefit_last_pay_date__c,loan_dishonours__c,Primary_regular_benefit_monthly_amount__c,Courts_and_Fines_transactions__c,Total_monthly_income_ongoin_Reg_231__c,DP_Total_Monthly_Benefit_Income__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,DP_Budget_Management_Services__c,Hardship_Indicator_Gambling__c,DP_Monthly_rent_amount_236__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,Deposits_since_last_SACC_dishonour__c,SACC_commitments_due_next_month__c,Total_monthly_credits__c,agency_collection_providers__c,Collection_agency_transactions__c,Average_monthly_amount_of_Courts_and_Fin__c,Courts_and_Fines_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Deposits_since_last_dishonour__c,Income_source_is_other_income_549__c,Bank_Report_Gov_Benefit__c,Income_source_is_a_government_benefit__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Summary_Total__c,Loan_Amount__c,Total_Repayment_Amount__c,Dishonours_203__c,DP_Insolvency_Indicator__c,DP_Days_in_Overdrawn_For_Period__c,Dishonours_For_Last_30_Days_DP907__c,Salary_Gov_Allowances_all_types_2117__c
0062x00000DZSDwAAP,Closed Lost,QuickCash,,,New Client-New Loan,5093849,42,0,85.1,142,1559.5199,1,18-04-2023,1,0,18-04-2023,2,25-04-2023,1,,7,0,0,10954.3049,0,8,40,1,0,0,213.33,943.9166,346.56,6,1.21,17668,2,5,0,0,0,0,6,0,0,0,1200,2000,600,-1400,1500,1920,0,0,0,0,364.56
0062x00000DZQqJAAX,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5092867,0,0,78.19,602,949.7404,0,,0,0,,0,,0,,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,16940,1,6,0,0,0,0,0,0,0,0,13000,400,0,12600,1500,1920,6,0,0,2,5477.96
0062x00000DZQuaAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5092913,0,0,42.4,0,0,2,12-04-2023,0,0,12-04-2023,3,26-04-2023,2,,0,0,0,3500.7482,0,0,0,0,0,0,0,1554.3925,1058.33,4,0,2576,0,0,0,0,0,0,4,0,0,0,4116.67,899,1340,1877.67,1500,1920,0,0,0.4835,0,8406.3433
0062x00000DZQvEAAX,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5092920,98.67,49.68,64.65,834,69,1,17-04-2023,2,4,04-04-2023,2,,4,04-04-2023,5,845.03,0,1186.6232,1983,5,17,0,66.15,0,800.9183,507.018,606.29,1,20.07,3991,0,0,0,0,14.01,0,1,0,1,1,3900,400,190,3310,1500,1920,1,0,0,1,2071.3666
0062x00000DZS8DAAX,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5093788,360.16,0,90.59,0,1772.7969,4,16-04-2023,1,0,16-04-2023,7,,4,,7,0,0,814.6666,0,6,9,0,839.27,0,0,172.9,50,10,0,3844,0,0,0,0,100,0,1,1,0,0,0,899,900,-1799,1500,1920,1,0,0,0,8324.2466
0062x00000DZSM0AAP,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5093948,3.46,75.15,84.35,0,86.9034,1,11-04-2023,0,4,27-03-2023,1,,4,27-03-2023,0,1704.4166,0,3468.5709,2873,12,21,0,0,0,0,852.2083,925.01,8,0,3823,1,4,0,0,0,0,0,0,1,1,2600,899,1200,501,1500,1920,8,0,0.8352,4,0
0062x00000DZSbUAAX,Closed Lost,QuickCash,,,New Client-New Loan,5094130,11.04,0,88.77,0,180.38,4,17-04-2023,0,0,17-04-2023,1,,4,,0,0,0,6753.9412,0,0,5,0,0,0,0,67.4524,25,153,0,7208,0,0,0,0,0,0,153,1,0,0,0,1500,0,-1500,1500,1920,3,0,0,2,6155.78
0062x00000DZT00AAH,Closed Lost,MoneySpot,,,New Client-New Loan,5094387,9.26,0,29.5,0,297.2233,4,13-04-2023,0,0,13-04-2023,4,,4,,0,0,7,3794.0033,0,0,16,0,2.71,0,0,1422.7512,576.36,8,0,4442,0,0,47,1,2.32,0,8,0,0,0,0,0,0,0,1500,1920,0,0,0.0659,0,1714.0833
0062x00000DZ6u9AAD,Closed Lost,QuickCash,,,New Client-New Loan,5073721,30.11,100,32.14,0,367.7687,0,,0,2,31-03-2023,5,14-04-2023,2,31-03-2023,0,1461.3048,0,1461.3048,1575,0,42,0,0,0,0,672.6016,716.61,0,0,1575,4,18,0,0,0,0,0,0,1,1,1516.67,400,1,1115.67,1500,1920,1,0,0.011,0,5717.6733
0062x00000DZT2pAAH,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5094415,2.79,46.65,95.22,0,0,4,18-04-2023,0,2,13-04-2023,4,27-04-2023,2,13-04-2023,0,1202.0119,0,3698.5699,2263,6,7,0,1.33,0,0,553.2557,599,21,0,4851,0,0,0,0,0.33,0,1,0,1,1,2383.33,599,200,1584.33,1500,1920,0,0,0,0,0
0062x00000DZSJuAAP,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5093914,4.99,48.66,84.52,0,0,4,18-04-2023,0,2,11-04-2023,2,25-04-2023,2,11-04-2023,0,1485.0511,0,2431.7177,1367,0,0,0,0,0,0,683.5316,712.8,36,0,2809,0,0,0,0,0,0,36,0,1,1,2433.17,400,230,1803.17,1500,1920,4,0,0.5824,1,4127.6233
0062x00000DZTmxAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094868,12.47,0,72.2,0,407.3877,1,18-04-2023,0,0,18-04-2023,2,25-04-2023,1,,0,0,0,7734.8681,0,0,22,0,0,0,0,1133.7012,1500.57,8,0,5859,1,19,0,0,0,0,8,0,0,0,7800,400,500,6900,1500,1920,8,0,0.0659,1,9236.42
0062x00000DZUTMAA5,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5095258,23.78,21.28,35.4,410,1206.077,4,17-04-2023,0,2,17-04-2023,1,,4,29-03-2023,5,1218.0719,0,8003.8006,1700,8,28,0,0,0,410.8423,2256.4925,2350,2,5.14,7988,0,0,0,0,0,0,2,0,0,0,0,400,2000,-2400,1500,1920,0,0,0.0549,0,6831.33
0062x00000DZUcxAAH,Closed Lost,QuickCash,,,New Client-New Loan,5095366,0,0,71,0,0,0,,0,0,,0,,0,,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,1872,400,1,1471,1500,1920,0,0,0.044,0,3968.5333
0062x00000DZUeUAAX,Closed Lost,QuickCash,,,New Client-New Loan,5095388,16.83,0,72.21,0,468.6293,1,11-04-2023,0,0,11-04-2023,5,18-04-2023,1,,0,0,0,5303.9913,0,14,12,0,0.08,0,0,933.2812,1260,8,0,5636,1,6,0,0,0.05,0,8,0,0,0,0,2000,0,-2000,1500,1920,0,0,0.8681,0,8129.0933
0062x00000DZUtUAAX,Closed Lost,MoneySpot,,,New Client-New Loan,5095582,26.05,0,44.02,0,178.0233,3,05-04-2023,0,0,05-04-2023,3,,3,,0,0,0,1043.3333,0,0,0,0,0,0,0,683.3333,350,3,0,2805,0,0,0,0,0,0,3,1,0,0,4116.67,400,0,3716.67,1500,1920,0,0,0,0,7536.25
0062x00000DZVHYAA5,Closed Lost,QuickCash,,,New Client-New Loan,5097165,0,0,78.87,0,0,2,12-04-2023,0,0,12-04-2023,3,26-04-2023,2,,0,0,0,5219.5202,0,0,0,0,0,0,0,1535.4066,756.89,6,0,10159,0,0,0,0,0,0,6,0,0,0,1600,2000,0,-400,1500,1920,0,0,0,0,3257.3266
0062x00000DZWhzAAH,Closed Lost,Financier-2,,,New Client-New Loan,5098281,2.25,98.43,79.75,0,43.4502,0,,0,4,19-04-2023,3,,4,19-04-2023,0,2075.5266,0,2075.5266,2076,0,0,0,0,0,0,1037.7633,1109,0,0,2109,1,7,0,0,0,0,0,0,1,1,2361.67,400,40000,-38038.33,1500,1920,16,0,0.3736,0,8175.92
0062x00000BpzfAAAR,Closed Lost,MoneySpot,,,New Client-New Loan,3522061,0,29.75,89.83,0,0,1,11-08-2022,0,0,11-08-2022,4,18-08-2022,1,,0,0,0,29,333,0,0,0,0,0,0,17.4,10,5,0,1119,0,0,0,0,0,0,5,1,0,,0,0,450,-450,1500,1920,0,0,0,0,2897.4733
0062x00000Bq0BkAAJ,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,3522479,22.2,22.37,73.55,224,488.8802,4,18-08-2022,0,2,18-08-2022,4,,4,22-07-2022,1,1294.1379,0,5826.4712,1326,0,6,0,0,0,0,403.9687,148,32,0,5926,1,7,0,0,0,0,32,1,0,,1786.42,599,500,687.42,1500,1920,1,0,0.044,0,4539.9233
0062x00000Bq0DOAAZ,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,3522567,0,0,40.7,0,0,0,,0,0,,0,,0,,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1627,0,0,0,0,0,0,0,0,0,,1150,899,200,51,1500,1920,3,0,0.0549,0,4549.89
0062x00000Bq0NWAAZ,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,3522634,13.76,16.68,50.9,238,414.9481,4,10-08-2022,0,2,10-08-2022,3,,4,03-08-2022,0,1803.5623,0,10161.8621,3726,0,18,0,0,0,238.2929,682.5214,7500,21,1.07,22333,0,0,0,0,0,0,21,1,0,,8666.67,400,0,8266.67,1500,1920,14,0,0.1538,6,3467.06
0062x00000Bq0YfAAJ,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,3522778,2.33,0,84.43,0,0,4,09-08-2022,0,0,09-08-2022,2,,4,,0,0,0,750,0,0,1,0,28.27,0,0,750,750,3,0,8686,0,0,0,0,2.44,0,3,1,0,,4680,599,800,3281,1500,1920,0,0,0.4396,0,5568.6166
0062x00000Bq0ffAAB,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,3522878,13.58,52.5,49.47,27,472.5933,1,17-08-2022,0,4,08-08-2022,1,,4,08-08-2022,0,3863.0766,0,4895.3851,4253,0,0,0,1.92,0,173.8095,1655.6042,422.98,12,2.15,8100,0,0,0,0,0.91,0,12,0,1,,1256.67,400,290,566.67,1500,1920,0,0,0.1099,0,5676.56
0062x00000Bq0YUAAZ,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,3522770,0,0,88.71,0,0,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5287,0,0,0,0,0,0,0,0,0,,1300,400,0,900,1500,1920,16,0,0.0659,5,10473.8666
0062x00000Bq0kzAAB,Closed Lost,QuickCash,,,New Client-New Loan,3522948,3.89,27.56,96.85,33,80,1,10-08-2022,0,4,10-08-2022,3,17-08-2022,1,19-08-2022,0,2080.09,0,15635.2419,4781,3,17,0,12.93,0,428.7212,667.2666,551.89,3,6.83,17344,0,0,0,0,2.16,0,1,0,0,,2600,400,1680,520,1500,1920,0,0,0.0549,0,4383.37
0062x00000Bq0y3AAB,Closed Lost,MoneySpot,,,New Client-New Loan,3523103,0,32.75,34.5,109,0,0,,0,0,,0,,0,,0,0,0,0,359,0,6,0,0,0,555.0028,0,0,0,50.64,1096,0,0,0,0,0,0,0,0,0,,2623.83,400,1215,1008.83,1500,1920,0,0,0.033,0,11028.82
0062x00000Bq0rCAAR,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,3523026,0,9.22,68.28,0,0,4,17-08-2022,0,0,17-08-2022,3,,4,,0,0,0,431.7998,333,0,0,0,58.63,0,0,233.6666,350,3,0,3609,0,0,0,0,3.8,0,3,1,0,,2442.72,899,200,1343.72,1500,1920,1,0,0.022,1,7366.9633
0062x00000Bq11gAAB,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,3523148,0,14.8,95.88,0,0,4,11-08-2022,0,0,11-08-2022,4,,4,,0,0,0,2080.8064,805,0,0,0,1.12,0,0,575.7142,850,7,0,5437,0,0,0,0,0.28,0,7,1,0,,1065.29,899,800,-633.71,1500,1920,7,0,0.0659,0,7035.73
0062x00000Bq1KxAAJ,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,3523403,0,0,29.68,0,0,2,27-07-2022,0,0,27-07-2022,3,10-08-2022,2,,0,0,1,4079.5046,0,0,0,0,0.66,0,0,1877.69,1877.69,5,0,5393,0,0,33,1,0.5,0,5,1,0,,1679.17,599,0,1080.17,1500,1920,0,0,0,0,4838.93
0062x00000BpmcXAAR,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,3510871,2.89,0,99.14,196,195.5732,4,19-08-2022,0,0,19-08-2022,5,,4,,0,0,0,8803.2833,0,0,0,0,12.36,0,73.215,207.66,30,124,26.06,9797,0,0,0,0,10.83,0,124,1,0,,6066.67,400,200,5466.67,1500,1920,6,0,0,2,3868.1966
