Id,AccountId,City,State,Country,StageName,Applicant_Type__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Largest_income_source_day_of_week__c,Frequency_for_largest_income_source__c,Total_monthly_income_ongoin_Reg_231__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,agency_collection_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Income_source_is_other_income_549__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Loan_Amount__c,Total_Repayment_Amount__c,Total_Repayments__c,Term_in_Weeks__c,Payment_Frequency__c,Applicant_Age__c,Summary_Income_CV__c,Amount_Requested__c,Employment_Status__c,Dishonours_203__c,DP_Insolvency_Indicator__c,DP_Days_in_Overdrawn_For_Period__c,Dishonours_For_Last_30_Days_DP907__c,Salary_Gov_Allowances_all_types_2117__c,DP_Monthly_avg_of_SACC_repayments__c,DP_Avg_Monthly_Loan_Liability_269__c,Repayment_Amount__c,Opportunity_Origin__c,Current_Balance__c,Opp_Number__c,loan_dishonours__c,CloseDate,Bank_Report_Gov_Benefit__c,Purpose_of_Loan__c,Loan_apply_date,DE_Results,DP_Total_Monthly_Benefit_Income__c,Total_monthly_credits__c,Summary_Income_BS__c
0062x00000F0ANJAA3,0012x00000XOAwtAAH,Redbank,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,40.37,3225.9115,1.0,0.0,0.0,3.0,1.0,9271.5961,0.0,61.0,0.0,2058.7384,2535.0,1.0,1.83,0.0,0.0,0.0,1499.0,2080.0,3000,3870.39,28.0,28.286,Weekly,32.0,9271.6,3000.0,,0.0,0.0,0.0,0.0,8921.2,1356.0,3997.4233,138.23,MoneySpot,-0.18,6860305,0.0,17-10-2023,False,Living Expenses,2023-10-17,Orange,0.0,27640.0,9271.6
0062x00000DGjtvAAD,0010K00002COnG1QAL,Saint Marys,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,64.78,3085.9064,2.0,0.0,0.0,2.0,2.0,5237.7956,0.0,37.0,900.4202,2410.8214,2356.8,2.0,0.0,0.0,1.0,3900.0,400.0,0.0,2650,3414.47,12.0,23.857,Fortnightly,42.0,5310.8,5000.0,Full-Time Employment,0.0,0.0,0.0,0.0,0.0,2975.0,4439.7466,284.55,MoneySpot,0.0,4739199,0.0,23-02-2023,False,Home Maintenance & Repairs,2023-02-23,Green,0.0,6953.0,5310.8
0062x00000FU4IaAAL,0012x00000g8w97AAA,Naracoorte,SA,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,61.0,2743.8482,2.0,0.0,0.0,3.0,2.0,5080.3933,1.0,37.0,0.0,1912.8983,1781.68,0.0,1.0,0.0,0.0,1817.67,1499.0,998.0,3000,3754.89,10.0,20.286,Fortnightly,48.0,5062.93,5000.0,Part-Time Employment,1.0,0.0,0.0769,0.0,3825.7966,1103.0,6400.6066,375.5,MoneySpot,,7478876,1.0,17-12-2023,False,Medical Expenses,2023-12-12,Orange,0.0,5829.0,5062.93
0062x00000EDYbOAAX,0012x00000gn09SAAQ,Cairnlea,VIC,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.0,84.46,2530.1266,4.0,0.0,0.0,2.0,4.0,60027.0385,0.0,42.0,1300.1433,6358.818,3221.0,0.0,0.0,0.0,1.0,0.0,599.0,1000.0,3000,3544.7,10.0,10.286,Weekly,42.0,58790.19,3000.0,,0.0,0.0,0.0,0.0,0.0,1658.0,2288.2233,354.48,MoneySpot,,5950717,0.0,19-07-2023,False,Child Expenses,2023-07-19,Orange,0.0,63115.0,58790.19
0062x00000DYlZEAA1,0012x00000MkCplAAF,Brighton-Le-Sands,NSW,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,98.77,8671.782,4.0,0.0,0.0,2.0,4.0,13402.5891,0.0,56.0,896.8571,2631.9012,3133.55,1.0,0.29,0.0,0.0,7366.67,599.0,650.0,3000,3619.79,7.0,13.143,Fortnightly,40.0,13402.59,3000.0,Full-Time Employment,0.0,0.0,0.033,0.0,8445.33,2489.0,8623.1766,517.12,MoneySpot,,5052186,0.0,13-04-2023,False,Vehicle Expenses,2023-04-13,Orange,0.0,13188.0,13402.59
0062x00000E5RxQAAV,0012x00000Ve6lKAAR,Box Hill,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,80.74,4424.9865,1.0,0.0,0.0,4.0,1.0,5410.4735,4.0,100.0,347.619,1024.2031,1169.46,2.0,9.68,0.0,0.0,6303.35,899.0,1712.0,3000,3682.46,16.0,16.571,Weekly,33.0,5410.47,3000.0,Full-Time Employment,4.0,0.0,0.2747,2.0,5462.4166,1124.0,4349.1033,230.16,MoneySpot,0.0,5654266,3.0,19-06-2023,False,Relocation Expenses,2023-06-19,Green,0.0,6230.0,5410.47
0062x00000EchC0AAJ,0012x00000THALHAA5,Orange Grove,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,17.91,75.03,6030.9783,4.0,0.0,4.0,1.0,4.0,7464.3434,0.0,41.0,470.4589,378.9652,500.0,1.0,8.4,0.0,1.0,3963.86,1499.0,0.0,3000,3989.65,36.0,35.857,Weekly,43.0,10137.19,5000.0,Full-Time Employment,0.0,0.0,0.0659,0.0,4174.06,1643.0,6423.6533,110.83,MoneySpot,0.0,6372675,0.0,30-08-2023,False,Medical Expenses,2023-08-30,Orange,1881.0,10500.0,10137.19
0062x00000D8l7AAAR,0012x00000THVmxAAH,Enfield,SA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.2,93.07,2544.1933,3.0,1.0,0.0,4.0,3.0,7571.6166,1.0,33.0,1148.0701,7491.2833,6216.65,1.0,0.0,0.0,0.0,5604.24,1499.0,400.0,3000,3760.14,5.0,20.143,Monthly,26.0,7721.62,3000.0,Full-Time Employment,1.0,0.0,0.1648,1.0,7491.2833,2590.0,4143.65,752.03,MoneySpot,0.0,4548521,1.0,25-01-2023,False,Travel Expenses,2023-01-25,Green,17.0,8180.0,7721.62
0062x00000EwTPQAA3,0012x00000gptfwAAA,Yangebup,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,80.6,6324.6328,1.0,0.0,0.0,2.0,1.0,15620.8281,0.0,62.0,356.7875,1225.9661,1556.07,0.0,0.8,0.0,0.0,750.0,599.0,400.0,3000,3695.89,18.0,18.0,Weekly,42.0,15673.45,3000.0,Full-Time Employment,0.0,0.0,0.0,0.0,5312.52,1295.0,6791.9733,205.33,MoneySpot,0.0,6590757,0.0,21-09-2023,False,Living Expenses,2023-09-20,Green,0.0,20954.0,15673.45
0062x00000F4KF9AAN,0012x00000MgRksAAF,RIPLEY,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,58.4,977.6737,2.0,0.0,0.0,4.0,2.0,6412.1897,0.0,16.0,540.2961,2322.322,1695.61,1.0,15.23,0.0,0.0,1500.0,1499.0,0.0,3000,3684.73,8.0,16.143,Fortnightly,25.0,7482.64,3000.0,Full-Time Employment,0.0,0.0,0.3736,0.0,3870.5366,696.0,1710.6633,460.6,MoneySpot,0.0,7125781,0.0,09-11-2023,False,Life Event Expenses,2023-11-08,Green,0.0,8596.0,7482.64
0062x00000DAQGwAAP,0012x00000g8RYnAAM,Sunnyside,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,88.3,1261.1468,4.0,0.0,0.0,5.0,4.0,11278.4532,3.0,14.0,359.0728,501.9103,346.57,0.0,18.8,0.0,1.0,1550.0,400.0,200.0,3000,3694.32,8.0,16.429,Fortnightly,21.0,12926.45,3000.0,Full-Time Employment,3.0,0.0,0.4505,2.0,2556.72,253.0,1610.14,461.79,MoneySpot,0.0,4629091,3.0,07-02-2023,False,Living Expenses,2023-02-07,Green,0.0,16242.0,12926.45
0062x00000DtgnZAAR,0010K000026M083QAC,Tweed Heads West,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,99.63,1426.7343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885.6988,0.0,0.0,0.0,1.7,0.0,0.0,2600.0,400.0,0.0,3000,3813.6,24.0,24.571,Weekly,26.0,9019.78,3000.0,Full-Time Employment,3.0,0.0,0.8352,0.0,3837.57,2801.0,4333.3466,158.91,MoneySpot,-0.1,5336996,1.0,20-05-2023,False,Vehicle Expenses,2023-05-20,Orange,0.0,8239.0,9019.78
0062x00000E7Su1AAF,0012x00000flxRuAAI,Aberfoyle Park,SA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.39,73.4,3848.7312,2.0,0.0,0.0,3.0,2.0,11411.3832,7.0,54.0,0.0,2092.7933,2183.14,0.0,0.64,0.0,1.0,0.0,599.0,1400.0,3000,3715.97,10.0,19.143,Fortnightly,38.0,11239.91,5000.0,,7.0,0.0,0.5604,1.0,3928.0933,859.0,4033.7766,371.6,MoneySpot,-0.13,5823497,7.0,04-07-2023,False,Other Expenses,2023-07-04,Orange,47.0,11799.0,11239.91
0062x00000FIc2aAAD,0012x00000iKfSdAAK,Wyndham Vale,VIC,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,28.89,2228.6855,2.0,0.0,0.0,1.0,2.0,4704.5268,0.0,42.0,225.28,1965.92,1947.41,1.0,0.88,0.0,0.0,3683.33,599.0,2086.0,3000,3684.95,8.0,16.143,Fortnightly,39.0,4846.86,3000.0,Full-Time Employment,0.0,0.0,0.0,0.0,5020.48,953.0,2404.1933,460.62,MoneySpot,,7261502,0.0,20-11-2023,False,Living Expenses,2023-11-20,Green,0.0,5338.0,4846.86
0062x00000ENU4CAAX,0012x00000LQvEyAAL,Leumeah,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,58.23,3733.7607,1.0,0.0,0.0,3.0,1.0,6504.9417,0.0,59.0,0.0,957.26,1024.92,1.0,1.89,0.0,0.0,0.0,599.0,0.0,3000,3658.68,16.0,15.857,Weekly,46.0,6534.94,3000.0,,0.0,0.0,0.0,0.0,6174.46,2249.0,3753.34,228.67,QuickCash,0.0,6176632,0.0,11-08-2023,False,Furniture or Appliances,2023-08-11,Green,0.0,7145.0,6534.94
0062x00000EekSiAAJ,0012x00000hWlMbAAK,Alphington,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.04,71.25,13874.5108,2.0,0.0,0.0,1.0,2.0,26406.6469,0.0,47.0,0.0,11416.8471,5869.07,1.0,0.0,0.0,0.0,0.0,1499.0,4139.03,3000,3675.33,8.0,15.857,Fortnightly,52.0,26905.26,3000.0,Full-Time Employment,0.0,0.0,0.7582,0.0,26834.8333,1032.0,15307.1933,459.42,MoneySpot,0.0,6513543,0.0,13-09-2023,False,Living Expenses,2023-09-13,Green,14.0,32192.0,26905.26
0062x00000E4iLUAAZ,0010K00001dPI3oQAG,Cloverdale,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,84.17,3451.3,1.0,0.0,0.0,2.0,1.0,8067.3468,1.0,90.0,1937.7512,892.9275,890.16,0.0,6.98,1.0,1.0,3120.0,599.0,100.0,3000,3798.9,24.0,24.143,Weekly,30.0,9164.01,3500.0,Full-Time Employment,1.0,0.0,0.0989,1.0,0.0,2959.0,3746.4966,158.29,MoneySpot,0.0,5593540,0.0,13-06-2023,False,Vehicle Expenses,2023-06-13,Orange,0.0,10980.0,9164.01
0062x00000FvQvZAAV,0012x000002aTLrAAM,Euramo,QLD,Australia,Closed Lost,Existing Client-No Loan Granted Ever,35.78,43.47,0.0,2.0,2.0,2.0,3.0,2.0,3925.6722,0.0,0.0,139.0042,1074.9775,997.86,0.0,0.0,0.0,0.0,4983.33,400.0,100.0,3000,3560.9,4.0,8.286,Fortnightly,46.0,3925.67,3000.0,Part-Time Employment,13.0,0.0,0.0,4.0,2653.15,139.0,138.6233,890.23,MoneySpot,,8312430,13.0,2024-02-28,False,Vehicle Expenses,2024-02-28,Orange,1289.0,3602.0,3925.67
0062x00000DsugkAAB,0012x00000GbWGdAAN,Nickol,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,47.6,2135.1152,1.0,0.0,0.0,5.0,1.0,6577.4903,0.0,52.0,718.8223,992.8476,975.5,0.0,0.0,0.0,0.0,2677.14,1499.0,290.0,3000,3686.37,18.0,17.714,Weekly,60.0,7880.82,3000.0,Full-Time Employment,0.0,0.0,0.0,0.0,4302.34,1303.0,2638.47,204.8,QuickCash,0.0,5273173,0.0,15-05-2023,False,Furniture or Appliances,2023-05-15,Green,0.0,10176.0,7880.82
0062x00000DHjXbAAL,0012x00000XKTnlAAH,Yass,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,80.61,0.0,2.0,0.0,0.0,4.0,2.0,7753.6441,0.0,11.0,0.0,3150.0285,3980.6,0.0,26.97,0.0,0.0,3000.0,899.0,1900.0,3000,3679.63,8.0,16.0,Fortnightly,39.0,7758.64,3000.0,Full-Time Employment,0.0,0.0,0.0,0.0,7350.0666,511.0,577.57,459.96,MoneySpot,0.0,4793248,0.0,03-03-2023,False,Home Maintenance & Repairs,2023-03-03,Green,0.0,9646.0,7758.64
0062x00000EcEqNAAV,0012x00000hX40ZAAS,Kalgoorlie,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,71.83,1861.5399,2.0,0.0,0.0,4.0,2.0,7711.4639,2.0,37.0,0.0,2282.72,2228.23,0.0,0.34,0.0,0.0,0.0,400.0,150.0,3000,3966.92,18.0,34.714,Fortnightly,36.0,6958.96,3000.0,Full-Time Employment,2.0,0.0,0.0769,0.0,4565.44,988.0,2244.5966,220.39,MoneySpot,0.0,6344313,0.0,27-08-2023,False,Travel Expenses,2023-08-27,Orange,0.0,7832.0,6958.96
0062x00000E5wl6AAB,0012x000003FA3MAAW,Kallangur,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,67.01,3598.5593,2.0,2.0,0.0,1.0,2.0,5833.354,0.0,19.0,0.0,2539.4371,2785.91,2.0,1.47,0.0,0.0,0.0,899.0,800.0,2750,3400.71,8.0,15.714,Fortnightly,51.0,5833.35,2750.0,Full-Time Employment,18.0,0.0,0.0,2.0,5925.3533,2230.0,5260.7266,425.1,QuickCash,0.0,5692288,13.0,23-06-2023,False,Vehicle Expenses,2023-06-23,Green,0.0,6723.0,5833.35
0062x00000F3EXPAA3,0012x00000cM8ncAAC,Austral,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,57.31,955.9501,4.0,0.0,0.0,3.0,4.0,1905.6699,2.0,76.0,1587.8287,515.0,505.0,1.0,0.01,0.0,1.0,5039.67,400.0,800.0,3000,3706.77,19.0,18.857,Weekly,57.0,8607.99,3000.0,Part-Time Employment,2.0,0.0,0.0769,0.0,0.0,2114.0,2200.2666,195.1,MoneySpot,-0.08,7031696,0.0,02-11-2023,False,Travel Expenses,2023-11-02,Green,0.0,7936.0,8607.99
0062x00000D8defAAB,0010K00001yn4FlQAI,Hampton,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,70.86,4002.9045,1.0,0.0,0.0,2.0,1.0,5974.9668,1.0,132.0,1310.8103,1316.76,1316.76,1.0,0.0,0.0,0.0,5065.67,899.0,100.0,3000,3668.32,16.0,16.143,Weekly,47.0,5979.97,3000.0,Full-Time Employment,1.0,0.0,0.011,0.0,5267.04,2822.0,4464.8433,229.28,MoneySpot,0.0,4542614,0.0,24-01-2023,False,Travel Expenses,2023-01-24,Green,0.0,6111.0,5979.97
0062x00000EMK1JAAX,0012800001YIc74AAD,Mayfield,TAS,Australia,Closed Lost,Existing Client-Granted Loan Before,13.08,77.95,1963.7098,2.0,0.0,0.0,3.0,2.0,7135.0106,28.0,74.0,264.4649,2209.9333,1789.85,1.0,0.0,0.0,0.0,1859.0,899.0,2000.0,3000,3614.42,7.0,13.0,Fortnightly,37.0,7784.22,3000.0,Casual Employment,28.0,0.0,0.3407,0.0,4419.8666,1679.0,3455.2366,516.35,MoneySpot,,6095687,14.0,03-08-2023,False,Living Expenses,2023-08-03,Orange,1203.0,9196.0,7784.22
0062x00000GCsjhAAD,0012x00000L3CmbAAF,Capel,WA,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,44.19,5347.7489,1.0,0.0,0.0,2.0,1.0,6425.367,0.0,17.0,0.0,1279.9615,2019.0,0.0,1.63,0.0,0.0,13739.38,599.0,0.0,2600,3190.77,4.0,13.571,Monthly,43.0,8725.19,2600.0,Part-Time Employment,2.0,0.0,0.0,2.0,8254.8366,1058.0,6707.9666,797.7,Financier-2,,8803617,1.0,2024-04-11,False,Travel Expenses,2024-04-10,Orange,0.0,6627.0,8725.19
0062x00000D9eOBAAZ,0010K000021WO5fQAG,Farrar,NT,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,84.58,3384.1341,1.0,2.0,0.0,2.0,1.0,7361.4089,10.0,89.0,2901.6074,1464.5607,1572.76,1.0,3.79,0.0,0.0,4142.67,400.0,400.0,2750,3393.82,16.0,16.0,Weekly,63.0,6661.86,2750.0,Full-Time Employment,10.0,0.0,0.0879,6.0,6589.9866,3049.0,6300.5133,212.12,MoneySpot,0.0,4592487,10.0,01-02-2023,False,Life Event Expenses,2023-01-31,Green,0.0,7522.0,6661.86
0062x00000E5ifoAAB,0012x000005UBRfAAO,FLEMINGTON,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,44.68,1716.1117,1.0,0.0,0.0,4.0,1.0,8797.2303,1.0,30.0,0.0,886.0608,601.06,0.0,0.0,0.0,0.0,17333.33,400.0,412.0,3000,3672.93,16.0,16.286,Weekly,50.0,8797.23,3000.0,Part-Time Employment,1.0,0.0,0.0549,0.0,3544.2433,1201.0,1543.8133,229.56,QuickCash,-0.02,5675914,0.0,21-06-2023,False,Other Expenses,2023-06-21,Green,0.0,9039.0,8797.23
0062x00000ExvbXAAR,0012x00000RpugSAAR,Morayfield,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,19.42,922.284,1.0,0.0,0.0,1.0,1.0,5397.4527,6.0,17.0,0.0,1242.1538,1397.0,1.0,0.0,0.0,0.0,0.0,599.0,450.0,3000,3677.16,16.0,16.429,Weekly,28.0,5397.45,3000.0,,8.0,0.0,0.1319,1.0,5382.6666,0.0,921.6866,229.83,MoneySpot,0.0,6697792,6.0,03-10-2023,False,Vehicle Expenses,2023-10-02,Green,0.0,5383.0,5397.45
0062x00000Ds5nXAAR,0012x00000hZDohAAG,Kewarra Beach,QLD,Australia,Closed Lost,New Client-New Loan,0.44,70.67,1266.355,1.0,0.0,0.0,2.0,1.0,5533.4361,3.0,15.0,0.0,701.7873,729.49,1.0,0.0,0.0,0.0,0.0,0.0,2320.0,3000,3569.99,9.0,9.571,Weekly,30.0,7296.51,3000.0,,17.0,0.0,0.0,4.0,4808.9366,0.0,1997.4633,396.67,MoneySpot,,5219526,2.0,08-05-2023,False,Moving - Bond,2023-05-08,Orange,27.0,6019.0,7296.51
0062x00000E3llMAAR,0012x00000OL0pBAAT,Safety Bay,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,96.51,1164.49,0.0,8.0,0.0,0.0,0.0,0.0,26.0,59.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0,5200.0,899.0,600.0,3000,3781.61,12.0,23.143,Fortnightly,36.0,12707.36,3000.0,Full-Time Employment,28.0,0.0,0.8352,13.0,2247.8666,1079.0,2915.4866,315.14,MoneySpot,0.0,5516208,27.0,06-06-2023,False,Home Maintenance & Repairs,2023-06-05,Orange,0.0,3806.0,12707.36
0062x00000Ex7i6AAB,0010K00001uITNCQA4,Liverpool,NSW,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.0,17.5,140.75,1.0,0.0,0.0,3.0,1.0,6932.6991,0.0,0.0,0.0,845.4707,884.08,0.0,0.0,0.0,0.0,3336.67,400.0,220.0,3000,3682.27,16.0,16.571,Weekly,47.0,6673.77,3000.0,Full-Time Employment,0.0,0.0,0.0,0.0,3663.7066,0.0,307.4166,230.15,MoneySpot,,6638837,0.0,26-09-2023,False,Travel Expenses,2023-09-25,Orange,0.0,6927.0,6673.77
0062x00000F8j0aAAB,0012x00000LScqDAAT,Mount Pritchard,NSW,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,66.06,542.0554,1.0,0.0,0.0,2.0,1.0,4066.8573,2.0,31.0,0.0,935.9346,890.35,0.0,0.17,0.0,0.0,0.0,400.0,800.0,3000,3663.5,16.0,16.0,Weekly,35.0,4071.86,3000.0,,2.0,0.0,0.7143,0.0,4055.7166,499.0,984.03,228.97,MoneySpot,,6873435,0.0,23-10-2023,False,Vehicle Expenses,2023-10-18,Green,0.0,8463.0,4071.86
0062x00000FXYWUAA5,0012x00000gobC7AAI,Redfern,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,77.37,2778.7968,2.0,1.0,0.0,3.0,2.0,11325.4038,3.0,32.0,247.331,3246.2683,3336.04,1.0,0.0,0.0,0.0,6066.67,400.0,1000.0,3000,3632.83,8.0,16.571,Fortnightly,41.0,11875.4,3000.0,Full-Time Employment,3.0,0.0,0.022,2.0,6492.5366,1148.0,2736.1166,462.37,MoneySpot,0.0,7765071,2.0,2024-01-07,False,Relocation Expenses,2024-01-06,Orange,0.0,13909.0,11875.4
0062x00000ELgp8AAD,0012x00000g9PLuAAM,North Nowra,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.09,72.39,799.3266,1.0,0.0,0.0,2.0,1.0,5202.152,5.0,77.0,641.0096,1261.5125,1435.5,1.0,2.42,0.0,1.0,5200.0,899.0,0.0,3000,3908.36,30.0,30.429,Weekly,45.0,5241.37,3000.0,Full-Time Employment,5.0,0.0,0.2198,5.0,0.0,1131.0,2993.05,130.28,MoneySpot,-0.17,6054375,1.0,30-07-2023,False,Other Expenses,2023-07-30,Orange,6.0,6195.0,5241.37
0062x00000FJkRTAA1,0010K0000281lTCQAY,NORTH TAMWORTH,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,59.57,3110.815,2.0,0.0,0.0,2.0,2.0,6977.9938,0.0,22.0,509.0664,2364.03,2364.03,0.0,43.29,0.0,0.0,4218.0,400.0,0.0,3000,3679.68,8.0,16.0,Fortnightly,50.0,12209.15,3000.0,Full-Time Employment,0.0,0.0,0.0,0.0,2364.03,2178.0,3027.6733,459.97,MoneySpot,0.0,7345146,0.0,29-11-2023,False,Vehicle Expenses,2023-11-28,Green,0.0,7769.0,12209.15
0062x00000EwtMhAAJ,0012x00000TH1vHAAT,Nairne,SA,Australia,Closed Lost,Existing Client-Granted Loan Before,0.96,42.73,1669.4847,2.0,0.0,0.0,5.0,2.0,7748.1487,0.0,40.0,0.0,1762.0966,1384.01,0.0,0.19,0.0,0.0,2491.67,599.0,900.0,2750,3378.79,8.0,15.0,Fortnightly,58.0,11343.29,2750.0,Contract Employment,0.0,0.0,0.0,0.0,5126.4166,0.0,1823.6966,422.35,MoneySpot,,6623114,0.0,23-09-2023,False,Travel Expenses,2023-09-23,Green,81.0,8374.0,11343.29
0062x00000E6kSNAAZ,0012x00000gACruAAG,Gatton,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,70.18,1880.581,2.0,3.0,0.0,3.0,2.0,5576.5682,2.0,47.0,436.267,2266.895,1948.59,0.0,0.0,0.0,0.0,5200.0,1499.0,800.0,2850,3579.59,10.0,20.0,Fortnightly,52.0,8083.14,2850.0,Full-Time Employment,11.0,0.0,0.1209,4.0,4533.79,1560.0,2072.7,357.97,Financier-2,0.0,5766805,8.0,29-06-2023,False,Vehicle Expenses,2023-06-28,Green,0.0,11778.0,8083.14
0062x00000FX02GAAT,0012x000002dMOgAAM,Hope Vale,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,42.86,1335.4241,4.0,1.0,0.0,3.0,4.0,5536.09,4.0,38.0,534.9362,2372.61,2192.9,1.0,3.18,0.0,0.0,4983.33,400.0,300.0,2550,3168.06,8.0,15.143,Fortnightly,53.0,5546.09,2550.0,Full-Time Employment,4.0,0.0,0.0879,4.0,5536.09,1113.0,1705.8666,396.01,QuickCash,0.0,7715502,2.0,2024-01-03,False,Vehicle Expenses,2024-01-02,Green,0.0,5939.0,5546.09
0062x00000E4tGYAAZ,0012x00000WYJhoAAH,Berkeley,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,11.91,51.95,4290.9006,2.0,0.0,2.0,2.0,2.0,7678.3024,0.0,48.0,1104.0665,2574.7371,2608.76,1.0,0.08,0.0,0.0,4636.64,400.0,600.0,2700,3355.36,8.0,16.0,Fortnightly,54.0,7678.3,2700.0,Full-Time Employment,0.0,0.0,0.1209,0.0,6957.58,2258.0,5562.5466,419.43,Financier-2,0.0,5605711,0.0,14-06-2023,False,Medical Expenses,2023-06-14,Green,1007.0,8454.0,7678.3
0062x00000FJVE9AAP,0012x00000gp9WFAAY,East Tamworth,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,81.89,2590.8331,2.0,0.0,0.0,2.0,2.0,9637.797,2.0,46.0,0.0,2802.0785,2633.54,0.0,0.0,0.0,0.0,4766.67,400.0,920.0,3000,3656.23,8.0,15.286,Fortnightly,48.0,9637.8,3000.0,Full-Time Employment,3.0,0.0,0.022,3.0,6538.1833,0.0,3036.6133,457.03,MoneySpot,0.0,7327713,2.0,27-11-2023,False,Living Expenses,2023-11-27,Green,0.0,10485.0,9637.8
0062x00000FJJPCAA5,0012x00000SIQtOAAX,South Morang,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,5.63,51.43,3496.1845,2.0,0.0,4.0,3.0,2.0,7203.6854,0.0,73.0,192.0,3026.7228,2657.0,2.0,0.06,0.0,0.0,2400.0,899.0,1840.0,3000,3670.53,8.0,15.714,Fortnightly,52.0,7203.69,3000.0,Full-Time Employment,0.0,0.0,0.0,0.0,7542.4533,956.0,5719.59,458.82,QuickCash,0.0,7314450,0.0,25-11-2023,False,Travel Expenses,2023-11-25,Green,480.0,8524.0,7203.69
0062x00000D1bdkAAB,0012x00000KLiB7AAL,Blacktown,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,23.49,1754.1,1.0,0.0,0.0,3.0,1.0,9198.1764,0.0,23.0,330.0,2116.8408,1465.65,1.0,0.0,0.0,0.0,3466.67,899.0,400.0,3000,3672.55,16.0,16.286,Weekly,44.0,9504.74,3000.0,Casual Employment,0.0,0.0,0.0,0.0,8740.3633,2393.0,2645.6866,229.54,MoneySpot,0.0,4399606,0.0,03-01-2023,False,Medical Expenses,2023-01-03,Orange,0.0,8591.0,9504.74
0062x00000EMUj1AAH,0012x00000hYoAVAA0,Berkshire Park,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,57.55,2565.3433,1.0,0.0,0.0,3.0,1.0,10637.1898,0.0,26.0,434.5238,1005.9672,1042.86,0.0,0.6,0.0,0.0,0.0,599.0,640.0,2750,3691.55,36.0,35.714,Weekly,37.0,10637.19,2750.0,Full-Time Employment,0.0,0.0,0.0,0.0,6817.8466,1051.0,4628.8366,102.55,MoneySpot,-0.13,6106982,0.0,04-08-2023,False,Medical Expenses,2023-08-04,Orange,0.0,10098.0,10637.19
