Id,AccountId,City,State,Country,StageName,Applicant_Type__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Largest_income_source_day_of_week__c,Frequency_for_largest_income_source__c,Total_monthly_income_ongoin_Reg_231__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,agency_collection_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Income_source_is_other_income_549__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Loan_Amount__c,Total_Repayment_Amount__c,Total_Repayments__c,Term_in_Weeks__c,Payment_Frequency__c,Applicant_Age__c,Summary_Income_CV__c,Amount_Requested__c,Employment_Status__c,Dishonours_203__c,DP_Insolvency_Indicator__c,DP_Days_in_Overdrawn_For_Period__c,Dishonours_For_Last_30_Days_DP907__c,Salary_Gov_Allowances_all_types_2117__c,DP_Monthly_avg_of_SACC_repayments__c,DP_Avg_Monthly_Loan_Liability_269__c,Repayment_Amount__c,Opportunity_Origin__c,Current_Balance__c,Opp_Number__c,loan_dishonours__c,CloseDate,Bank_Report_Gov_Benefit__c,Purpose_of_Loan__c,Loan_apply_date,DE_Results,DP_Total_Monthly_Benefit_Income__c,Total_monthly_credits__c,Summary_Income_BS__c
0062x00000F8fGeAAJ,0012x00000XETTTAA5,Worrigee,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,31.19,231.0,4.0,0.0,0.0,4.0,4.0,400.0033,0.0,52.0,1204.1958,171.4285,150.0,0.0,0.0,0.0,1.0,3476.02,400.0,200.0,1000,1360.0,16.0,16.286,Weekly,24.0,4411.94,1500.0,Full-Time Employment,0.0,0.0,0.0549,0.0,0.0,1517.0,2227.11,85.0,QuickCash,0.0,6869463,0.0,18-10-2023,False,Living Expenses,2023-10-17,Orange,0.0,4769.0,4411.94
0062x00000DWl9mAAD,0012x00000MkEkAAAV,UNANDERRA,NSW,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.0,81.55,806.0766,0.0,1.0,0.0,0.0,0.0,0.0,4.0,14.0,295.2102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,400.0,1000,1280.0,6.0,6.571,Weekly,25.0,4859.73,2500.0,,5.0,0.0,0.011,1.0,4426.2333,291.0,1031.8633,213.33,MoneySpot,,4935863,5.0,30-03-2023,False,Purchase - Electrical Purchase - Computer/TV,2023-03-25,Orange,0.0,641.0,4859.73
0062x00000DsPtiAAF,0012x00000hZTNKAA4,Corlette,NSW,Australia,Loan Paid,New Client-New Loan,0.0,20.05,885.324,2.0,0.0,0.0,3.0,2.0,3556.3587,0.0,53.0,640.0,1418.9,1418.9,0.0,0.0,1.0,0.0,2000.0,2000.0,560.0,1000,1360.0,7.0,14.143,Fortnightly,37.0,3489.01,1500.0,Full-Time Employment,0.0,0.0,0.0,0.0,2837.8,302.0,859.59,194.29,QuickCash,0.0,5238334,0.0,10-05-2023,False,Living Expenses,2023-05-10,Orange,0.0,3310.0,3489.01
0062x00000DZb7rAAD,0012x00000IM7GLAA1,Kelso,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,61.0,405.5515,1.0,0.0,0.0,3.0,1.0,7853.7567,1.0,18.0,0.0,2065.6458,1588.08,0.0,0.0,0.0,0.0,2080.0,400.0,100.0,1000,1320.0,10.0,10.0,Weekly,32.0,7860.76,2050.0,Part-Time Employment,1.0,0.0,0.4505,0.0,8262.5833,249.0,281.14,132.0,QuickCash,0.0,5101882,1.0,20-04-2023,False,Home Maintenance & Repairs,2023-04-20,Green,0.0,8350.0,7860.76
0062x00000ELTIoAAP,0012x00000Mguq8AAB,Reservoir,VIC,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.0,42.74,217.2601,1.0,0.0,0.0,5.0,1.0,4363.3332,4.0,50.0,0.0,816.0,1050.0,1.0,0.0,0.0,1.0,750.0,2000.0,1137.0,800,1088.0,14.0,14.143,Weekly,32.0,4366.0,2500.0,Full-Time Employment,4.0,0.0,0.0659,4.0,0.0,0.0,271.74,77.71,MoneySpot,,6036318,0.0,28-07-2023,False,Vehicle Expenses,2023-07-28,Orange,0.0,4376.0,4366.0
0062x00000DHMPDAA5,0012x00000SHqq4AAD,Joyner,QLD,Australia,Closed Lost,Existing Client-No Loan Granted Ever,2.24,55.62,2246.5599,1.0,0.0,0.0,1.0,1.0,9234.6152,16.0,83.0,1201.2845,1127.31,1127.31,1.0,0.0,0.0,0.0,3558.14,899.0,0.0,1000,1280.0,3.0,6.857,Fortnightly,24.0,10997.25,3000.0,Unemployed,16.0,0.0,0.022,6.0,9700.6466,1165.0,2577.02,426.67,MoneySpot,,4774826,7.0,05-03-2023,False,Living Expenses,2023-02-28,Orange,220.0,9780.0,10997.25
0062x00000DX1ivAAD,0012x00000TH60uAAD,Woronora,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,8.63,65.32,2823.1816,2.0,0.0,0.0,4.0,2.0,7563.5831,4.0,32.0,1127.4269,2916.7166,2969.2,1.0,0.24,0.0,0.0,6942.74,599.0,800.0,1000,1280.0,4.0,8.429,Fortnightly,47.0,10580.25,2050.0,Full-Time Employment,4.0,0.0,0.022,0.0,6500.8333,3490.0,7023.0966,320.0,MoneySpot,0.0,4949974,5.0,28-03-2023,False,Travel Expenses,2023-03-28,Orange,1326.0,15351.0,10580.25
0062x00000DHeP3AAL,0012x00000fmhDqAAI,Elwood,VIC,Australia,Loan Paid,Existing Client-No Loan Granted Ever,0.0,61.49,0.0,1.0,0.0,0.0,2.0,1.0,6400.8748,0.0,3.0,0.0,717.4166,802.0,0.0,0.0,0.0,1.0,3670.33,599.0,800.0,800,1024.0,6.0,5.714,Weekly,44.0,6949.68,3000.0,Full-Time Employment,0.0,0.0,0.022,0.0,0.0,0.0,762.0,170.67,MoneySpot,0.0,4789629,0.0,03-03-2023,False,Vehicle Expenses,2023-03-03,Orange,0.0,7725.0,6949.68
0062x00000DUnH3AAL,0012x00000hWgO9AAK,Cranbourne,VIC,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.24,71.72,331.1599,1.0,0.0,0.0,1.0,1.0,5384.1016,0.0,47.0,421.1535,872.3961,913.75,1.0,0.3,0.0,1.0,0.0,899.0,0.0,1000,1280.0,6.0,5.714,Weekly,43.0,5384.1,1500.0,Full-Time Employment,0.0,0.0,0.0,0.0,0.0,420.0,1682.11,213.33,MoneySpot,,5390035,0.0,25-05-2023,False,Living Expenses,2023-05-25,Orange,13.0,5410.0,5384.1
0062x00000D9ArxAAF,0012x00000Gee0gAAB,Pemulwuy,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.13,37.13,711.0996,2.0,0.0,0.0,3.0,2.0,7999.4711,3.0,0.0,346.8389,2572.4585,2591.82,1.0,1.3,0.0,1.0,1500.0,899.0,1200.0,750,1020.0,7.0,13.714,Fortnightly,34.0,7999.47,750.0,Full-Time Employment,3.0,0.0,0.022,1.0,0.0,158.0,770.9833,145.71,MoneySpot,0.0,4568813,0.0,28-01-2023,False,Living Expenses,2023-01-28,Orange,13.0,9554.0,7999.47
0062x00000D76VJAAZ,0012x00000Ttan2AAB,Caulfield North,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,56.55,1489.8175,2.0,0.0,0.0,3.0,2.0,8205.5893,0.0,68.0,243.9851,2131.7633,479.36,0.0,14.91,0.0,0.0,13229.66,1499.0,1509.0,700,952.0,14.0,13.857,Weekly,47.0,20020.01,900.0,Full-Time Employment,0.0,0.0,0.0989,0.0,2131.7633,402.0,3431.65,68.0,QuickCash,0.0,4467333,0.0,14-01-2023,False,Child Expenses,2023-01-14,Orange,0.0,17091.0,20020.01
0062x00000DXLzIAAX,0012x00000XPc7eAAD,Wee Waa,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,71.83,3209.4259,2.0,0.0,0.0,3.0,2.0,4232.3483,9.0,38.0,1519.1354,1948.04,1876.15,0.0,0.16,0.0,0.0,5027.25,899.0,1080.0,900,1152.0,4.0,7.857,Fortnightly,55.0,4239.68,2300.0,Full-Time Employment,9.0,0.0,0.1978,5.0,4545.4266,1338.0,3070.2433,288.0,MoneySpot,0.0,4968257,4.0,31-03-2023,False,Other Expenses,2023-03-30,Green,0.0,5072.0,4239.68
0062x00000FKfk1AAD,0012x00000RrCiDAAV,Riverstone,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,41.74,2103.7682,1.0,0.0,0.0,3.0,1.0,5284.8091,0.0,0.0,0.0,1184.7784,986.06,0.0,10.66,0.0,1.0,0.0,400.0,100.0,750,1020.0,14.0,14.286,Weekly,29.0,5539.94,750.0,,0.0,0.0,1.0,0.0,0.0,300.0,2083.6666,72.86,MoneySpot,0.0,7406730,0.0,05-12-2023,False,Veterinary Expenses,2023-12-05,Orange,0.0,6217.0,5539.94
0062x00000Ee3tMAAR,0012x00000hYYomAAG,Geographe,WA,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.0,58.85,0.0,2.0,0.0,0.0,3.0,2.0,4199.533,0.0,0.0,0.0,900.0,900.0,0.0,0.0,0.0,0.0,1950.0,400.0,1000.0,800,1024.0,3.0,5.571,Fortnightly,41.0,4617.87,800.0,Full-Time Employment,0.0,0.0,0.0,0.0,3293.47,0.0,0.0,341.33,QuickCash,,6459928,0.0,12-09-2023,False,Once off purchase,2023-09-08,Orange,0.0,4739.0,4617.87
0062x00000DICvRAAX,0012x00000AE6eEAAT,Marble road,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,84.85,2504.1633,4.0,0.0,0.0,2.0,4.0,9556.2966,9.0,16.0,361.6157,7167.2225,8869.66,1.0,3.42,0.0,0.0,4535.44,400.0,5000.0,1000,1280.0,2.0,7.714,Monthly,38.0,10624.96,2050.0,Full-Time Employment,9.0,0.0,0.2857,1.0,9556.2966,499.0,3380.7333,640.0,QuickCash,0.0,4821699,9.0,08-03-2023,False,Child Expenses,2023-03-08,Orange,0.0,10645.0,10624.96
0062x00000DYhOWAA1,0012x00000g8zdrAAA,Newstead,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.3,91.75,2881.5053,2.0,2.0,4.0,2.0,2.0,10493.5092,31.0,57.0,501.2667,2069.1233,2173.7,1.0,10.11,0.0,0.0,4448.17,1499.0,1720.0,650,832.0,4.0,7.0,Fortnightly,28.0,10551.18,2050.0,Full-Time Employment,31.0,0.0,0.1099,6.0,6460.9966,500.0,3790.29,208.0,QuickCash,0.0,5047142,17.0,13-04-2023,False,Living Expenses,2023-04-13,Orange,40.0,13007.0,10551.18
0062x00000DIDnmAAH,0012x00000VeQdpAAF,Ferryden Park,SA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,90.05,1409.9436,2.0,0.0,0.0,2.0,2.0,4153.1325,4.0,30.0,1462.9799,1780.7085,1755.82,0.0,3.76,0.0,0.0,1820.61,899.0,600.0,1000,1320.0,5.0,10.0,Fortnightly,49.0,3868.8,1000.0,Full-Time Employment,4.0,0.0,0.967,1.0,4154.9866,881.0,1476.9066,264.0,QuickCash,0.0,4822094,4.0,08-03-2023,False,Home Maintenance & Repairs,2023-03-08,Green,0.0,5029.0,3868.8
0062x00000EzUAEAA3,0012x00000kgXrpAAE,Deception Bay,QLD,Australia,Loan Paid,Existing Client-No Loan Granted Ever,0.0,63.16,1565.101,2.0,0.0,0.0,2.0,2.0,4518.4151,0.0,26.0,846.2637,1655.8485,1712.77,0.0,0.0,0.0,0.0,3582.58,599.0,400.0,900,1224.0,7.0,13.857,Fortnightly,19.0,4694.08,2050.0,Part-Time Employment,0.0,0.0,0.0,0.0,3863.6466,1081.0,2276.5466,174.86,Financier-2,0.0,6812181,0.0,12-10-2023,False,Life Event Expenses,2023-10-12,Orange,0.0,6556.0,4694.08
