Id,AccountId,City,State,Country,StageName,Applicant_Type__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Largest_income_source_day_of_week__c,Frequency_for_largest_income_source__c,Total_monthly_income_ongoin_Reg_231__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,agency_collection_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Income_source_is_other_income_549__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Loan_Amount__c,Total_Repayment_Amount__c,Total_Repayments__c,Term_in_Weeks__c,Payment_Frequency__c,Applicant_Age__c,Summary_Income_CV__c,Amount_Requested__c,Employment_Status__c,Dishonours_203__c,DP_Insolvency_Indicator__c,DP_Days_in_Overdrawn_For_Period__c,Dishonours_For_Last_30_Days_DP907__c,Salary_Gov_Allowances_all_types_2117__c,DP_Monthly_avg_of_SACC_repayments__c,DP_Avg_Monthly_Loan_Liability_269__c,Repayment_Amount__c,Opportunity_Origin__c,Current_Balance__c,Opp_Number__c,loan_dishonours__c,CloseDate,Bank_Report_Gov_Benefit__c,Purpose_of_Loan__c,Loan_apply_date,DE_Results,DP_Total_Monthly_Benefit_Income__c,Total_monthly_credits__c,Summary_Income_BS__c
0062x00000FUuglAAD,0012x00000gpA71AAE,Morayfield,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,41.38,2117.5227,4.0,0.0,0.0,4.0,4.0,6256.1165,0.0,39.0,210.6137,3464.47,4643.89,0.0,0.0,0.0,0.0,3466.67,899.0,2000.0,4100,4861.33,16.0,16.286,Weekly,37.0,6297.45,4100.0,Part-Time Employment,0.0,0.0,0.022,0.0,5774.1166,1115.0,2656.3966,303.36,Financier-2,0.0,7549530,0.0,18-12-2023,False,Vehicle Expenses,2023-12-18,Green,0.0,8153.0,6297.45
0062x00000Fk440AAB,0012x00000kZh72AAC,Gisborne,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,79.11,1925.2665,3.0,0.0,0.0,1.0,3.0,15474.8003,14.0,63.0,0.0,10050.1066,7847.33,0.0,0.62,0.0,0.0,0.0,899.0,800.0,4500,5328.98,4.0,16.0,Monthly,31.0,17664.02,4500.0,Part-Time Employment,14.0,0.0,0.4615,0.0,17123.8433,292.0,3058.3733,1334.51,MoneySpot,0.0,8108332,3.0,2024-02-05,False,Living Expenses,2024-02-05,Green,0.0,15165.0,17664.02
0062x00000EDNkkAAH,0012x00000IPaIFAA1,Carramar,WA,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,94.12,0.0,0.0,0.0,0.0,0.0,0.0,1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.0,1000.0,4500,5269.51,8.0,15.286,Fortnightly,29.0,1761.33,4500.0,Full-Time Employment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.69,MoneySpot,,5940806,0.0,18-07-2023,False,Life Event Expenses,2023-07-18,Orange,0.0,1761.0,1761.33
0062x00000DZ6X2AAL,0012x00000NRXUsAAP,South Melbourne,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,49.77,3452.4112,2.0,0.0,0.0,2.0,2.0,6742.8999,1.0,27.0,1137.8501,1530.32,1541.97,0.0,0.0,0.0,0.0,5528.37,400.0,0.0,4300,5150.74,10.0,19.429,Fortnightly,49.0,8265.04,4500.0,Part-Time Employment,1.0,0.0,0.6593,0.0,4971.9466,2249.0,3737.1433,515.08,MoneySpot,0.0,5073282,1.0,16-04-2023,False,Medical Expenses,2023-04-16,Green,0.0,8852.0,8265.04
0062x00000DY0uvAAD,0012x00000XOHlfAAH,Tullamarine,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,53.43,5027.5864,1.0,1.0,0.0,4.0,1.0,25177.893,6.0,53.0,0.0,4602.2683,4240.4,0.0,0.04,0.0,0.0,32868.58,599.0,840.0,4500,5286.19,16.0,16.143,Weekly,30.0,25177.89,4500.0,Self Employed,6.0,0.0,0.1429,0.0,18409.0733,981.0,6668.3466,329.89,MoneySpot,0.0,5007938,6.0,06-04-2023,False,Living Expenses,2023-04-05,Green,0.0,26115.0,25177.89
0062x00000FIz35AAD,0012x00000cwG7MAAU,Islington,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,31.57,1567.4315,1.0,0.0,0.0,3.0,1.0,9163.6583,0.0,39.0,0.0,1694.1961,1808.93,0.0,2.57,0.0,0.0,4050.62,599.0,800.0,4500,5279.66,16.0,16.0,Weekly,22.0,9163.66,4500.0,Full-Time Employment,0.0,0.0,0.044,0.0,7341.5166,659.0,1704.4733,329.49,MoneySpot,0.0,7290950,0.0,23-11-2023,False,Home Maintenance & Repairs,2023-11-22,Green,0.0,11745.0,9163.66
0062x00000DW7PiAAL,0012x00000bcMpZAAU,Rouse Hill,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,5.99,66.53,1138.5322,2.0,0.0,2.0,4.0,2.0,5124.0045,0.0,39.0,955.9522,1734.8342,1877.69,1.0,0.0,0.0,1.0,1877.69,599.0,1586.0,4150,5080.61,12.0,23.571,Fortnightly,49.0,5124.0,5000.0,Full-Time Employment,0.0,0.0,0.0,0.0,284.4633,1643.0,2193.67,423.39,MoneySpot,0.0,4897298,0.0,20-03-2023,False,Furniture or Appliances,2023-03-20,Green,333.0,5551.0,5124.0
0062x00000EN28PAAT,0012x00000Rqk0cAAB,BRIGHT,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,93.17,764.4863,1.0,0.0,0.0,2.0,1.0,5892.791,0.0,14.0,491.3052,854.9292,926.64,1.0,0.0,0.0,0.0,3466.67,1499.0,200.0,4500,5286.24,16.0,16.143,Weekly,35.0,5892.79,4500.0,Casual Employment,0.0,0.0,0.0,0.0,5501.4366,258.0,410.8533,330.4,MoneySpot,0.0,6145201,0.0,09-08-2023,False,Travel Expenses,2023-08-08,Green,0.0,6298.0,5892.79
0062x00000D1v2KAAR,0010K00002421sOQAQ,Mount Taylor,VIC,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,84.24,3354.5246,1.0,0.0,0.0,1.0,1.0,3324.5833,0.0,69.0,1341.7045,665.0,100.0,0.0,2.1,0.0,1.0,2060.5,599.0,1000.0,4500,5438.43,16.0,19.286,Weekly,53.0,8331.69,4500.0,Unemployed,0.0,0.0,0.9341,0.0,0.0,3814.0,5195.1633,339.91,Financier-2,,4418111,0.0,09-01-2023,False,Travel Expenses,2023-01-05,Orange,0.0,25948.0,8331.69
0062x00000ENSYrAAP,0012x00000NSJQuAAP,Ashmore,QLD,Australia,Closed Lost,Existing Client-Granted Loan Before,0.11,72.1,2295.6708,1.0,0.0,0.0,1.0,1.0,17692.8485,0.0,26.0,0.0,926.2583,954.11,0.0,3.93,0.0,0.0,0.0,400.0,0.0,4450,5728.62,36.0,36.571,Weekly,35.0,17692.85,4450.0,,0.0,0.0,0.0,0.0,3705.0333,1020.0,5210.4,159.14,MoneySpot,,6175809,0.0,11-08-2023,False,Home Maintenance & Repairs,2023-08-11,Green,27.0,23386.0,17692.85
0062x00000DJAh4AAH,0012x00000OyKzmAAF,Belmont,WA,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,72.14,1081.54,4.0,0.0,0.0,3.0,4.0,1300.0,2.0,25.0,212.9547,975.0,1000.0,0.0,0.16,0.0,1.0,3090.17,599.0,800.0,4150,4902.63,16.0,16.0,Weekly,49.0,9226.49,4200.0,Full-Time Employment,2.0,0.0,0.033,0.0,0.0,1063.0,1920.85,306.42,MoneySpot,,4875072,2.0,22-03-2023,False,Furniture or Appliances,2023-03-16,Green,0.0,10789.0,9226.49
0062x00000E6cg8AAB,0012x00000TuWAwAAN,Carlton,NSW,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.0,77.22,81.7,2.0,0.0,0.0,7.0,2.0,1130.5833,2.0,6.0,0.0,266.0,60.0,0.0,30.21,0.0,1.0,4116.67,400.0,150.0,4500,5223.14,13.0,13.286,Weekly,22.0,7157.34,4500.0,Full-Time Employment,2.0,0.0,0.0,1.0,4864.6466,0.0,81.7,401.79,MoneySpot,,5755445,0.0,28-06-2023,False,Vehicle Expenses,2023-06-28,Orange,0.0,4776.0,7157.34
0062x00000EepJ2AAJ,0010K00001g903AQAQ,Dulwich Hill,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,24.65,2854.9704,2.0,0.0,0.0,2.0,2.0,9187.2112,2.0,17.0,2195.7833,3806.41,3806.41,1.0,4.37,0.0,0.0,5976.0,899.0,2480.0,4500,5296.84,8.0,15.857,Fortnightly,51.0,9187.21,4500.0,Full-Time Employment,2.0,0.0,0.0,2.0,8881.6233,2708.0,4436.2933,662.11,MoneySpot,0.0,6521394,2.0,14-09-2023,False,Medical Expenses,2023-09-13,Green,0.0,10390.0,9187.21
0062x00000FW4Z8AAL,0012x00000fmRTwAAM,Salisbury East,SA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,34.5,1192.0283,1.0,0.0,0.0,3.0,1.0,8363.8349,0.0,8.0,0.0,1042.6361,1041.33,0.0,35.08,0.0,0.0,0.0,599.0,1480.0,4500,5339.75,18.0,18.286,Weekly,42.0,10433.0,4500.0,Full-Time Employment,0.0,0.0,0.0,0.0,4518.09,303.0,1095.7733,296.14,MoneySpot,0.0,7641519,0.0,26-12-2023,False,Living Expenses,2023-12-26,Orange,0.0,11574.0,10433.0
0062x00000DVIplAAH,0012x00000XOXkOAAX,Bellmere,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,26.34,4178.1614,2.0,0.0,0.0,1.0,2.0,4154.9166,0.0,71.0,1090.4215,1912.4,1912.0,1.0,0.0,0.0,0.0,3900.0,599.0,500.0,4200,5389.99,10.0,20.0,Fortnightly,50.0,6378.53,4500.0,Full-Time Employment,0.0,0.0,0.0,0.0,3187.3333,1147.0,5662.6966,506.66,MoneySpot,0.0,5436780,0.0,30-05-2023,False,Travel Expenses,2023-05-29,Green,0.0,4781.0,6378.53
0062x00000DVMGtAAP,0010K00001wFmHEQA0,Springfield,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,75.73,4816.633,2.0,0.0,0.0,1.0,2.0,5512.5201,3.0,28.0,896.9782,2343.9685,2052.54,0.0,7.68,0.0,0.0,3640.0,400.0,200.0,4150,5099.63,12.0,24.0,Fortnightly,46.0,10239.22,4500.0,Full-Time Employment,3.0,0.0,0.4945,1.0,5604.26,963.0,5132.7066,424.97,MoneySpot,0.0,5440140,0.0,30-05-2023,False,Home Maintenance & Repairs,2023-05-30,Green,0.0,10736.0,10239.22
0062x00000E4uDaAAJ,0012x00000IOI3BAAX,Thornlie,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,68.08,863.292,1.0,0.0,0.0,4.0,1.0,5721.6791,0.0,42.0,0.0,1316.77,1316.77,1.0,0.0,0.0,0.0,1795.85,599.0,0.0,4500,5293.35,16.0,16.286,Weekly,29.0,7069.29,4500.0,Full-Time Employment,1.0,0.0,0.0,0.0,5706.0033,1111.0,2160.8833,330.32,MoneySpot,0.0,5606399,0.0,14-06-2023,False,Travel Expenses,2023-06-14,Green,0.0,15475.0,7069.29
0062x00000FJ9hZAAT,0012x00000LRqBbAAL,Glen Alpine,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,75.58,3269.3718,2.0,0.0,0.0,3.0,2.0,7535.057,2.0,28.0,991.5616,2530.7671,2537.03,1.0,0.0,0.0,0.0,4977.11,400.0,2800.0,4500,5296.79,8.0,15.857,Fortnightly,43.0,7962.39,4500.0,Full-Time Employment,2.0,0.0,0.3077,0.0,5905.1233,2127.0,3523.92,662.1,MoneySpot,0.0,7302554,0.0,24-11-2023,False,Relocation Expenses,2023-11-24,Green,0.0,8637.0,7962.39
0062x00000DYydQAAT,0012x00000hXuqAAAS,Ballina,NSW,Australia,Closed Lost,New Client-New Loan,0.0,95.73,0.0,4.0,0.0,0.0,6.0,4.0,276.6664,0.0,12.0,0.0,91.6666,135.0,0.0,6.48,0.0,1.0,3033.33,400.0,400.0,4300,5026.38,14.0,14.143,Weekly,19.0,456.0,4300.0,Full-Time Employment,0.0,0.0,0.0549,0.0,0.0,0.0,240.8433,359.03,MoneySpot,,5062954,0.0,14-04-2023,False,Living Expenses,2023-04-14,Orange,0.0,1111.0,456.0
0062x00000DX0bQAAT,0012x00000GdyiAAAR,Bajool,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,76.74,2775.6118,2.0,1.0,0.0,2.0,2.0,3414.8438,4.0,20.0,1860.1965,1305.7266,1270.68,0.0,0.0,0.0,0.0,3555.05,599.0,400.0,4400,5387.02,12.0,24.143,Fortnightly,49.0,3414.84,5000.0,Full-Time Employment,4.0,0.0,1.0,1.0,2611.4533,1712.0,2623.16,448.92,MoneySpot,0.0,4949483,3.0,28-03-2023,False,Other Expenses,2023-03-28,Green,0.0,3583.0,3414.84
0062x00000DAjskAAD,0012x00000MgPDkAAN,Upper Coomera,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,33.37,697.8301,4.0,0.0,0.0,4.0,4.0,12448.4166,0.0,6.0,450.6664,4668.1562,5640.6,1.0,0.0,0.0,0.0,0.0,899.0,1100.0,4500,5269.79,8.0,15.286,Fortnightly,45.0,16477.42,4500.0,,1.0,0.0,0.0,0.0,12448.4166,441.0,2442.9266,658.73,MoneySpot,0.0,4642955,0.0,09-02-2023,False,Travel Expenses,2023-02-08,Green,0.0,16831.0,16477.42
0062x00000E4F5DAAV,0012x00000RpqjXAAR,Pawtella,TAS,Australia,Loan Paid,Existing Client-Granted Loan Before,3.92,49.61,1603.8111,2.0,0.0,2.0,3.0,2.0,4286.3852,3.0,29.0,0.0,1334.1971,1772.13,3.0,0.26,0.0,0.0,2000.0,899.0,1000.0,4500,5289.96,8.0,15.714,Fortnightly,43.0,6471.43,4500.0,Full-Time Employment,3.0,0.0,0.022,1.0,4102.1066,554.0,1749.6066,661.25,MoneySpot,0.0,5552667,0.0,09-06-2023,False,Vehicle Expenses,2023-06-09,Green,402.0,10236.0,6471.43
0062x00000Ds8E1AAJ,0012x00000THN4NAAX,Braddon,ACT,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,51.18,5235.6419,2.0,0.0,0.0,4.0,2.0,10733.4802,9.0,20.0,1669.7202,4897.3914,4897.4,0.0,3.73,0.0,1.0,10395.14,1500.0,2500.0,4500,5376.58,10.0,19.571,Fortnightly,33.0,10733.48,4500.0,Full-Time Employment,9.0,0.0,0.0989,2.0,0.0,1675.0,6162.9133,537.66,MoneySpot,0.0,5221123,0.0,08-05-2023,False,Life Event Expenses,2023-05-08,Orange,0.0,11589.0,10733.48
0062x00000FXAxqAAH,0012x00000iIsDWAA0,Cannon Valley,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.05,70.12,5673.9179,2.0,0.0,0.0,3.0,2.0,17938.1435,0.0,13.0,0.0,5244.4314,4484.43,0.0,0.07,0.0,0.0,0.0,599.0,1200.0,4250,5032.64,8.0,16.0,Fortnightly,39.0,18327.74,4250.0,Full-Time Employment,0.0,0.0,0.1429,0.0,12237.0066,108.0,6450.2233,629.09,MoneySpot,0.0,7729950,0.0,2024-01-04,False,Vehicle Expenses,2024-01-04,Green,14.0,23842.0,18327.74
0062x00000EOMKXAA5,0012x00000goXitAAE,Southern River,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,47.89,1244.0633,3.0,0.0,0.0,2.0,3.0,7581.6399,4.0,20.0,0.0,4781.9733,4930.58,0.0,0.0,0.0,0.0,0.0,899.0,1200.0,4500,5382.45,4.0,17.143,Monthly,36.0,7586.64,4500.0,,4.0,0.0,0.044,2.0,4781.9733,671.0,2563.8233,1348.18,MoneySpot,0.0,6252528,1.0,18-08-2023,False,Medical Expenses,2023-08-18,Green,0.0,7640.0,7586.64
0062x00000ELjmYAAT,0012x00000IOZbvAAH,Moorebank,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,71.27,2402.1394,2.0,0.0,0.0,3.0,2.0,5478.603,17.0,61.0,96.0,2500.1783,2418.51,3.0,0.0,0.0,0.0,0.0,899.0,1960.0,4200,4952.61,8.0,15.429,Fortnightly,44.0,5911.37,4200.0,,17.0,0.0,0.8571,5.0,5000.3566,1389.0,3231.5566,619.08,QuickCash,0.05,6058540,1.0,31-07-2023,False,Vehicle Expenses,2023-07-30,Green,0.0,7666.0,5911.37
0062x00000ENTP0AAP,0012x00000e0LnxAAE,Quakers Hill,NSW,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.0,48.07,0.0,1.0,0.0,0.0,4.0,1.0,10062.2974,0.0,0.0,0.0,1690.1178,1710.0,0.0,0.0,0.0,1.0,6186.11,899.0,500.0,4100,4812.36,14.0,14.143,Weekly,37.0,10605.55,4100.0,Full-Time Employment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.75,MoneySpot,,6176476,0.0,11-08-2023,False,Living Expenses,2023-08-11,Orange,0.0,12149.0,10605.55
0062x00000F4KiLAAV,0012x00000OvJoeAAF,GLENMORE PARK,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.46,54.94,4784.9591,2.0,0.0,0.0,3.0,2.0,14514.4535,10.0,25.0,519.1039,3085.9471,2817.1,1.0,0.0,0.0,0.0,0.0,599.0,600.0,4250,5032.97,8.0,16.0,Fortnightly,54.0,17674.21,4250.0,,10.0,0.0,0.011,4.0,13996.79,1469.0,5772.5833,629.13,MoneySpot,0.0,7126299,3.0,09-11-2023,False,Living Expenses,2023-11-09,Green,71.0,15324.0,17674.21
0062x00000EcIweAAF,0012x00000clfU8AAI,Banksia,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,95.98,1012.3427,1.0,0.0,0.0,2.0,1.0,7315.5838,0.0,11.0,0.0,1091.8869,1080.69,0.0,0.0,0.0,0.0,3954.67,899.0,1600.0,4100,5033.98,24.0,24.286,Weekly,39.0,7315.58,4100.0,Full-Time Employment,0.0,0.0,0.0,0.0,4731.51,1759.0,1759.23,209.76,QuickCash,0.0,6349227,0.0,28-08-2023,False,Medical Expenses,2023-08-28,Orange,0.0,7421.0,7315.58
0062x00000DXf0DAAT,0012x00000LQL06AAH,Wyndham Vale,VIC,Australia,Closed Lost,Existing Client-Granted Loan Before,83.43,42.53,1313.0748,1.0,0.0,1.0,3.0,1.0,3660.5665,2.0,34.0,684.7367,511.5228,948.77,0.0,0.0,0.0,0.0,2600.0,899.0,1560.0,4250,5006.64,8.0,15.429,Fortnightly,27.0,3824.98,4250.0,Unemployed,2.0,0.0,0.1319,0.0,3747.1466,674.0,1418.6266,625.83,MoneySpot,,4988683,2.0,03-04-2023,True,Furniture or Appliances,2023-04-03,Orange,3814.0,4571.0,3824.98
0062x00000FKRTwAAP,0010K00001yq2T9QAI,Mount Pleasant,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,19.47,1985.3686,1.0,0.0,0.0,1.0,1.0,7312.1926,4.0,83.0,402.0412,1581.5458,1484.64,1.0,0.0,0.0,0.0,5633.33,899.0,2480.0,4500,5426.73,22.0,22.143,Weekly,40.0,7312.19,4500.0,Full-Time Employment,4.0,0.0,0.1209,0.0,6326.1833,3242.0,3601.3166,246.17,MoneySpot,0.0,7392290,3.0,06-12-2023,False,Travel Expenses,2023-12-06,Green,0.0,10033.0,7312.19
0062x00000DrjzGAAR,0010K00001qlWhaQAE,Hallam,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,80.83,4751.0292,2.0,0.0,0.0,3.0,2.0,6832.2369,0.0,47.0,1810.6173,2870.5266,2474.62,1.0,1.51,0.0,0.0,5416.67,1499.0,1000.0,4050,5955.42,10.0,20.0,Fortnightly,39.0,6832.24,5000.0,Full-Time Employment,0.0,0.0,0.2747,0.0,5741.0533,2813.0,5031.7966,490.14,MoneySpot,0.0,5189413,0.0,04-05-2023,False,Travel Expenses,2023-05-03,Green,0.0,7264.0,6832.24
