Id,AccountId,City,State,Country,StageName,Applicant_Type__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Largest_income_source_day_of_week__c,Frequency_for_largest_income_source__c,Total_monthly_income_ongoin_Reg_231__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,agency_collection_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Income_source_is_other_income_549__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Loan_Amount__c,Total_Repayment_Amount__c,Total_Repayments__c,Term_in_Weeks__c,Payment_Frequency__c,Applicant_Age__c,Summary_Income_CV__c,Amount_Requested__c,Employment_Status__c,Dishonours_203__c,DP_Insolvency_Indicator__c,DP_Days_in_Overdrawn_For_Period__c,Dishonours_For_Last_30_Days_DP907__c,Salary_Gov_Allowances_all_types_2117__c,DP_Monthly_avg_of_SACC_repayments__c,DP_Avg_Monthly_Loan_Liability_269__c,Repayment_Amount__c,Opportunity_Origin__c,Current_Balance__c,Opp_Number__c,loan_dishonours__c,Bank_Report_Gov_Benefit__c,Purpose_of_Loan__c,DE_Results,DP_Total_Monthly_Benefit_Income__c,Total_monthly_credits__c,Summary_Income_BS__c
0062x00000E5GgGAAV,0010K00001b0hhjQAA,Maddingley,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.13,68.58,660.2899,3.0,1.0,0.0,2.0,3.0,9025.4832,1.0,10.0,459.0733,5154.8166,5154.82,0.0,10.85,0.0,0.0,2816.67,1499.0,0.0,2050,2690.27,4.0,17.143,Monthly,26.0,9025.48,2050.0,Part-Time Employment,1.0,0.0,0.011,1.0,5154.8166,861.0,2737.17,672.57,QuickCash,0.0,5638496,1.0,False,Furniture or Appliances,Green,17.0,12283.0,9025.48
0062x00000FgN4dAAF,0012x00000n4RyPAAU,Armadale,WA,Australia,Closed Lost,New Client-New Loan,4.08,41.21,3326.9383,2.0,1.0,3.0,4.0,2.0,5862.2334,1.0,1.0,0.0,2289.3116,2138.74,0.0,0.0,0.0,0.0,5200.0,400.0,705.0,2050,2658.64,8.0,16.286,Fortnightly,27.0,5862.23,2050.0,Full-Time Employment,1.0,0.0,0.011,0.0,4788.7233,0.0,4135.36,332.33,QuickCash,,7800884,1.0,False,Living Expenses,Orange,224.0,5481.0,5862.23
0062x00000EDgkYAAT,0010K0000274cP4QAI,Ashfield,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,35.44,2040.4889,2.0,0.0,0.0,3.0,2.0,8623.9324,0.0,32.0,0.0,3424.7083,3418.43,1.0,1.1,0.0,0.0,5416.67,899.0,1620.0,2050,2794.33,14.0,28.0,Fortnightly,51.0,8623.93,2050.0,Full-Time Employment,0.0,0.0,0.0,0.0,6849.4166,2493.0,2845.31,199.6,QuickCash,0.0,5958659,0.0,False,Travel Expenses,Orange,0.0,9335.0,8623.93
0062x00000E5IMwAAN,0012x00000IPSvcAAH,Rouse Hill,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,85.61,374.2649,1.0,0.0,0.0,6.0,1.0,5957.1193,2.0,11.0,0.0,1370.9538,1438.54,0.0,2.75,0.0,0.0,2637.6,899.0,1000.0,2050,2650.12,16.0,16.429,Weekly,45.0,6266.85,2050.0,Full-Time Employment,2.0,0.0,0.0879,2.0,5940.8,0.0,532.1833,165.64,MoneySpot,0.0,5640546,1.0,False,Other Expenses,Green,0.0,7153.0,6266.85
0062x00000DZ1LOAA1,0012x000003EXRNAA4,Ingleburn,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,65.34,4810.2238,1.0,0.0,0.0,3.0,1.0,7909.1187,7.0,79.0,698.079,1691.6115,3266.63,1.0,0.0,0.0,0.0,6500.0,1499.0,300.0,2050,2633.07,16.0,15.714,Weekly,58.0,7675.79,2050.0,Full-Time Employment,7.0,0.0,0.0989,3.0,7330.3166,1840.0,4837.14,164.57,QuickCash,0.0,5067223,7.0,False,Life Event Expenses,Green,0.0,8313.0,7675.79
0062x00000FVUG0AAP,0012x00000IN4XUAA1,Wonthella,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,47.79,1129.77,1.0,0.0,0.0,1.0,1.0,12643.5151,0.0,35.0,0.0,2448.7,2448.7,0.0,0.0,0.0,1.0,8948.33,899.0,1500.0,2500,3144.25,18.0,17.714,Weekly,57.0,13205.18,2500.0,Full-Time Employment,0.0,0.0,0.0,0.0,0.0,447.0,2594.8866,174.69,MoneySpot,1.07,7595565,0.0,False,Vehicle Expenses,Orange,0.0,13410.0,13205.18
0062x00000FgeayAAB,0012x00000lIRvlAAG,Salisbury North,SA,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,55.87,718.253,1.0,0.0,0.0,2.0,1.0,6463.4103,0.0,25.0,0.0,790.6153,601.0,0.0,0.0,1.0,0.0,890.0,899.0,1200.0,2450,3117.24,20.0,19.714,Weekly,59.0,6680.67,2500.0,Part-Time Employment,0.0,0.0,0.011,0.0,3426.0,4050.0,4809.16,155.87,MoneySpot,,7825778,0.0,False,Veterinary Expenses,Green,0.0,7128.0,6680.67
0062x00000DruBHAAZ,0012x00000XKF9LAAX,Lakemba,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.35,51.31,1100.5983,2.0,1.0,0.0,3.0,2.0,2577.6254,1.0,35.0,170.67,605.7028,875.33,1.0,0.0,0.0,0.0,1617.9,599.0,600.0,2050,2742.52,12.0,23.857,Fortnightly,53.0,2577.63,2050.0,Part-Time Employment,1.0,0.0,0.4396,0.0,1413.3066,407.0,1103.8566,228.55,MoneySpot,0.0,5203632,1.0,False,Medical Expenses,Orange,13.0,3644.0,2577.63
0062x00000EykdJAAR,0012x00000SIRhJAAX,Leumeah,NSW,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.0,42.7,1255.7161,1.0,0.0,0.0,2.0,1.0,9808.9552,0.0,17.0,0.0,2257.4038,2763.6,0.0,0.0,0.0,0.0,3518.67,599.0,2040.0,2050,2656.68,16.0,16.714,Weekly,36.0,10525.62,5000.0,Full-Time Employment,0.0,0.0,0.0,0.0,9782.0833,0.0,1253.6433,166.05,MoneySpot,,6758616,0.0,False,Child Expenses,Orange,0.0,24534.0,10525.62
0062x00000DtbknAAB,0012x00000hWqwQAAS,Caboolture,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,4.65,44.32,3951.4098,4.0,0.0,2.0,3.0,4.0,4692.0168,0.0,82.0,736.0,1855.45,1931.13,1.0,0.85,0.0,0.0,0.0,899.0,800.0,2050,2718.18,12.0,22.857,Fortnightly,44.0,4692.02,2050.0,,0.0,0.0,0.0,0.0,4718.8433,355.0,7063.1466,226.52,MoneySpot,0.07,5326539,0.0,False,Medical Expenses,Green,389.0,8358.0,4692.02
0062x00000Eblc1AAB,0012x00000MgcVhAAJ,North Strathfield,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,99.77,2611.5755,1.0,0.0,0.0,3.0,1.0,7413.0821,7.0,92.0,925.6537,1240.203,1335.29,0.0,7.24,0.0,0.0,0.0,1499.0,1600.0,2050,2757.7,26.0,26.0,Weekly,39.0,7479.75,2050.0,,7.0,0.0,0.1538,4.0,5374.2133,1252.0,3661.5366,106.07,MoneySpot,0.0,6312519,2.0,False,Vehicle Expenses,Orange,0.0,8082.0,7479.75
0062x00000DIzqJAAT,0012x00000TtLVzAAN,Granville,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,92.88,2523.8333,1.0,0.0,0.0,1.0,1.0,7108.8785,8.0,68.0,546.9343,1094.2353,1037.97,0.0,0.16,0.0,0.0,4116.67,400.0,400.0,2050,2636.46,16.0,15.857,Weekly,36.0,8625.21,2050.0,Full-Time Employment,8.0,0.0,0.0989,1.0,4741.6866,1032.0,3088.9766,164.78,MoneySpot,0.0,4866508,6.0,False,Vehicle Expenses,Green,0.0,12184.0,8625.21
0062x00000Dsc5WAAR,0010K000021VC0TQAW,Griffith,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,8.13,96.44,1924.0871,1.0,2.0,4.0,2.0,1.0,8619.8274,1.0,42.0,516.2143,1216.6653,1238.67,1.0,3.01,0.0,0.0,3228.33,1499.0,200.0,2050,2726.86,24.0,23.714,Weekly,36.0,10071.57,2050.0,Part-Time Employment,30.0,0.0,0.0659,11.0,6184.9233,515.0,4023.6033,113.62,QuickCash,0.02,5252117,30.0,False,Furniture or Appliances,Orange,924.0,11364.0,10071.57
0062x00000D8RYHAA3,0012x00000gASw2AAG,Euroa,VIC,Australia,Closed Lost,New Client-New Loan,63.81,40.68,656.9066,1.0,0.0,2.0,4.0,2.0,4240.5884,3.0,26.0,188.0027,1009.7183,928.81,1.0,0.0,0.0,0.0,0.0,0.0,100.0,2100,2625.05,5.0,9.571,Fortnightly,24.0,4009.96,2100.0,,3.0,0.0,0.0659,2.0,2995.95,181.0,656.9066,525.01,MoneySpot,,4533465,0.0,True,Rental bond,Orange,2996.0,4695.0,4009.96
0062x00000Exap6AAB,0012x00000ddW1IAAU,Moffat Beach,QLD,Australia,Loan Paid,Existing Client-No Loan Granted Ever,0.68,48.51,163.7966,2.0,0.0,0.0,3.0,2.0,2022.1854,0.0,10.0,0.0,574.0033,525.0,0.0,0.0,0.0,0.0,2277.03,400.0,300.0,2050,2817.09,16.0,31.0,Fortnightly,52.0,3486.85,3500.0,Part-Time Employment,0.0,0.0,0.0,0.0,1741.4733,0.0,163.7966,176.07,MoneySpot,-0.23,6673547,0.0,False,Living Expenses,Orange,27.0,3946.0,3486.85
0062x00000EfC9KAAV,0012x00000lIcl0AAC,Kelso,QLD,Australia,Loan Paid,New Client-New Loan,0.0,72.36,2457.5599,1.0,1.0,0.0,2.0,1.0,4200.6663,6.0,68.0,620.891,966.7292,1142.07,0.0,19.0,0.0,0.0,4766.67,400.0,600.0,2050,2820.44,30.0,30.571,Weekly,37.0,4823.33,2050.0,Full-Time Employment,6.0,0.0,0.0,0.0,4189.16,1625.0,2671.2966,94.02,Financier-2,0.0,6551234,3.0,False,Other Expenses,Orange,0.0,5606.0,4823.33
0062x00000E567YAAR,0012x00000g961CAAQ,Craigieburn,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,65.6,2717.9966,1.0,0.0,0.0,3.0,1.0,6739.8436,7.0,77.0,1265.8869,1329.5035,1601.43,0.0,1.68,0.0,1.0,5633.33,899.0,1600.0,2050,2636.46,16.0,15.857,Weekly,45.0,6739.84,2050.0,Full-Time Employment,7.0,0.0,0.1758,3.0,0.0,1486.0,2948.96,164.78,MoneySpot,-0.03,5621539,7.0,False,Living Expenses,Orange,0.0,7486.0,6739.84
0062x00000ECnMFAA1,0012x00000gmvjCAAQ,Hinchinbrook,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,59.61,3854.2271,1.0,0.0,0.0,3.0,1.0,7630.6535,1.0,35.0,164.0527,1505.225,1685.37,1.0,0.53,0.0,1.0,7036.91,599.0,1978.0,2050,2915.23,20.0,20.0,Weekly,61.0,7630.65,2050.0,Full-Time Employment,1.0,0.0,0.022,0.0,0.0,898.0,4043.9033,134.33,Financier-2,0.0,5900238,0.0,False,Relocation Expenses,Orange,0.0,7874.0,7630.65
0062x00000E5innAAB,0012x000003E4wZAAS,Saint Clair,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,75.7,847.8789,1.0,0.0,0.0,3.0,1.0,1790.315,0.0,5.0,0.0,391.8863,225.0,0.0,6.37,0.0,0.0,0.0,599.0,100.0,2050,2737.39,24.0,24.143,Weekly,37.0,3518.21,2050.0,Casual Employment,3.0,0.0,0.0,0.0,3111.4833,289.0,788.1166,114.06,MoneySpot,0.0,5676009,3.0,False,Home Maintenance & Repairs,Green,0.0,8702.0,3518.21
0062x00000DXnkwAAD,0012x00000gAOdsAAG,Salisbury North,SA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.46,63.64,734.0,2.0,1.0,4.0,5.0,2.0,3282.5258,7.0,17.0,0.0,1094.8683,1225.66,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,2050,2617.65,8.0,16.571,Fortnightly,25.0,4655.19,15200.0,,7.0,1.0,0.1319,3.0,2233.5033,512.0,1514.6566,333.17,MoneySpot,0.0,4995982,12.0,False,Living Expenses,Green,70.0,15135.0,4655.19
0062x00000EDDuaAAH,0012x00000THZhkAAH,Kirwan,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,71.83,3410.1533,1.0,0.0,0.0,2.0,1.0,3430.6953,5.0,112.0,305.318,837.0054,936.24,1.0,9.02,0.0,0.0,3009.37,400.0,0.0,2050,2764.9,26.0,26.286,Weekly,23.0,3647.36,2050.0,Full-Time Employment,5.0,0.0,0.8352,0.0,3069.02,1139.0,3474.6,106.35,QuickCash,0.0,5929625,5.0,False,Life Event Expenses,Orange,0.0,4824.0,3647.36
0062x00000ELkzuAAD,0010K000023R9BlQAK,Glebe,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.15,40.04,923.4125,2.0,0.0,0.0,2.0,2.0,6818.1811,0.0,5.0,347.619,2166.7471,2272.51,0.0,3.2,0.0,0.0,4766.67,899.0,800.0,2500,3118.28,8.0,15.286,Fortnightly,39.0,6818.18,2500.0,Full-Time Employment,0.0,0.0,0.6374,0.0,5055.7433,1361.0,1930.25,389.79,MoneySpot,0.0,6059563,0.0,False,Travel Expenses,Green,13.0,8657.0,6818.18
0062x00000DAfwOAAT,0012x00000THlJwAAL,Direk,SA,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,66.67,105.0,4.0,0.0,0.0,4.0,4.0,2544.4166,7.0,40.0,286.7857,700.3214,820.0,0.0,0.0,0.0,1.0,3336.67,400.0,1600.0,2050,2646.71,16.0,16.286,Weekly,34.0,2986.75,2050.0,Full-Time Employment,9.0,0.0,0.1319,4.0,0.0,264.0,1602.5833,165.42,QuickCash,,4640547,7.0,False,Relocation Expenses,Green,0.0,3344.0,2986.75
0062x00000Eb8ZkAAJ,0012x00000MhVpYAAV,Jimboomba,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,33.23,98.27,1371.4034,2.0,0.0,2.0,3.0,2.0,9226.5548,1.0,41.0,0.0,2569.4616,2689.67,1.0,0.0,0.0,0.0,3327.91,599.0,300.0,2050,2617.89,8.0,16.571,Fortnightly,28.0,9226.55,2050.0,Full-Time Employment,1.0,0.0,0.0,0.0,7910.3933,152.0,1656.2566,333.21,MoneySpot,0.0,6271006,0.0,False,Child Expenses,Green,2815.0,8469.0,9226.55
0062x00000Ey8JpAAJ,0012x00000cl6AyAAI,Carlton,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,36.37,1069.464,2.0,0.0,0.0,3.0,2.0,3612.3718,0.0,11.0,0.0,1662.68,1534.6,1.0,0.0,0.0,0.0,3484.45,1499.0,0.0,2050,2803.64,15.0,29.429,Fortnightly,33.0,3612.37,2050.0,Full-Time Employment,0.0,0.0,0.1758,0.0,3325.36,959.0,1285.57,186.91,MoneySpot,0.0,6713086,0.0,False,Home Maintenance & Repairs,Orange,0.0,4171.0,3612.37
0062x00000DXVSeAAP,0010K000021DkvdQAC,Brunswick,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.15,17.71,2063.811,2.0,0.0,0.0,5.0,2.0,8245.3895,0.0,26.0,995.5832,3795.1383,4819.44,0.0,1.45,1.0,0.0,4253.17,599.0,925.0,2450,3082.85,7.0,13.0,Fortnightly,63.0,8245.39,2500.0,Full-Time Employment,0.0,0.0,0.0,0.0,7590.2766,1224.0,2356.83,432.82,MoneySpot,0.0,4977658,0.0,False,Medical Expenses,Green,13.0,8294.0,8245.39
0062x00000DA6yKAAT,0012x00000fmcmjAAA,South Bunbury,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,12.0,643.0691,0.0,0.0,0.0,0.0,0.0,860.0,0.0,16.0,356.1792,0.0,0.0,0.0,0.03,0.0,0.0,0.0,400.0,920.0,2050,2641.56,8.0,15.571,Fortnightly,32.0,4034.96,2050.0,Contract Employment,0.0,0.0,0.011,0.0,0.0,459.0,916.2633,330.2,MoneySpot,0.0,4612908,0.0,False,Relocation Expenses,Orange,0.0,10996.0,4034.96
0062x00000ECILpAAP,0012x00000goTMvAAM,Bundoora,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,23.45,1484.8166,3.0,2.0,0.0,3.0,3.0,5152.5766,9.0,16.0,0.0,4922.5033,4885.0,0.0,0.0,0.0,0.0,4700.0,899.0,2000.0,2050,2772.88,5.0,22.714,Monthly,28.0,5152.58,2050.0,Full-Time Employment,9.0,0.0,0.2088,3.0,4922.5033,757.0,2477.3266,554.58,MoneySpot,0.0,5869029,9.0,False,Home Maintenance & Repairs,Orange,0.0,5654.0,5152.58
0062x00000D9tvKAAR,0012x00000ZvvXjAAJ,Caboolture,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,3.29,76.99,2210.3033,2.0,0.0,0.0,4.0,2.0,3077.9332,1.0,29.0,0.0,969.44,654.25,0.0,0.8,0.0,0.0,5738.0,899.0,4000.0,2050,2651.72,8.0,16.0,Fortnightly,38.0,5322.93,2050.0,Full-Time Employment,1.0,0.0,0.5495,0.0,2475.7766,0.0,2235.3033,331.47,MoneySpot,-0.41,4603549,1.0,False,Medical Expenses,Orange,262.0,7962.0,5322.93
0062x00000Drhn1AAB,0012800001ZtT7dAAF,Redbank Plains,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,97.9,2385.6636,1.0,1.0,0.0,2.0,1.0,5164.1994,19.0,80.0,405.651,1188.4738,1187.11,0.0,0.0,0.0,0.0,3250.0,400.0,800.0,2050,2733.53,24.0,24.0,Weekly,40.0,5173.2,2050.0,Full-Time Employment,19.0,0.0,0.989,7.0,5150.0533,1057.0,3277.84,113.9,MoneySpot,0.0,5185766,18.0,False,Vehicle Expenses,Green,0.0,5209.0,5173.2
0062x00000DtLanAAF,0012x00000RrbCJAAZ,Islington,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,91.68,0.0,4.0,0.0,0.0,3.0,4.0,1028.4566,0.0,0.0,0.0,985.4566,1051.73,0.0,0.0,0.0,0.0,4560.09,899.0,1400.0,2050,2639.87,16.0,16.0,Weekly,31.0,6410.45,2050.0,Full-Time Employment,0.0,0.0,0.1868,0.0,985.4566,0.0,0.0,165.0,QuickCash,0.0,5308589,0.0,False,Living Expenses,Orange,0.0,6410.0,6410.45
0062x00000F3ty8AAB,0010K00002BUVqkQAH,Forde,ACT,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,43.11,248.8539,3.0,0.0,0.0,4.0,3.0,7967.2532,0.0,13.0,0.0,4828.2533,4657.84,0.0,0.0,0.0,0.0,0.0,1500.0,1540.0,2050,2744.61,5.0,21.571,Monthly,65.0,7850.59,2050.0,Unemployed,0.0,0.0,0.1758,0.0,4828.2533,229.0,229.0833,548.93,MoneySpot,0.0,7087556,0.0,False,Other Expenses,Green,0.0,8351.0,7850.59
0062x00000EMmbyAAD,0012x00000SHlvoAAD,Croydon North,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,84.35,5369.3046,2.0,0.0,0.0,1.0,2.0,7483.6704,4.0,90.0,1448.981,3425.055,3687.44,3.0,0.0,0.0,0.0,8291.14,1500.0,0.0,2050,2631.26,8.0,15.143,Fortnightly,41.0,7547.67,2050.0,Full-Time Employment,4.0,0.0,0.3846,0.0,6850.11,1950.0,6622.5666,328.91,MoneySpot,0.0,6130527,0.0,False,Furniture or Appliances,Green,0.0,7291.0,7547.67
0062x00000F3SJkAAN,0012x00000g8VF0AAM,Cannonvale,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.15,55.6,2096.3175,1.0,0.0,0.0,4.0,1.0,4639.516,0.0,32.0,0.0,959.7138,958.6,1.0,3.33,0.0,0.0,0.0,899.0,0.0,2050,2639.56,16.0,16.0,Weekly,65.0,4639.52,2050.0,Full-Time Employment,3.0,0.0,0.0,0.0,4628.0933,715.0,2038.6766,164.98,MoneySpot,0.0,7049809,0.0,False,Home Maintenance & Repairs,Green,7.0,4655.0,4639.52
0062x00000DVw1wAAD,0012x00000FFSxUAAX,Cranebrook,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,53.47,1182.7428,4.0,3.0,0.0,3.0,4.0,666.6666,9.0,26.0,1629.9493,250.0,300.0,0.0,0.0,0.0,1.0,8571.83,599.0,700.0,2050,2726.54,24.0,23.714,Weekly,55.0,14402.96,2050.0,Full-Time Employment,9.0,0.0,0.1538,1.0,0.0,2895.0,3365.9866,113.61,MoneySpot,0.0,5489434,7.0,False,Home Maintenance & Repairs,Green,0.0,8358.0,14402.96
0062x00000ECIp3AAH,0010K000028gp8BQAQ,Point Cook,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,26.82,1202.9779,2.0,1.0,0.0,3.0,2.0,11452.7617,4.0,30.0,633.6806,3263.08,3263.08,1.0,0.0,0.0,0.0,5448.0,599.0,1448.0,2050,2735.63,12.0,23.571,Fortnightly,35.0,11459.1,2050.0,Full-Time Employment,22.0,0.0,0.1868,6.0,6526.16,1252.0,5941.9633,227.97,MoneySpot,0.0,5870327,7.0,False,Living Expenses,Orange,0.0,12167.0,11459.1
0062x00000ENWaQAAX,0010K00001y4tzUQAQ,Dianella,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.34,78.51,1468.3084,2.0,0.0,0.0,3.0,2.0,4189.4654,9.0,36.0,1395.3624,1389.7816,1316.14,0.0,2.14,0.0,0.0,7800.0,599.0,600.0,2050,2624.63,8.0,14.857,Fortnightly,55.0,7422.8,2050.0,Full-Time Employment,9.0,0.0,0.2527,1.0,2779.5633,1701.0,1701.2433,328.08,MoneySpot,0.0,6179085,3.0,False,Home Maintenance & Repairs,Green,27.0,7792.0,7422.8
0062x00000EO6zpAAD,0012x00000cLe5TAAS,Mitcham,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,88.04,3793.1177,2.0,0.0,0.0,3.0,2.0,4564.8116,0.0,30.0,705.9862,2101.0642,2240.14,0.0,0.0,0.0,0.0,2858.65,1500.0,150.0,2050,2655.3,8.0,16.143,Fortnightly,43.0,4591.98,2500.0,Part-Time Employment,0.0,0.0,0.011,0.0,4902.4833,763.0,4631.3733,331.92,MoneySpot,-0.35,6232033,0.0,False,Living Expenses,Green,0.0,8096.0,4591.98
0062x00000D95INAAZ,0010K00001ayVHjQAM,Brisbane,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,100.0,3692.2887,1.0,1.0,0.0,2.0,1.0,4370.6134,41.0,138.0,3214.471,1005.84,1270.67,0.0,6.56,0.0,0.0,6066.67,599.0,100.0,2050,2656.24,18.0,17.714,Weekly,36.0,4370.61,2050.0,Part-Time Employment,41.0,0.0,0.7802,13.0,4358.64,3339.0,5009.8433,147.57,QuickCash,0.0,4563755,31.0,False,Vehicle Expenses,Orange,0.0,4359.0,4370.61
0062x00000DHMHJAA5,0010K000025xZZJQA2,Cessnock,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,36.03,58.47,415.0293,4.0,0.0,4.0,2.0,4.0,8215.0536,0.0,42.0,0.0,525.1785,535.0,1.0,0.09,0.0,1.0,897.0,599.0,535.0,2050,2666.06,18.0,18.143,Weekly,39.0,8020.05,2500.0,Part-Time Employment,0.0,0.0,0.0,0.0,2946.1933,220.0,647.4866,148.12,MoneySpot,0.0,4774720,0.0,False,Other Expenses,Green,2946.0,8176.0,8020.05
0062x00000FvzfuAAB,0012x00000GbX7PAAV,West Mackay,QLD,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,27.85,801.4103,2.0,0.0,0.0,4.0,2.0,5362.1692,2.0,40.0,226.72,2425.8757,2370.45,0.0,0.47,0.0,0.0,6066.67,400.0,500.0,2050,2644.66,8.0,15.714,Fortnightly,37.0,5367.17,2050.0,Full-Time Employment,2.0,0.0,0.5495,0.0,5660.3766,237.0,1472.9866,330.59,MoneySpot,,8349707,0.0,False,Travel Expenses,Green,0.0,6412.0,5367.17
0062x00000EwWTjAAN,0012x00000SIKijAAH,Thornlands,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,78.63,7611.3133,1.0,0.0,0.0,3.0,1.0,10487.8263,0.0,203.0,642.0089,1640.3769,1723.0,1.0,0.0,0.0,1.0,1700.0,400.0,640.0,2050,2733.88,24.0,24.0,Weekly,24.0,3360.0,2050.0,Full-Time Employment,0.0,0.0,0.0,0.0,0.0,1528.0,8231.4733,113.92,MoneySpot,-103.87,6594908,0.0,False,Home Maintenance & Repairs,Orange,0.0,17542.0,3360.0
0062x00000FUZqZAAX,0012x00000g8QfQAAU,Cannonvale,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,66.68,882.4166,3.0,0.0,0.0,5.0,3.0,6081.7866,0.0,6.0,0.0,4691.3333,2666.0,0.0,2.47,0.0,0.0,1600.0,1499.0,400.0,2050,2653.61,4.0,15.571,Monthly,22.0,6701.79,2050.0,Full-Time Employment,0.0,0.0,0.1429,0.0,4691.3333,1085.0,1137.9833,663.41,MoneySpot,1.81,7519948,0.0,False,Travel Expenses,Orange,0.0,7236.0,6701.79
0062x00000Fw3lgAAB,0012x00000VckwOAAR,Marian,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,63.8,3952.6846,2.0,0.0,0.0,3.0,2.0,7925.1902,18.0,77.0,2437.0377,3647.76,3647.76,0.0,0.1,0.0,0.0,5416.67,400.0,1040.0,2050,2614.67,7.0,13.429,Fortnightly,27.0,8278.52,10000.0,Full-Time Employment,18.0,0.0,0.2088,4.0,8511.44,2226.0,4868.1166,373.53,MoneySpot,0.0,8354029,6.0,False,Living Expenses,Orange,0.0,9822.0,8278.52
0062x00000DWEwUAAX,0010K00001usXNwQAM,Kingaroy,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,74.03,3442.2197,2.0,0.0,0.0,2.0,2.0,8465.36,4.0,63.0,2923.3935,3245.3283,2966.16,0.0,0.79,1.0,0.0,4077.67,1499.0,860.0,2300,2899.88,8.0,15.143,Fortnightly,32.0,8465.36,2300.0,Full-Time Employment,4.0,0.0,0.022,0.0,6490.6566,1940.0,5108.2733,362.49,MoneySpot,0.0,4904593,4.0,False,Travel Expenses,Green,0.0,7960.0,8465.36
0062x00000DsVoyAAF,0012x00000gABMEAA4,Ningi,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,33.02,2057.0235,2.0,0.0,0.0,4.0,2.0,9404.8021,9.0,42.0,0.0,3044.8,6057.52,0.0,0.9,0.0,1.0,0.0,899.0,0.0,2050,2725.14,12.0,23.143,Fortnightly,32.0,10688.94,2050.0,,9.0,0.0,0.0,0.0,2620.0766,418.0,3035.6233,227.1,MoneySpot,0.0,5245082,0.0,False,Medical Expenses,Orange,0.0,10126.0,10688.94
0062x00000EzPJFAA3,0012x00000RrU7dAAF,Surfers Paradise,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,86.65,156.9866,4.0,0.0,0.0,3.0,4.0,690.3665,0.0,0.0,0.0,614.3266,630.46,0.0,32.15,0.0,1.0,4333.33,599.0,0.0,2500,3268.44,26.0,26.143,Weekly,26.0,1897.99,5000.0,Casual Employment,0.0,0.0,0.0,0.0,0.0,826.0,1027.5033,125.72,MoneySpot,0.0,6805823,0.0,False,Living Expenses,Orange,0.0,3247.0,1897.99
