Id,AccountId,City,State,Country,StageName,Applicant_Type__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Largest_income_source_day_of_week__c,Frequency_for_largest_income_source__c,Total_monthly_income_ongoin_Reg_231__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,agency_collection_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Income_source_is_other_income_549__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Loan_Amount__c,Total_Repayment_Amount__c,Total_Repayments__c,Term_in_Weeks__c,Payment_Frequency__c,Applicant_Age__c,Summary_Income_CV__c,Amount_Requested__c,Employment_Status__c,Dishonours_203__c,DP_Insolvency_Indicator__c,DP_Days_in_Overdrawn_For_Period__c,Dishonours_For_Last_30_Days_DP907__c,Salary_Gov_Allowances_all_types_2117__c,DP_Monthly_avg_of_SACC_repayments__c,DP_Avg_Monthly_Loan_Liability_269__c,Repayment_Amount__c,Opportunity_Origin__c,Current_Balance__c,Opp_Number__c,loan_dishonours__c,Bank_Report_Gov_Benefit__c,Purpose_of_Loan__c,DE_Results,DP_Total_Monthly_Benefit_Income__c,Total_monthly_credits__c,Summary_Income_BS__c
0062x00000Ec3ilAAB,0012x00000TuXrWAAV,Port Macquarie,NSW,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.46,64.54,564.122,2.0,0.0,0.0,2.0,2.0,5405.9963,0.0,12.0,0.0,870.5516,968.58,1.0,1.04,0.0,0.0,4354.67,899.0,1040.0,2050,2785.97,15.0,28.714,Fortnightly,45.0,5411.0,2100.0,Part-Time Employment,0.0,0.0,0.2088,0.0,2964.1633,0.0,559.7533,185.74,MoneySpot,,6327596,0.0,False,Living Expenses,Orange,27.0,5749.0,5411.0
0062x00000DFSBhAAP,0012x00000bmk9iAAA,Albion Park,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,22.41,429.1457,1.0,0.0,0.0,3.0,1.0,5222.4713,5.0,0.0,145.92,974.425,1022.0,0.0,1.15,0.0,0.0,900.0,400.0,1000.0,2050,2629.76,16.0,16.571,Weekly,28.0,5222.47,2050.0,Full-Time Employment,5.0,0.0,0.3407,0.0,4547.3166,799.0,798.5,165.86,MoneySpot,0.0,4669272,3.0,False,Living Expenses,Green,0.0,8706.0,5222.47
0062x00000EdBYxAAN,0012x00000OxtKiAAJ,GORDONVALE,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,69.28,3922.7739,1.0,0.0,0.0,3.0,1.0,4242.2124,3.0,38.0,0.0,864.29,864.29,0.0,43.83,0.0,0.0,3429.52,599.0,600.0,2050,2636.1,16.0,15.857,Weekly,46.0,7959.79,2050.0,Full-Time Employment,3.0,0.0,0.033,3.0,1440.4833,393.0,4599.6633,164.76,MoneySpot,0.0,6403925,3.0,False,Vehicle Expenses,Green,0.0,5218.0,7959.79
0062x00000DHhWMAA1,0010K00002BTznJQAT,Minchinbury,NSW,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,74.65,730.816,1.0,0.0,0.0,3.0,1.0,9042.7536,1.0,36.0,201.0107,1298.6238,1377.89,1.0,0.0,0.0,0.0,5633.33,400.0,2500.0,2050,2647.69,17.0,16.857,Weekly,57.0,11215.37,10200.0,Full-Time Employment,1.0,0.0,0.0659,0.0,7794.0366,200.0,729.4566,155.75,MoneySpot,,4791994,0.0,False,Living Expenses,Green,0.0,9181.0,11215.37
0062x00000EDD1aAAH,0010K00001yojh3QAA,Noorong,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,42.41,436.695,1.0,0.0,0.0,2.0,1.0,7487.0753,0.0,27.0,291.3917,1560.3076,1832.96,1.0,28.64,0.0,0.0,3588.0,599.0,240.0,2050,2646.68,16.0,16.286,Weekly,48.0,7492.08,2450.0,Full-Time Employment,0.0,0.0,0.0769,0.0,6761.3333,329.0,474.3633,165.42,QuickCash,0.0,5928699,0.0,False,Medical Expenses,Green,0.0,7469.0,7492.08
0062x00000DHi36AAD,0012x00000dBMeSAAW,Redbank Plains,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,66.46,3031.1621,1.0,0.0,0.0,3.0,1.0,12199.5779,2.0,56.0,194.28,1915.3142,2407.73,0.0,24.93,0.0,0.0,5200.0,599.0,300.0,2050,2636.1,16.0,15.857,Weekly,27.0,13195.91,5000.0,Full-Time Employment,2.0,0.0,0.0,1.0,8938.1333,400.0,2774.6333,164.76,QuickCash,0.0,4792350,1.0,False,Living Expenses,Green,0.0,14274.0,13195.91
0062x00000E4zOBAAZ,0012x00000GbXYGAA3,Warrnambool,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,79.8,1835.9338,4.0,0.0,0.0,3.0,4.0,3169.46,0.0,31.0,301.125,1584.73,1827.06,1.0,0.5,0.0,0.0,4428.67,1499.0,1360.0,2050,2628.07,8.0,15.0,Fortnightly,31.0,3179.46,2900.0,Full-Time Employment,0.0,0.0,0.0,0.0,3169.46,877.0,2219.65,328.51,MoneySpot,0.0,5615005,0.0,False,Relocation Expenses,Green,0.0,3983.0,3179.46
0062x00000ELWhjAAH,0010K00001hVYDtQAO,Leumeah,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,70.75,2078.638,1.0,0.0,0.0,2.0,1.0,7731.156,2.0,90.0,0.0,1146.8035,788.07,0.0,35.33,0.0,0.0,3466.67,899.0,200.0,2050,2632.82,16.0,15.714,Weekly,29.0,8367.82,2050.0,Full-Time Employment,2.0,0.0,0.6374,0.0,5351.75,476.0,3024.77,164.56,QuickCash,-0.35,6039001,1.0,False,Medical Expenses,Green,0.0,8468.0,8367.82
0062x00000DsNFqAAN,0012x000008KYXQAA4,Clayton,VIC,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,61.91,293.3018,4.0,0.0,0.0,5.0,4.0,421.1666,0.0,25.0,479.268,72.0714,320.0,0.0,0.58,0.0,1.0,0.0,400.0,600.0,2050,2622.85,16.0,16.286,Weekly,31.0,4314.7,2050.0,,0.0,0.0,0.0,0.0,0.0,703.0,3162.5966,163.93,MoneySpot,,5236587,0.0,False,Vehicle Expenses,Orange,0.0,5696.0,4314.7
0062x00000DZos2AAD,0010K00001wGklmQAC,Traralgon,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,1.01,51.38,917.2387,2.0,0.0,0.0,3.0,2.0,3600.2317,1.0,11.0,1127.9989,1645.4314,1775.07,1.0,0.19,0.0,0.0,2600.0,899.0,400.0,2050,2645.04,8.0,15.714,Fortnightly,35.0,3600.23,2050.0,Full-Time Employment,1.0,0.0,0.1099,1.0,3839.34,1861.0,2295.88,330.63,MoneySpot,0.0,5116016,0.0,False,Living Expenses,Green,53.0,5247.0,3600.23
0062x00000FW49pAAD,0012x00000OKBTjAAP,Newman,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,88.42,4358.2276,2.0,0.0,0.0,3.0,2.0,8261.0707,3.0,13.0,114.144,3280.2528,3013.11,1.0,18.61,0.0,0.0,6461.53,899.0,500.0,2050,2634.71,8.0,15.286,Fortnightly,52.0,10062.07,2050.0,Full-Time Employment,3.0,0.0,0.0,0.0,7653.9233,1727.0,5778.4366,329.34,Financier-2,0.02,7641213,3.0,False,Home Maintenance & Repairs,Orange,0.0,10921.0,10062.07
0062x00000Dtn7cAAB,0012x00000gmub6AAA,Lake Wendouree,VIC,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,58.7,1695.8253,2.0,2.0,0.0,3.0,2.0,2381.9948,19.0,70.0,861.819,1006.6171,611.54,0.0,0.0,0.0,0.0,1800.0,899.0,400.0,2050,2638.17,8.0,15.429,Fortnightly,46.0,4963.59,2050.0,Part-Time Employment,23.0,0.0,0.1209,8.0,4470.8466,1208.0,3328.77,329.78,QuickCash,,5348051,11.0,False,Home Maintenance & Repairs,Green,0.0,2944.0,4963.59
0062x00000FWcYQAA1,0012x00000G1OmAAAV,DEVONPORT TAS AUSTRALIA,TAS,Australia,Closed Lost,Existing Client-No Loan Granted Ever,30.18,96.36,0.0,0.0,0.0,0.0,0.0,0.0,26.6666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957.47,400.0,0.0,2050,2567.08,10.0,9.857,Weekly,39.0,4572.87,2050.0,Self Employed,0.0,0.0,0.011,0.0,0.0,0.0,20.3866,256.71,MoneySpot,,7686575,0.0,False,Medical Expenses,Orange,1759.0,5828.0,4572.87
0062x00000D9qm0AAB,0012x00000dC4sNAAS,Shepparton,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,72.35,2125.3284,2.0,0.0,0.0,3.0,2.0,4721.5232,3.0,23.0,116.8067,1600.0,1600.0,0.0,0.36,0.0,0.0,3733.33,599.0,1400.0,2050,2627.85,8.0,15.0,Fortnightly,37.0,4721.52,2050.0,Full-Time Employment,3.0,0.0,0.2198,0.0,3200.0,1384.0,2846.7333,328.49,MoneySpot,0.0,4601618,0.0,False,Child Expenses,Green,0.0,4747.0,4721.52
0062x00000EyRcBAAV,0012x00000THIWzAAP,Warwick Farm,NSW,Australia,Closed Lost,Existing Client-Granted Loan Before,7.3,41.75,5162.5439,4.0,2.0,4.0,2.0,4.0,40864.5298,15.0,17.0,955.9705,5703.1755,4089.73,0.0,0.0,0.0,1.0,3900.0,1499.0,1860.0,2050,2733.58,24.0,24.0,Weekly,42.0,40864.53,2050.0,Full-Time Employment,15.0,0.0,0.3626,4.0,3051.8233,1523.0,6575.85,113.91,QuickCash,,6736990,13.0,False,Medical Expenses,Orange,3052.0,41766.0,40864.53
0062x00000Ex58uAAB,0012x00000hYyY3AAK,Gray,NT,Australia,Loan Paid,Existing Client-Granted Loan Before,0.21,78.9,7664.72,2.0,0.0,0.0,2.0,2.0,10176.5545,2.0,37.0,0.0,3818.55,3963.75,0.0,31.79,0.0,0.0,0.0,899.0,600.0,2050,2825.73,15.0,30.286,Fortnightly,27.0,10141.17,2050.0,Full-time,2.0,0.0,0.0,0.0,7637.1,425.0,8133.0166,188.39,MoneySpot,-0.24,6636522,1.0,False,Furniture or Appliances,Orange,27.0,12504.0,10141.17
0062x00000F2Y8dAAF,0012x00000THONaAAP,West Melbourne,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,91.42,3209.1417,2.0,2.0,0.0,1.0,2.0,5678.0189,12.0,33.0,0.0,2236.2142,2213.5,0.0,0.0,0.0,0.0,3955.98,899.0,1400.0,2050,2755.82,13.0,25.429,Fortnightly,42.0,5678.02,2050.0,Full-Time Employment,12.0,0.0,0.8462,5.0,5217.8333,674.0,3636.4433,211.99,MoneySpot,0.0,6978179,12.0,False,Living Expenses,Orange,0.0,6393.0,5678.02
0062x00000ED12GAAT,0010K000023zwn9QAA,Seaford,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,88.93,3070.8668,1.0,0.0,0.0,1.0,1.0,6160.3601,4.0,61.0,2108.6178,947.3115,1002.38,1.0,0.0,1.0,0.0,3163.33,400.0,0.0,2050,2772.03,26.0,26.571,Weekly,44.0,6169.36,2050.0,Full-Time Employment,4.0,0.0,0.6044,0.0,4105.0166,1979.0,4191.67,106.62,MoneySpot,0.0,5913420,4.0,False,Home Maintenance & Repairs,Orange,0.0,6311.0,6169.36
0062x00000ECIiaAAH,0012x00000hXrCwAAK,Brunswick West,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,79.19,2771.8559,2.0,0.0,0.0,3.0,2.0,3901.6839,0.0,15.0,1537.485,1717.5983,1733.71,0.0,0.0,0.0,0.0,3705.0,599.0,600.0,2050,2640.8,9.0,18.571,Fortnightly,49.0,4045.59,2050.0,Part-Time Employment,0.0,0.0,0.0659,0.0,3435.1966,759.0,4340.04,298.78,MoneySpot,0.0,5869653,0.0,False,Home Maintenance & Repairs,Green,0.0,3814.0,4045.59
0062x00000DrzFzAAJ,0012x00000SGAeQAAX,Evanston,SA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,59.3,1175.4799,1.0,1.0,0.0,5.0,1.0,3396.8135,6.0,78.0,281.05,764.4718,801.39,0.0,0.0,0.0,0.0,3004.83,400.0,280.0,2050,2639.66,16.0,16.0,Weekly,33.0,3396.81,2050.0,Full-Time Employment,6.0,0.0,0.2198,6.0,2803.0633,1098.0,2493.2333,164.98,MoneySpot,0.0,5211277,4.0,False,Child Expenses,Green,0.0,3642.0,3396.81
0062x00000EdBYdAAN,0012x00000KMZqTAAX,Gapuwiyak,NT,Australia,Loan Paid,Existing Client-Granted Loan Before,23.47,65.29,738.69,4.0,0.0,4.0,3.0,4.0,4687.6433,1.0,7.0,0.0,917.415,1170.3,0.0,0.0,0.0,1.0,0.0,400.0,100.0,2500,3327.23,15.0,29.714,Fortnightly,39.0,6436.31,3000.0,Full-Time Employment,1.0,0.0,0.022,1.0,1712.8133,793.0,793.3333,221.82,MoneySpot,0.0,6403919,1.0,False,Vehicle Expenses,Orange,1713.0,7298.0,6436.31
0062x00000ENbziAAD,0012x00000KLQDDAA5,Kelmscott,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,96.88,4353.6476,2.0,0.0,0.0,3.0,2.0,5108.4144,8.0,35.0,182.739,2020.3333,2958.0,0.0,0.0,0.0,0.0,0.0,400.0,220.0,2100,2842.9,15.0,28.714,Fortnightly,27.0,4759.67,5000.0,,8.0,0.0,0.5275,0.0,4040.6666,1192.0,4262.25,189.53,MoneySpot,0.0,6188797,8.0,False,Vehicle Expenses,Orange,0.0,4915.0,4759.67
0062x00000EeGXxAAN,0012x00000hXW0HAAW,Mandurah,WA,Australia,Closed Lost,Existing Client-Granted Loan Before,20.98,98.27,416.0726,2.0,0.0,4.0,3.0,2.0,5380.8192,1.0,14.0,132.0,1279.72,1115.4,0.0,0.0,0.0,0.0,3466.67,899.0,800.0,2050,2760.47,12.0,24.571,Fortnightly,32.0,6140.4,2050.0,Contract Employment,1.0,0.0,0.0769,0.0,4346.67,543.0,902.5033,230.05,MoneySpot,,6476844,1.0,False,Vehicle Expenses,Orange,1604.0,7643.0,6140.4
0062x00000FKpDjAAL,0012x00000mKUx5AAG,Morwell,VIC,Australia,Closed Lost,New Client-New Loan,48.39,57.7,720.5464,1.0,0.0,4.0,2.0,1.0,5351.5289,0.0,18.0,564.881,634.9228,566.56,0.0,0.0,0.0,0.0,0.0,0.0,350.0,2050,2805.58,30.0,30.0,Weekly,28.0,5399.81,2600.0,,0.0,0.0,0.044,0.0,3878.52,520.0,1099.1566,93.53,MoneySpot,,7416597,0.0,False,Vehicle Expenses,Orange,2778.0,5740.0,5399.81
0062x00000Ef3VUAAZ,0012x000002d84aAAA,Yarraman,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,53.91,3759.7815,1.0,0.0,0.0,4.0,1.0,7370.8018,12.0,126.0,295.4762,1143.6928,1221.5,1.0,0.31,0.0,0.0,4766.67,899.0,1200.0,2050,2639.87,16.0,16.0,Weekly,35.0,7444.14,2050.0,Full-Time Employment,12.0,0.0,0.022,1.0,5337.2333,889.0,3993.6933,165.0,MoneySpot,0.0,6538044,5.0,False,Vehicle Expenses,Green,0.0,7345.0,7444.14
0062x00000D8VZYAA3,0012x00000dd5cEAAQ,Wanguri,NT,Australia,Loan Paid,Existing Client-Granted Loan Before,0.33,36.89,2151.1767,2.0,0.0,0.0,4.0,2.0,7290.6772,2.0,26.0,0.0,3355.71,3339.38,0.0,0.05,0.0,0.0,7003.07,899.0,2400.0,2050,2641.75,8.0,15.571,Fortnightly,44.0,7370.06,3000.0,Full-Time Employment,2.0,0.0,0.0,0.0,7829.99,1365.0,4157.96,330.22,MoneySpot,0.0,4536067,0.0,False,Vehicle Expenses,Orange,27.0,7996.0,7370.06
0062x00000FtYU5AAN,0012x00000lHMQcAAO,Woree,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,60.9,1649.09,1.0,0.0,0.0,2.0,1.0,4859.6921,0.0,13.0,0.0,1028.1633,979.34,0.0,0.0,0.0,0.0,0.0,400.0,220.0,2050,2620.18,14.0,14.143,Weekly,46.0,5134.44,2050.0,Full-Time Employment,0.0,0.0,0.0879,0.0,4112.6533,321.0,2927.9966,187.16,MoneySpot,0.0,8186262,0.0,False,Other Expenses,Orange,0.0,5373.0,5134.44
0062x00000DtGPQAA3,0012x00000dc2OJAAY,Boronia Heights,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,98.36,975.8092,1.0,0.0,0.0,3.0,1.0,4151.8902,0.0,26.0,192.0,955.5041,888.49,1.0,0.0,1.0,0.0,0.0,599.0,100.0,2050,2643.28,16.0,16.143,Weekly,37.0,4156.89,2050.0,Full-Time Employment,0.0,0.0,0.0,0.0,3822.0166,647.0,887.15,165.21,MoneySpot,0.0,5299571,0.0,False,Living Expenses,Green,0.0,4069.0,4156.89
0062x00000DHW1OAAX,0012x00000Tu8h3AAB,Mooroobool,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,49.35,517.6886,1.0,0.0,0.0,5.0,1.0,3720.74,0.0,40.0,369.3452,856.28,856.28,1.0,0.1,0.0,0.0,3723.46,899.0,1715.0,2050,2693.14,20.0,20.286,Weekly,57.0,3720.74,2050.0,Full-Time Employment,0.0,0.0,0.033,0.0,3710.5466,312.0,459.6066,134.66,Financier-2,0.0,4782671,0.0,False,Living Expenses,Orange,0.0,4170.0,3720.74
0062x00000EDwUqAAL,0012x00000g8y2QAAQ,Thuringowa Central,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,62.52,139.9999,4.0,1.0,0.0,3.0,4.0,838.7665,5.0,36.0,158.8,97.9222,95.0,1.0,16.2,0.0,1.0,3233.11,400.0,400.0,2050,2682.42,4.0,16.857,Monthly,58.0,1272.1,2050.0,Full-Time Employment,5.0,0.0,0.1648,2.0,0.0,587.0,1894.6033,670.61,MoneySpot,0.0,5976705,2.0,False,Furniture or Appliances,Green,0.0,7357.0,1272.1
0062x00000FkELpAAN,0012x00000VcrfZAAR,Strathfield,NSW,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,62.03,2072.6284,2.0,0.0,0.0,4.0,2.0,7237.4492,0.0,39.0,590.9522,2639.5714,4391.0,0.0,0.58,0.0,0.0,3466.67,400.0,0.0,2050,2638.16,8.0,15.429,Fortnightly,24.0,7237.45,5000.0,Part-Time Employment,0.0,0.0,0.0989,0.0,6159.0,1258.0,2980.69,329.77,MoneySpot,,8119846,0.0,False,Travel Expenses,Orange,0.0,8282.0,7237.45
0062x00000EfFQRAA3,0012x00000iJdl3AAC,Hurstville,NSW,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.0,79.6,199.6093,1.0,1.0,0.0,3.0,1.0,7830.0786,20.0,30.0,0.0,640.5946,672.17,0.0,0.21,0.0,0.0,0.0,599.0,225.0,2050,2560.91,10.0,10.571,Weekly,22.0,8913.08,2050.0,Part-Time Employment,20.0,0.0,0.0769,5.0,3542.7866,124.0,757.82,256.1,MoneySpot,,6557160,5.0,False,Other Expenses,Orange,0.0,11738.0,8913.08
0062x00000FhTblAAF,0012x00000TJJdLAAX,North Parramatta,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,89.9,1211.9417,1.0,0.0,0.0,3.0,1.0,4880.4849,0.0,51.0,0.0,1123.1807,1117.79,1.0,0.0,0.0,0.0,6084.65,400.0,1800.0,2050,2639.95,16.0,16.0,Weekly,46.0,4880.48,2050.0,Full-Time Employment,0.0,0.0,0.1868,0.0,4867.1166,899.0,1531.37,165.0,MoneySpot,0.0,7901215,0.0,False,Travel Expenses,Orange,0.0,4898.0,4880.48
0062x00000Du15HAAR,0012x00000hXdAXAA0,Kippa-Ring,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,4.8,56.35,902.8566,1.0,0.0,2.0,1.0,1.0,5458.6703,0.0,22.0,0.0,1126.3236,157.0,1.0,0.0,0.0,0.0,0.0,599.0,320.0,2050,2639.82,16.0,16.0,Weekly,42.0,5458.67,2050.0,Full-Time Employment,0.0,0.0,0.0,0.0,4296.6533,256.0,617.9966,164.99,MoneySpot,0.0,5365363,0.0,False,Vehicle Expenses,Green,343.0,7131.0,5458.67
0062x00000EbfynAAB,0012x00000fmONnAAM,Essendon North,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,63.52,1998.5125,2.0,0.0,0.0,1.0,2.0,5540.1404,0.0,19.0,0.0,1527.23,1527.23,0.0,64.34,0.0,1.0,3200.0,400.0,300.0,2500,3274.86,13.0,25.857,Fortnightly,24.0,5966.81,5000.0,Full-Time Employment,6.0,0.0,0.1209,0.0,0.0,550.0,1647.1233,251.92,MoneySpot,0.0,6305367,0.0,False,Living Expenses,Orange,0.0,7103.0,5966.81
0062x00000ENWWXAA5,0012x00000ZucRaAAJ,Hillcrest,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,48.76,96.45,2469.817,1.0,0.0,4.0,2.0,1.0,9062.7735,6.0,83.0,562.9256,860.5915,824.19,0.0,1.01,0.0,0.0,1500.0,599.0,1600.0,2050,2726.85,24.0,23.714,Weekly,33.0,9062.77,2050.0,Full-Time Employment,6.0,0.0,0.0,0.0,8255.1133,1222.0,2281.5366,113.62,MoneySpot,-0.02,6178866,0.0,False,Medical Expenses,Orange,5772.0,11836.0,9062.77
0062x00000DHFurAAH,0012x00000Px2n9AAB,Helena Valley,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,58.05,2083.5498,4.0,0.0,0.0,3.0,4.0,10581.5399,3.0,13.0,1280.0,2668.09,2303.61,1.0,0.0,0.0,1.0,4298.67,899.0,1000.0,2050,2634.55,8.0,15.286,Fortnightly,35.0,24215.54,2050.0,Full-Time Employment,3.0,0.0,0.1209,0.0,0.0,2895.0,4736.68,329.33,QuickCash,0.01,4769397,3.0,False,Home Maintenance & Repairs,Green,0.0,32142.0,24215.54
0062x00000EDs9gAAD,0012x00000g9NcHAAU,Williams Landing,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,1.64,62.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,5725.51,1499.0,800.0,2050,2766.71,13.0,25.857,Fortnightly,38.0,60.9,2050.0,Full-Time Employment,0.0,0.0,0.0,0.0,0.0,0.0,64.1233,212.83,MoneySpot,0.0,5969410,0.0,False,Furniture or Appliances,Orange,41.0,2496.0,60.9
0062x00000GEIuzAAH,0012x00000VdkUaAAJ,Crib Point,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.17,43.95,2483.7616,2.0,0.0,2.0,4.0,2.0,5986.0881,0.0,47.0,0.0,1408.35,1588.0,0.0,1.21,0.0,0.0,3522.17,599.0,0.0,2050,2632.03,7.0,14.143,Fortnightly,41.0,6169.42,2050.0,Part-Time Employment,0.0,0.0,0.0,0.0,5511.49,1442.0,2569.07,376.01,MoneySpot,0.0,8459854,0.0,False,Medical Expenses,Orange,15.0,8457.0,6169.42
0062x00000EwTd7AAF,0012x00000lGjnmAAC,Thurgoona,NSW,Australia,Loan Paid,Existing Client-No Loan Granted Ever,0.38,54.25,5034.5332,1.0,0.0,0.0,3.0,1.0,8987.2782,4.0,68.0,1245.2545,2037.6208,2688.72,1.0,0.0,0.0,0.0,1498.0,400.0,1200.0,2050,2761.35,26.0,26.143,Weekly,39.0,8994.28,2050.0,Full-Time Employment,4.0,0.0,0.011,0.0,8150.4833,786.0,4866.7133,106.21,MoneySpot,0.0,6590776,1.0,False,Living Expenses,Orange,40.0,10380.0,8994.28
0062x00000Dr2s9AAB,0012x00000e07l5AAA,Springvale,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,10.82,558.8933,1.0,0.0,0.0,2.0,1.0,4680.7691,1.0,15.0,0.0,1077.2183,1131.15,0.0,3.21,0.0,1.0,4824.71,400.0,350.0,2050,2636.32,16.0,15.857,Weekly,27.0,5477.88,5000.0,Full-Time Employment,1.0,0.0,0.8462,1.0,0.0,0.0,558.8933,164.78,MoneySpot,-0.05,5142787,0.0,False,Furniture or Appliances,Green,0.0,15558.0,5477.88
0062x00000ELvuzAAD,0012x00000OKCabAAH,Upper Coomera,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,1.6,11.49,2597.1272,3.0,0.0,4.0,4.0,3.0,11849.5232,0.0,18.0,0.0,4217.2833,4217.63,0.0,0.84,0.0,1.0,3486.17,1499.0,1225.0,2050,2677.67,5.0,18.857,Monthly,66.0,11849.52,2050.0,Full-Time Employment,0.0,0.0,0.0,0.0,172.1666,0.0,2571.0166,535.54,MoneySpot,0.0,6071111,0.0,False,Living Expenses,Orange,196.0,12201.0,11849.52
0062x00000GFg7rAAD,0012x00000khIFnAAM,Mount Richon,WA,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.0,44.09,2058.2035,1.0,0.0,0.0,2.0,1.0,4362.1958,2.0,21.0,1587.4411,860.4842,1014.7,1.0,4.66,0.0,0.0,955.0,599.0,820.0,2050,2606.57,14.0,14.571,Weekly,67.0,4362.2,2050.0,Full-Time Employment,2.0,0.0,0.044,0.0,4015.5933,1879.0,2042.32,186.19,MoneySpot,,8575820,0.0,False,Home Maintenance & Repairs,Orange,0.0,4016.0,4362.2
0062x00000FUhvAAAT,0012x00000gqSbgAAE,Veradilla,QLD,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.25,32.55,3069.6255,2.0,0.0,0.0,3.0,2.0,9137.1068,8.0,43.0,926.3179,2513.76,2223.05,0.0,0.0,0.0,0.0,0.0,599.0,787.13,2050,2621.33,8.0,14.714,Fortnightly,50.0,8915.77,3000.0,Full-Time Employment,8.0,0.0,0.1099,2.0,5027.52,853.0,2825.74,327.67,MoneySpot,,7531935,0.0,False,Home Maintenance & Repairs,Orange,27.0,10512.0,8915.77
0062x00000ENGm4AAH,0010K00001zViWEQA0,Thomastown,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,16.94,67.5,1025.4047,2.0,0.0,2.0,2.0,2.0,5037.9259,5.0,25.0,0.0,1895.98,2168.26,1.0,0.0,0.0,0.0,2600.0,899.0,1521.0,2050,2888.26,18.0,35.857,Fortnightly,32.0,5037.93,2050.0,Unemployed,175.0,0.0,0.1319,69.0,4594.6966,769.0,1130.9033,160.47,MoneySpot,0.0,6162711,5.0,False,Living Expenses,Orange,947.0,5590.0,5037.93
0062x00000ENntZAAT,0012x00000SGDQ3AAP,Mount Morgan,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,60.62,3330.4194,4.0,0.0,0.0,2.0,4.0,8980.9233,13.0,46.0,199.1566,3146.9587,3517.69,2.0,4.49,0.0,0.0,4628.32,1499.0,1120.0,2050,2728.73,12.0,23.286,Fortnightly,42.0,9447.59,2050.0,Full-Time Employment,13.0,0.0,0.011,0.0,8391.89,962.0,4301.1333,227.4,MoneySpot,0.0,6205872,0.0,False,Vehicle Expenses,Orange,0.0,10773.0,9447.59
