id,StageName,Opportunity_Origin__c,DNB_Scoring_Rate__c,Current_Balance__c,Applicant_Type__c,Opp_number__C,Multiple_Lenders_Hardship__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,DP_Monthly_avg_of_SACC_repayments__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_Primary_income_last_pay_date__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Last_pay_date_for_largest_inc_src_302__c,Largest_income_source_day_of_week__c,Next_pay_date_for_largest_income_source__c,Frequency_for_largest_income_source__c,Primary_regular_benefit_last_pay_date__c,loan_dishonours__c,Primary_regular_benefit_monthly_amount__c,Courts_and_Fines_transactions__c,Total_monthly_income_ongoin_Reg_231__c,DP_Total_Monthly_Benefit_Income__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,DP_Budget_Management_Services__c,Hardship_Indicator_Gambling__c,DP_Monthly_rent_amount_236__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,Deposits_since_last_SACC_dishonour__c,SACC_commitments_due_next_month__c,Total_monthly_credits__c,agency_collection_providers__c,Collection_agency_transactions__c,Average_monthly_amount_of_Courts_and_Fin__c,Courts_and_Fines_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Deposits_since_last_dishonour__c,Income_source_is_other_income_549__c,Bank_Report_Gov_Benefit__c,Income_source_is_a_government_benefit__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Summary_Total__c,Loan_Amount__c,Total_Repayment_Amount__c,Salary_Gov_Allowances_all_types_2117__c,Dishonours_For_Last_30_Days_DP907__c,DP_Days_in_Overdrawn_For_Period__c,Dishonours_203__c
0062x00000DZSEuAAP,Closed Lost,QuickCash,,,New Client-New Loan,5093859,15.82,0,89.79,539,637.1459,1,18-04-2023,0,0,18-04-2023,2,25-04-2023,1,,0,0,0,4817.3761,0,0,34,0,0,0,991.942,993.2815,198.51,13,18.14,5006,0,0,0,0,0,0,13,0,0,0,0,0,0,0,500,640,3374.3966,0,0.033,1
0062x00000DZQsUAAX,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,5092889,8.48,53.46,94.8,147,0,4,13-04-2023,0,2,06-04-2023,5,20-04-2023,2,06-04-2023,8,1730.4041,0,2521.0706,2158,8,8,0,0,0,0,796.46,886.2,3,0,4036,0,0,0,0,0,0,3,0,1,1,0,2000,800,-2800,500,640,5814.3733,0,0.3407,6
0062x00000DZR0xAAH,Closed Lost,Financier-2,,,New Client-New Loan,5092985,29.21,63.19,72.95,0,498.0966,1,12-04-2023,0,4,02-04-2023,7,,4,02-04-2023,0,1705.6666,0,2213.4197,2258,0,0,0,0,0,0,731,832.64,4,0,3573,0,0,0,0,0,0,4,0,1,1,2600,400,500,1700,500,640,1757.7933,0,0,0
0062x00000DZR4GAAX,Closed Lost,Financier-2,,,New Client-New Loan,5093021,10.79,77.32,86.74,86,73.6633,1,14-04-2023,0,2,31-03-2023,5,14-04-2023,2,31-03-2023,0,1517.8677,0,1835.3943,1637,0,2,0,0,0,280.7893,698.635,714.81,12,130.41,2117,0,0,0,0,0,0,12,0,1,1,1516.67,400,195,921.67,500,640,0,0,0,0
0062x00000DZRldAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5093539,0,0,62.83,0,0,0,,0,0,,0,,0,,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,0,0,0,0,400,660,-1060,500,640,5813.28,0,0,0
0062x00000DZSKsAAP,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,5093933,70.01,8.89,82.54,432,1355.0923,2,11-04-2023,1,0,11-04-2023,2,25-04-2023,2,,6,0,0,3621.2106,496,4,13,0,0,0,268.8801,1666.75,1746.61,0,4.82,5579,0,0,0,0,0,0,0,1,0,0,5841.33,599,1660,3582.33,500,640,1172.1,1,0.0659,3
0062x00000DZScDAAX,Closed Lost,MoneySpot,,,New Client-New Loan,5094137,0,46.32,76.28,0,0,4,15-04-2023,0,4,17-04-2023,1,,4,17-04-2023,0,818.6166,0,1520.8065,819,0,0,0,2.08,0,0,306.9812,108.85,16,0,1768,0,0,0,0,0.96,0,16,0,1,1,866.67,400,0,466.67,500,640,4090.7166,0,0.0769,0
0062x00000C8VrJAAV,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,3739772,59.63,0,81.11,138,106.2306,4,28-09-2022,0,0,28-09-2022,3,,4,,0,0,0,655.4333,0,0,4,0,47.26,0,160,127.6,30,10,2.04,6132,1,14,0,0,3.28,0,10,1,0,,187.5,899,770,-1481.5,500,640,5092.9066,1,0.9231,1
0062x00000DZSK6AAP,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094269,37.15,0,1.63,967,1486.3232,1,18-04-2023,0,0,18-04-2023,2,25-04-2023,1,,0,0,0,4155.379,0,2,43,0,8.33,0,399.7366,1092.9216,1006.84,12,0.41,96905,0,0,0,0,0.36,0,1,0,0,0,4766.67,400,2680,1686.67,500,640,2209.8,1,0.0879,3
0062x00000DZSVmAAP,Closed Lost,Financier-2,,,New Client-New Loan,5094150,1.15,24.44,47.11,31,0,4,17-04-2023,0,4,17-04-2023,1,,4,17-04-2023,0,1680.7766,0,6870.3132,1681,0,0,0,2.33,0,407.1265,104.1103,30,78,24.53,6877,0,0,0,0,0.92,0,78,1,0,0,1512.33,400,0,1112.33,500,640,3375.1833,0,0.011,0
0062x00000DZRZDAA5,Closed Lost,Financier-2,,,New Client-New Loan,5093379,0,91.42,78.97,0,0,0,,0,0,,0,,0,,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,1126.67,400,100,626.67,500,640,1813.05,0,0.0659,0
0062x00000DZSspAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094312,44.2,0,35,0,103.9155,3,03-04-2023,1,0,03-04-2023,1,,3,,5,0,0,1849.9266,0,1,21,0,0,0,0,1849.9266,1870.11,3,0,1931,3,10,0,0,0,0,0,1,0,0,866.67,400,100,366.67,500,640,1986.97,0,0,0
0062x00000DZStdAAH,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,5094323,10.13,74.09,85.16,70,0,0,,2,2,14-04-2023,5,28-04-2023,2,14-04-2023,5,1545.6442,0,3455.129,3450,5,7,0,0.65,0,92.4,711.42,947.9,0,1.98,4656,0,0,0,0,0.21,0,0,0,1,1,0,899,100,-999,500,640,0,0,0,0
0062x00000DZSwmAAH,Closed Lost,QuickCash,,,New Client-New Loan,5094354,165.06,2.69,76.25,0,0,1,14-04-2023,0,2,14-04-2023,5,21-04-2023,1,04-04-2023,0,263.5817,0,3385.7173,121,0,0,0,6.11,0,0,697.1283,264.57,6,0,4490,0,0,0,0,4.12,0,6,0,0,0,0,0,800,-800,500,640,3565.9233,0,0.4615,0
0062x00000DZSwrAAH,Closed Lost,Financier-2,,,New Client-New Loan,5094355,14.25,93.15,97.82,369,323.5025,1,18-04-2023,0,1,18-04-2023,2,25-04-2023,1,18-04-2023,0,2591.5112,0,2775.0812,2982,0,9,0,0,0,394.8735,596.4026,952.4,14,12.34,3201,0,0,0,0,0,0,14,0,1,1,2166.67,400,1,1765.67,500,640,3483.0933,0,0,0
0062x00000DZT5jAAH,Closed Lost,QuickCash,,,New Client-New Loan,5094444,0,32.66,81.84,0,0,4,17-04-2023,0,0,17-04-2023,1,,4,,0,0,0,355.2333,886,0,0,0,0,0,0,59.2055,16.42,18,0,2712,0,0,0,0,0,0,18,1,0,0,0,0,0,0,500,640,5504.0466,0,0,0
0062x00000DZSrnAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094459,0,0,34.7,0,0,4,04-04-2023,0,0,04-04-2023,2,,4,,0,0,0,547.6666,0,1,2,0,1196.33,0,0,326.6666,180,3,0,4454,0,0,0,0,87.74,0,1,1,0,0,1800,0,360,1440,500,640,2649.9966,0,0.2308,0
0062x00000DZSeYAAX,Closed Lost,Financier-2,,,New Client-New Loan,5094164,110.93,42.36,87.68,814,1991.2071,2,17-04-2023,2,2,17-04-2023,4,01-05-2023,2,18-04-2023,19,1431.9953,0,5904.4204,3179,19,43,0,0,0,862.8832,991.9142,117,1,11.5,7504,0,0,0,0,0,0,1,0,0,0,3683.33,400,840,2443.33,500,640,1286.6033,0,0.011,1
0062x00000DZ6b8AAD,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5073320,33.83,0,56.67,0,774.9502,1,11-04-2023,0,0,11-04-2023,2,18-04-2023,1,,3,0,0,5079.1025,0,6,32,0,0,0,0,1084.5061,988.89,13,0,5247,0,0,0,0,0,0,3,0,0,0,3640,400,200,3040,500,640,2972.1733,3,0.2198,7
0062x00000DZT8EAAX,Closed Lost,Financier-2,,,New Client-New Loan,5094476,3.56,71.85,60.83,0,0,4,18-04-2023,1,2,06-04-2023,6,20-04-2023,2,06-04-2023,3,1917.7069,0,4140.6118,3097,3,3,0,2.92,0,0,882.6716,945.4,38,0,4310,0,0,0,0,1.3,0,6,0,1,1,2383.33,400,550,1433.33,500,640,1641.5833,0,0.2857,3
0062x00000DZTDsAAP,Closed Lost,QuickCash,,,New Client-New Loan,5094536,0.91,0,93.78,0,0,2,06-04-2023,0,0,06-04-2023,4,20-04-2023,2,,0,0,0,1175.6353,0,2,4,1,0,0,0,540.2466,637.93,6,0,1854,0,0,0,0,0,0,1,1,0,0,0,0,240,-240,500,640,4181.5366,0,0.011,0
0062x00000DZTEMAA5,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5094542,0,69.69,64.88,0,0,0,,0,0,,0,,0,,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,100,899,150,-949,500,640,114.6666,0,0.022,0
0062x00000DZTDEAA5,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5094531,52.62,0,56.74,0,2395.8958,1,18-04-2023,0,0,18-04-2023,2,25-04-2023,1,,44,0,0,4037.834,0,22,21,1,6.2,0,0,891.4707,372,13,0,6003,0,0,0,0,4,0,1,0,0,0,903,2000,600,-1697,500,640,5070.11,0,0,0
0062x00000DZT3tAAH,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5094550,0,25.73,57.43,0,0,4,17-04-2023,0,0,17-04-2023,1,,4,,0,0,0,195.5766,631,0,0,0,0,0,256,65.1922,51,9,20.23,2452,0,0,0,0,0,1,9,1,0,0,0,0,100,-100,500,640,3236.2766,0,0,0
0062x00000DZT7aAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094466,27.16,0,67.29,0,928.3857,2,05-04-2023,0,0,05-04-2023,3,19-04-2023,2,,0,0,0,5214.4648,0,0,0,0,4.3,0,0,1778.7133,2105.24,6,0,11312,0,0,0,0,1.47,0,6,0,0,0,0,400,400,-800,500,640,1860.6366,0,0.0549,0
0062x00000DZT8nAAH,Closed Lost,MoneySpot,,,New Client-New Loan,5094479,0,21.01,80.93,0,0,2,06-04-2023,0,4,06-04-2023,5,20-04-2023,2,29-03-2023,0,975.83,0,3767.9124,1042,0,0,0,6.37,0,0,1142.165,1194.86,4,0,4958,0,0,0,0,3.19,0,4,0,0,0,3250,400,1,2849,500,640,1158.25,2,0.2418,4
0062x00000DZTAoAAP,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094502,36.5,0,29.68,468,2362.2379,2,12-04-2023,1,0,12-04-2023,3,26-04-2023,2,,7,0,0,6396.8487,0,7,0,0,0.11,0,0,2848.5666,2558.77,6,0,6038,1,7,0,0,0.12,0,0,1,0,0,0,899,0,-899,500,640,3008.7766,2,0.1429,14
0062x00000DZTH1AAP,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5094572,2.05,32.41,98.91,0,34.6666,4,19-04-2023,0,1,19-04-2023,3,,4,17-04-2023,0,2104.9789,0,6566.8173,2261,0,0,0,1.8,0,0,84.2186,150,95,0,6975,0,0,0,0,0.69,0,95,1,0,0,2426.67,400,100,1926.67,500,640,0,0,0.4505,1
0062x00000DZTLXAA5,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,5094621,0,80.59,97.38,0,0,1,11-04-2023,0,2,13-04-2023,4,27-04-2023,2,13-04-2023,0,1925.454,0,2095.454,2068,0,0,0,0,0,0,886.2371,820.6,11,0,2566,0,0,0,0,0,0,11,0,1,1,0,2000,1235,-3235,500,640,3344.05,0,0,0
0062x00000DZTJRAA5,Closed Lost,Financier-2,,,New Client-New Loan,5094596,20.83,43.88,79.95,0,273.0366,4,19-04-2023,0,2,19-04-2023,3,,4,13-04-2023,0,1442.0055,0,3196.6388,1549,0,0,0,0,0,0,88.4017,33,57,0,3530,0,0,0,0,0,0,57,1,0,0,1471.38,400,560,511.38,500,640,9485.4566,0,0.011,0
0062x00000DZQe8AAH,Closed Lost,QuickCash,,,New Client-New Loan,5092722,17.61,0,28.19,785,1185.4158,2,12-04-2023,0,0,12-04-2023,3,26-04-2023,2,,0,0,0,6911.8103,0,0,21,0,0,0,992.2624,3181.3266,3202.89,6,11.3,8779,0,0,0,0,0,0,6,0,0,0,0,0,0,0,500,640,0,0,0,0
0062x00000DZTKVAA5,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094710,0,0,66.09,124,348.4563,0,,1,0,,0,,0,,4,0,0,0,0,0,20,0,0,0,384,0,0,1,9.71,3955,0,0,0,0,0.4,0,1,0,0,0,1271.83,400,800,71.83,500,640,6507.47,0,0.956,2
0062x00000DZTZeAAP,Closed Lost,Financier-2,,,Existing Client-Granted Loan Before,5094744,8.53,0,75.47,0,558.186,1,12-04-2023,2,0,12-04-2023,3,19-04-2023,1,,7,0,7,3241.203,0,7,18,0,5.55,0,0,745.9208,778.05,12,0,4242,0,0,35,1,4.24,0,0,0,0,0,0,400,600,-1000,500,640,8537.5566,0,0.0989,0
0062x00000DZTi2AAH,Closed Lost,Financier-2,,,New Client-New Loan,5094827,189.19,37.82,77.92,0,40,4,17-04-2023,0,0,17-04-2023,1,,4,,1,0,0,607.0298,2830,1,19,1,3102.79,0,0,100.4,102,5,0,7482,0,0,0,0,69.39,0,5,0,0,0,1336.83,400,0,936.83,500,640,0,0,0.033,1
0062x00000DZTmiAAH,Closed Lost,QuickCash,,,New Client-New Loan,5094864,5.61,81.05,93.26,100,217.2601,4,14-04-2023,0,1,17-04-2023,1,24-04-2023,1,17-04-2023,2,1782.0242,0,3500.8516,3302,4,0,0,0,0,217.2619,410.11,239.6,1,5.33,4074,0,0,0,0,0,0,1,0,1,1,3449.33,400,185,2864.33,500,640,1779.0266,0,0,0
0062x00000DZTnvAAH,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,5094874,19.59,62.91,68.84,170,254.6717,4,08-04-2023,2,2,06-04-2023,4,20-04-2023,2,06-04-2023,3,1404.7646,0,1633.1646,1293,3,10,0,0,0,170,646.5766,684.2,0,8.27,2055,0,0,0,0,0,0,0,0,1,1,1449.5,400,0,1049.5,500,640,0,1,0.0549,1
0062x00000DZQv5AAH,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5092995,21.27,50.54,97.03,410,573.2381,4,04-04-2023,1,2,05-04-2023,4,19-04-2023,2,05-04-2023,6,1928.2493,0,3631.4667,2396,6,6,0,3.89,0,0,887.5233,909.4,0,0,4740,0,0,0,0,1.58,0,0,0,1,1,2816.67,899,0,1917.67,500,640,4526.2433,1,0,2
0062x00000DZTf3AAH,Closed Lost,QuickCash,,,New Client-New Loan,5094798,0,0,100,0,0,0,,0,0,,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,917,0,0,67,1,0,0,0,0,0,0,1083.33,400,50,633.33,500,640,2287.6,0,0.5824,0
0062x00000DZTuXAAX,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5094936,0,1.75,20.29,0,1064,0,,0,0,,0,,0,,0,0,0,0,75,1,9,0,0,0,320,0,0,0,14.48,4282,0,0,0,0,0,1,0,0,0,0,4615,400,1020,3195,500,640,5270.29,0,0.6154,3
0062x00000DZTFeAAP,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5094555,171.02,100,87.96,998,422.965,0,,0,2,18-04-2023,2,02-05-2023,2,18-04-2023,1,636.417,0,1172.3099,1259,1,19,0,0,0,929.4682,292.9271,325.1,0,73.83,1259,0,0,0,0,0,0,0,0,1,1,0,400,350,-750,500,640,2028.89,0,0,0
0062x00000DZTKKAA5,Closed Lost,Financier-2,,,Existing Client-Granted Loan Before,5094606,7.64,100,98.19,112,66.9166,0,,0,4,05-04-2023,3,,4,05-04-2023,5,1460.76,0,1460.76,1461,8,12,0,0,0,66.9167,626.04,516.9,0,4.58,1461,0,0,0,0,0,0,0,0,1,1,3250,400,200,2650,500,640,3447.91,0,0,0
0062x00000DZTAtAAP,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094503,35.14,0,73.27,0,927.4097,1,12-04-2023,1,0,12-04-2023,3,19-04-2023,1,,2,0,0,5431.9691,0,1,33,0,1.28,0,0,1200.2341,1117.01,12,0,5740,0,0,0,0,1.17,0,11,0,0,0,0,0,0,0,500,640,1695.59,1,0.1099,5
0062x00000DZTD9AAP,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094530,44.56,0,43.33,1238,6171.8404,1,13-04-2023,0,0,13-04-2023,4,20-04-2023,1,,0,0,13,15825.7186,0,0,9,0,0,0,0,3642.0838,3166.2,13,3.13,25276,1,14,286,1,0,0,13,1,0,0,8666.67,1499,500,6667.67,500,640,3620.49,0,0.0549,0
0062x00000DZTYCAA5,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5094734,7.64,84.53,94.43,154,200.75,3,17-04-2023,0,4,13-04-2023,4,,4,13-04-2023,0,2189.9866,0,2234.4866,2280,0,5,0,0,0,320,821.245,886.5,4,22.99,2697,0,0,0,0,0,0,4,0,1,1,1191.67,400,75,716.67,500,640,2264.56,5,0.4945,31
0062x00000DZU72AAH,Closed Lost,QuickCash,,,New Client-New Loan,5095042,72.73,0,94.63,0,130.1599,4,17-03-2023,1,0,17-03-2023,5,,4,,2,0,0,1485.7833,0,2,2,0,0,0,0,761.7833,848.4,3,0,4443,1,1,0,0,0,0,2,0,0,0,3757,1500,640,1617,500,640,3713.3333,0,0,0
0062x00000DZTMaAAP,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5094632,0,0,99.27,684,3101.0797,0,,5,0,,0,,0,,26,0,0,0,0,40,56,0,0,0,0,0,0,0,0,2285,1,6,0,0,1.84,0,0,0,0,0,2100,2000,600,-500,500,640,1138.4966,0,0,0
0062x00000DZUDPAA5,Closed Lost,Financier-2,,,New Client-New Loan,5095088,6.69,87.11,54.28,0,84.2466,0,,0,2,18-04-2023,2,02-05-2023,2,18-04-2023,0,1259.3351,0,1259.3351,1352,0,0,0,0,0,0,579.64,577,0,0,1552,0,0,0,0,0,0,0,0,1,1,1191.67,400,580,211.67,500,640,2482.62,0,0.1429,0
0062x00000DZTUoAAP,Closed Lost,QuickCash,,,New Client-New Loan,5094705,8.61,17.25,41.33,251,254.6602,1,13-04-2023,0,1,13-04-2023,4,20-04-2023,1,05-04-2023,0,846.18,0,4423.6818,846,0,14,0,0,0,43.4524,823.3161,604.11,13,0.89,4903,0,0,0,0,0,0,13,0,0,0,0,0,200,-200,500,640,1859.4766,0,0.033,0
0062x00000DZUFQAA5,Closed Lost,Financier-2,,,New Client-New Loan,5095107,194.32,0,92.21,0,541.7969,4,03-04-2023,0,0,03-04-2023,1,,4,,1,0,0,1309.9999,0,1,6,0,0,0,0,256.6666,10,3,0,1802,0,0,0,0,0,0,1,1,0,0,1950,400,150,1400,500,640,6721.3366,0,0.022,4
0062x00000DZUFfAAP,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5095109,0,0,81.42,0,0,4,27-03-2023,0,0,27-03-2023,1,,4,,0,0,0,116.6666,0,0,0,0,57.43,0,0,87.5,30,4,0,20104,0,0,0,0,0.33,0,4,1,0,0,173333.33,400,0,172933.33,500,640,1308.79,0,0.1209,1
0062x00000DZTvLAAX,Closed Lost,QuickCash,,,New Client-New Loan,5094941,29.43,0,63,330,448.695,1,18-04-2023,0,0,18-04-2023,2,25-04-2023,1,,0,0,0,3657.7943,0,1,42,0,0,0,717.196,744.83,855.57,13,11.72,6119,1,11,0,0,0,0,11,0,0,0,0,0,560,-560,500,640,2493.0566,0,0.1319,0
0062x00000DZUBiAAP,Closed Lost,Financier-2,,,New Client-New Loan,5095074,41.55,28.88,43.81,857,526.4855,2,29-03-2023,0,1,13-04-2023,4,20-04-2023,1,13-04-2023,2,2509.5952,6,2722.9285,2695,2,31,0,0,0,563.5412,577.5507,1039,4,6.04,9329,2,7,86,1,0,0,4,0,1,1,0,1500,0,-1500,500,640,6114.0833,0,0.1868,0
0062x00000DZTXYAA5,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094729,1.42,0,51.67,0,0,1,19-04-2023,0,0,19-04-2023,3,26-04-2023,1,,3,0,0,3082.6835,0,3,15,0,0.19,0,0,709.44,709.44,10,0,4832,2,16,0,0,0.12,0,10,1,0,0,0,400,0,-400,500,640,2007.5,0,0.1538,0
0062x00000DZUXOAA5,Closed Lost,Financier-2,,,New Client-New Loan,5095308,0,96.59,100,0,0,0,,0,4,07-04-2023,5,,4,07-04-2023,0,1371.5466,0,2383.7732,2354,0,0,0,0,0,0,587.8057,600.6,0,0,2437,0,0,0,0,0,0,0,0,1,1,2067,400,1200,467,500,640,3349.5833,0,0.0989,0
0062x00000DZUGYAA5,Closed Lost,Financier-2,,,New Client-New Loan,5095117,90.49,64.35,99.75,0,725.4399,4,14-04-2023,1,4,06-04-2023,4,,4,06-04-2023,2,2307.3933,0,2326.4033,2307,2,9,0,0,0,0,865.2725,951.7,7,0,3585,0,0,0,0,0,0,7,0,1,1,2058.33,400,0,1658.33,500,640,6960.9266,0,0,0
0062x00000DZURGAA5,Closed Lost,QuickCash,,,New Client-New Loan,5095236,0,0,92.55,0,0,2,19-04-2023,0,0,19-04-2023,3,03-05-2023,2,,0,0,0,1495.0228,0,0,0,0,0,0,0,358.2571,367.34,7,0,5314,0,0,0,0,0,0,7,0,0,0,1625,400,0,1225,500,640,2059.0666,0,0.0549,0
0062x00000DZUdRAAX,Closed Lost,QuickCash,,,New Client-New Loan,5095373,5.77,50.67,98.37,0,64.7066,4,19-04-2023,0,2,14-04-2023,5,28-04-2023,2,14-04-2023,2,1466.792,0,1970.1251,1575,2,4,0,0,0,0,675.1271,689.1,9,0,3108,0,0,0,0,0,0,1,0,1,1,2600,400,250,1950,500,640,2585.94,0,0.011,0
0062x00000DZUXsAAP,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5095316,3.32,0,98.56,7,0,4,18-04-2023,0,0,18-04-2023,2,,4,,0,0,0,3268.118,0,0,3,0,0.51,0,0,254.2857,200,21,0,37528,0,0,0,0,0.02,0,21,1,0,0,2253.33,599,600,1054.33,500,640,2655.6933,0,0.033,6
0062x00000DZUgGAAX,Closed Lost,Financier-2,,,New Client-New Loan,5095414,0,70.24,78.63,0,0,2,11-04-2023,0,2,06-04-2023,1,20-04-2023,2,06-04-2023,0,1327.3687,0,1823.0353,1355,0,0,0,0,0,0,610.9533,463.4,5,0,1929,0,0,0,0,0,0,5,0,1,1,1430,400,500,530,500,640,2513.78,0,0.011,0
0062x00000DZUY8AAP,Closed Lost,QuickCash,,,New Client-New Loan,5095398,0,36.45,98.14,0,0,4,19-04-2023,0,2,16-04-2023,7,30-04-2023,2,16-04-2023,0,861.844,0,1121.8672,926,0,0,0,1.62,0,0,396.6857,382.4,4,0,2540,0,0,0,0,0.55,0,4,0,1,1,4.33,400,400,-795.67,500,640,987.0366,1,0.2857,1
0062x00000DZURBAA5,Closed Lost,QuickCash,,,New Client-New Loan,5095235,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6667,0,0,0,0,29.11,0,0,0,0,0,1733.33,400,2.3,1331.03,500,640,3386.4233,0,0,0
0062x00000DZTfhAAH,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,5094803,4.65,76.2,36.16,0,0,1,11-04-2023,0,2,28-03-2023,2,11-04-2023,2,28-03-2023,0,1664.1384,0,1972.9517,1576,0,0,0,1.14,0,0,765.96,918.1,5,0,2068,0,0,0,0,0.92,0,5,0,1,1,3250,400,300,2550,500,640,1450.18,0,0.9341,1
0062x00000DZRPOAA5,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,5093277,0,25.69,95.94,0,0,4,11-04-2023,0,2,06-04-2023,5,20-04-2023,2,06-04-2023,0,2225.3837,0,3417.8169,2569,0,0,0,0,0,0,1024.2866,1130.8,10,0,9998,0,0,0,0,0,0,10,0,1,1,2223,1500,800,-77,500,640,5949.9133,2,0.033,3
0062x00000DZU5VAAX,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5095027,0,0,25.54,0,0,1,13-04-2023,0,0,13-04-2023,4,20-04-2023,1,,0,0,2,8110.6257,0,0,2,0,9.45,0,0,1812.6263,1511.54,11,0,7472,0,0,40,1,9.96,0,11,0,0,0,1550,2000,530,-980,500,640,2208.0866,0,0.011,1
0062x00000DZV2MAAX,Closed Lost,Financier-2,,,New Client-New Loan,5095727,0,11.4,67.78,0,0,4,01-04-2023,0,0,01-04-2023,6,,4,,0,0,0,1264.9999,300,0,0,0,0,0,0,280,850,4,0,2630,0,0,0,0,0,0,4,1,0,0,2.17,400,400,-797.83,500,640,1066.6666,1,0.3187,2
0062x00000DZUzdAAH,Closed Lost,Financier-2,,,New Client-New Loan,5095762,8.71,88.77,9.34,0,0,0,,0,2,11-04-2023,2,25-04-2023,2,11-04-2023,0,765.1373,0,765.1373,704,4,5,0,0,0,0,352.1733,361.35,0,0,793,0,0,0,0,0,0,0,0,1,1,736.67,400,100,236.67,500,640,1505.59,0,0.2418,0
0062x00000DZV7lAAH,Closed Lost,QuickCash,,,New Client-New Loan,5095815,0,49.3,86.78,0,0,2,24-03-2023,0,4,16-04-2023,7,,4,16-04-2023,0,1348.96,0,1622.2933,1416,0,0,0,0,0,0,449.6533,649.74,5,0,2872,0,0,0,0,0,0,5,0,1,1,1408.33,400,150,858.33,500,640,0,9,0,22
0062x00000DZVBJAA5,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5095882,0,58.85,98.45,0,0,0,,0,2,14-04-2023,5,28-04-2023,2,14-04-2023,0,1292.909,0,1292.909,1389,0,0,0,0,0,0,595.0928,613.3,0,0,2360,0,0,0,0,0,0,0,0,1,1,1256.67,400,0,856.67,500,640,1986.0166,1,0.0549,17
0062x00000DZVAuAAP,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,5095870,0,26.73,81.41,0,0,4,13-04-2023,0,4,13-04-2023,4,,4,06-04-2023,0,2550.98,0,6817.6866,2551,0,0,0,1.29,0,0,1187.5,500,8,0,9541,0,0,0,0,0.43,0,8,1,0,0,0,899,200,-1099,500,640,5350.2133,19,0,47
0062x00000DZUsIAAX,Closed Lost,Financier-2,,,New Client-New Loan,5095930,0,24.1,71.19,0,0,2,12-04-2023,0,2,18-04-2023,2,02-05-2023,2,18-04-2023,0,602.031,3,785.4643,277,0,0,0,1.66,0,0,277.1,228.72,6,0,1149,0,0,20,1,0.87,0,6,0,1,1,2383.33,400,900,1083.33,500,640,4042.9666,0,0,0
