id,StageName,Opportunity_Origin__c,DNB_Scoring_Rate__c,Current_Balance__c,Applicant_Type__c,Opp_number__C,Multiple_Lenders_Hardship__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,DP_Monthly_avg_of_SACC_repayments__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_Primary_income_last_pay_date__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Last_pay_date_for_largest_inc_src_302__c,Largest_income_source_day_of_week__c,Next_pay_date_for_largest_income_source__c,Frequency_for_largest_income_source__c,Primary_regular_benefit_last_pay_date__c,loan_dishonours__c,Primary_regular_benefit_monthly_amount__c,Courts_and_Fines_transactions__c,Total_monthly_income_ongoin_Reg_231__c,DP_Total_Monthly_Benefit_Income__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,DP_Budget_Management_Services__c,Hardship_Indicator_Gambling__c,DP_Monthly_rent_amount_236__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,Deposits_since_last_SACC_dishonour__c,SACC_commitments_due_next_month__c,Total_monthly_credits__c,agency_collection_providers__c,Collection_agency_transactions__c,Average_monthly_amount_of_Courts_and_Fin__c,Courts_and_Fines_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Deposits_since_last_dishonour__c,Income_source_is_other_income_549__c,Bank_Report_Gov_Benefit__c,Income_source_is_a_government_benefit__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Summary_Total__c,Loan_Amount__c,Total_Repayment_Amount__c,Salary_Gov_Allowances_all_types_2117__c,Dishonours_For_Last_30_Days_DP907__c,DP_Days_in_Overdrawn_For_Period__c,Dishonours_203__c
0062x00000EcUmCAAV,Closed Lost,Financier-2,,,Existing Client-Granted Loan Before,6360602,20.98,73.98,50.66,250,295.4735,4,29-08-2023,0,2,18-08-2023,5,01-09-2023,2,18-08-2023,0,1538.6118,0,2035.9451,1416,0,11,0,0,0,152.0833,708.1833,705.4,29,7.95,1914,0,0,0,0,0,0,29,0,1,1,0,400,100,-500,500,600,2880.14,0,0.5275,0
0062x00000EcYH7AAN,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,6363396,43.17,65.02,98.81,244,598.0531,1,21-08-2023,2,4,15-08-2023,2,,4,15-08-2023,13,1398.83,0,4509.528,3228,6,6,0,1.57,0,265.3709,524.5612,362.46,13,5.35,4964,0,0,0,0,0.44,0,5,0,1,1,1291.33,400,1000,-108.67,500,600,3417.2166,11,0.9231,12
0062x000009SYMnAAO,Closed Lost,QuickCash,,,New Client-New Loan,2126537,4.52,52.62,42.33,0,114.44,4,13-08-2021,0,1,13-08-2021,5,20-08-2021,1,13-08-2021,0,2529.3982,0,7415.4948,5253,0,0,0,0,0,0,498.95,131.9,21,0,9982,0,0,0,0,0,0,21,0,1,,0,899,0,-899,500,600,1368.16,0,0,0
0062x000009SYQzAAO,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,2126581,12.9,97.6,84.8,208,285.3074,0,,1,2,10-08-2021,2,24-08-2021,2,10-08-2021,3,1616.2291,0,1616.2291,1917,3,14,0,0,0,570.7546,743.9083,688.35,0,16.03,1964,0,0,0,0,0,0,0,0,1,,1473.33,400,400,673.33,500,600,0,4,0,7
0062x000009SZfRAAW,Closed Lost,QuickCash,,,New Client-New Loan,2127252,0,0,57.05,0,0,0,,0,0,,0,,0,,0,0,0,4625.4366,0,0,0,0,0,0,0,0,0,0,0,6824,0,0,0,0,0,0,0,0,0,,0,899,900,-1799,500,600,1778.9233,0,0,0
0062x000009Se1PAAS,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,2129048,0,95.14,92.86,0,0,0,,0,2,04-08-2021,1,18-08-2021,2,04-08-2021,0,1312.986,0,2461.6226,3629,1,7,0,9.52,0,0,604.3333,500,0,0,3814,0,0,0,0,3.28,0,0,0,1,,0,2000,1000,-3000,500,600,5128.41,4,0.3077,12
0062x00000EcXUAAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6362697,3.75,67.55,99,76,64.7418,4,29-08-2023,2,2,16-08-2023,3,30-08-2023,2,16-08-2023,8,2031.3253,0,4291.2917,3001,16,8,0,0,0,0,934.9666,929.4,2,1.46,4442,0,0,0,0,0,0,2,0,1,1,0,400,0,-400,500,620,1527.3066,0,0,0
0062x00000DZRMFAA5,Closed Lost,MoneySpot,PARTIALLY COMPLIANT,,New Client-New Loan,5093240,20.41,4.31,92.76,0,596.2066,2,05-04-2023,0,0,05-04-2023,3,19-04-2023,2,,0,0,0,3154.2944,138,0,0,0,0,0,0,1344.4433,1359.61,6,0,3198,0,0,0,0,0,0,6,0,0,0,0,0,200,-200,500,620,2996.17,0,0.011,0
0062x00000EcZ7WAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6363841,0.01,30.26,92.88,0,0,4,30-08-2023,0,4,30-08-2023,3,,4,25-08-2023,0,1429.3533,0,5881.3805,1820,0,0,0,0,0,0,68.3317,107,140,0,6014,0,0,0,0,0,0,140,1,0,0,944.67,400,200,344.67,500,620,3733.4766,0,0.033,3
0062x000002am3XAAQ,Loan Paid,Financier-2,,0,Existing Client-Granted Loan Before,846281,27.87,0,52.3,1040,751.4285,2,26-02-2020,0,0,26-02-2020,3,11-03-2020,2,,0,0,0,3732.7728,0,0,47,0,0,0,769.0479,1718.0983,1690.68,6,27.09,4390,0,0,0,0,0,0,6,,0,,3683.33,400,900,2383.33,500,639.99,3418.75,0,0,0
0062x00000Ec0lwAAB,Closed Lost,MoneySpot,FULLY COMPLIANT,,Existing Client-No Loan Granted Ever,6325692,0,46.28,75.89,0,0,2,22-08-2023,0,4,17-08-2023,4,,4,17-08-2023,0,2702.1466,0,4562.3586,4520,4,9,0,0,0,0,1013.305,601.64,7,0,9765,0,0,0,0,0,0,6,0,1,1,2383.33,599,1200,584.33,500,640,2507.24,0,0,0
0062x00000Ec0WcAAJ,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6325542,5.16,0.25,83,282,458.8567,2,15-08-2023,0,0,15-08-2023,2,29-08-2023,2,,0,0,0,6082.6132,18,0,0,0,0.11,0,458.8571,2512.305,2516.18,6,6.55,7003,0,0,0,0,0.09,0,6,0,0,0,1300,400,700,200,500,640,1061.6666,0,0,0
0062x00000EcVQMAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361137,11.48,100,91.61,62,0,0,,0,4,21-08-2023,1,,4,21-08-2023,0,614.8,0,614.8433,615,0,0,0,0,0,0,614.8,774.9,0,0,615,0,0,0,0,0,0,0,0,1,1,1668.33,400,150,1118.33,500,640,4886.4033,0,0.044,2
0062x00000EcUqOAAV,Closed Lost,QuickCash,,,New Client-New Loan,6360657,21.82,86.73,53.86,0,0,0,,0,2,07-08-2023,1,21-08-2023,2,07-08-2023,0,2060.9451,0,2060.9451,1897,0,20,0,7.96,0,0,948.6,948.6,0,0,2187,0,0,0,0,7.5,0,0,0,1,1,2305.33,400,0,1905.33,500,640,2381.6166,0,0,0
0062x00000EcVZJAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361260,0,93.95,71.93,0,0,0,,0,2,03-08-2023,4,17-08-2023,2,03-08-2023,0,2232.3643,0,2232.3643,1711,0,0,0,25.35,0,0,1027.5,1022.5,0,0,1821,0,0,0,0,31.08,0,0,0,1,1,1733.33,400,400,933.33,500,640,1744.4033,0,0.2418,0
0062x00000EcVRZAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361156,0.47,61.94,96.24,0,0,1,25-08-2023,0,2,22-08-2023,2,05-09-2023,2,22-08-2023,0,2080.2992,0,5151.0124,4175,6,6,0,0.1,0,0,957.5083,967.9,12,0,6740,0,0,0,0,0.03,0,0,0,1,1,2617.92,899,420,1298.92,500,640,2418.3866,0,0,0
0062x00000EcUlFAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6360745,39.73,65.45,99.98,0,53.99,4,11-08-2023,0,4,16-08-2023,3,,4,16-08-2023,0,1387.8,0,1717.7999,1402,0,0,0,0,0,0,594.7714,548.2,4,0,2142,0,0,0,0,0,0,4,0,1,1,0,899,420,-1319,500,640,3559.1166,0,0,0
0062x00000EcVhXAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361369,0,89.77,77.88,0,0,0,,0,4,21-08-2023,1,,4,21-08-2023,0,1405.3633,0,1405.3633,1405,0,0,0,1.28,0,0,602.2985,813.3,0,0,1565,0,0,0,0,1.15,0,0,0,1,1,1781,400,700,681,500,640,0,0,0.022,0
0062x00000EcVlUAAV,Closed Lost,QuickCash,,,New Client-New Loan,6361424,0,37.81,99.84,0,0,4,22-08-2023,0,2,18-08-2023,5,01-09-2023,2,18-08-2023,0,1441.4945,0,2134.8277,1341,4,4,0,2.29,0,0,663.4833,663.9,8,0,3546,0,0,0,0,0.93,0,0,0,1,1,1518.83,400,200,918.83,500,640,1742.5333,0,0.2527,3
0062x00000EcVsfAAF,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361516,17.33,16.22,83.3,434,676.7399,1,28-08-2023,0,2,28-08-2023,1,04-09-2023,1,25-08-2023,30,869.3326,0,5872.4088,1244,58,16,0,0,0,0,1096.5815,1113.82,13,0,7666,2,11,0,0,0,0,13,0,0,0,5871.09,899,560,4412.09,500,640,3369.3533,0,0.033,0
0062x00000EcVmIAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361433,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4766.67,599,300,3867.67,500,640,1654.1966,0,0.2967,0
0062x00000EcVh3AAF,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361360,0,100,77.72,0,0,0,,0,0,,0,,0,,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,2166.67,400,0,1766.67,500,640,6876.9266,1,0,1
0062x00000EcUorAAF,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6360637,0,0,43.3,0,0,1,26-08-2023,0,0,26-08-2023,6,02-09-2023,1,,0,0,0,3165.4099,0,0,0,0,186.42,0,0,487.5,450,4,0,6125,0,0,0,0,64.47,0,4,1,0,0,7366.67,400,1800,5166.67,500,640,4872.2133,0,0,17
0062x00000EcWCGAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361746,101.22,96.44,96.16,70,334.9763,0,,0,1,29-08-2023,2,05-09-2023,1,29-08-2023,1,2929.9627,0,2929.9627,3395,0,0,1,0,0,52.8,674.2928,1002.4,0,1.5,3520,0,0,0,0,0,0,0,0,1,1,676,400,50,226,500,640,0,0,0.044,0
0062x00000EcWQIAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361924,0,93.96,42.82,0,0,0,,0,2,22-08-2023,2,05-09-2023,2,22-08-2023,0,1401.7733,0,1407.8266,1338,0,0,0,0,0,0,645.2,645.2,0,0,1424,0,0,0,0,0,0,0,0,1,1,4983.33,2000,200,2783.33,500,640,2586.51,0,0.033,0
0062x00000EcWPjAAN,Closed Lost,QuickCash,,,New Client-New Loan,6361917,6.29,64.44,48.03,0,0,4,24-08-2023,0,2,24-08-2023,4,07-09-2023,2,24-08-2023,0,1696.0059,0,4454.5258,4176,0,10,0,7.67,0,0,780.6285,704.9,19,0,6480,0,0,0,0,2.01,0,19,0,1,1,2067.22,400,1,1666.22,500,640,1706.11,0,0,0
0062x00000EcWQXAA3,Closed Lost,QuickCash,,,New Client-New Loan,6361927,9.98,31.55,85.66,119,111.2367,2,29-08-2023,2,2,27-08-2023,7,10-09-2023,2,27-08-2023,8,1196.2388,11,2436.1756,1285,13,13,0,0,0,0,550.5985,564.8,2,0,4072,0,0,133,2,0,0,1,0,1,1,1,400,100,-499,500,640,0,0,0,0
0062x00000EcWVIAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361982,0,91.6,98.2,0,0,0,,0,2,09-08-2023,3,23-08-2023,2,09-08-2023,0,1710.2683,0,2226.7949,2367,0,0,0,1.34,0,0,787.1933,847.77,0,0,2584,0,0,0,0,0.89,0,0,0,1,1,3466.67,400,200,2866.67,500,640,3151.4033,2,0,3
0062x00000EcV2yAAF,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6360833,293.12,0,82.68,87,0,1,21-08-2023,1,0,21-08-2023,1,28-08-2023,1,,3,0,0,53.3332,0,0,0,0,1066.37,0,110.8645,36.6666,50,3,4.99,2222,0,0,0,0,17.6,0,3,1,0,0,1810.03,400,0,1410.03,500,640,3534.7,2,0,7
0062x00000EcWaXAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6362045,32.69,45.71,89.12,334,292.6957,4,26-08-2023,2,4,16-08-2023,3,,4,16-08-2023,12,1394.9533,0,2701.0164,2208,20,38,0,0,0,0,523.1075,463.43,4,0,4830,0,0,0,0,0,0,3,0,1,1,0,400,130,-530,500,640,3070.62,0,0.0989,0
0062x00000EcW4CAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361655,155.22,0,31.89,0,998.8917,1,28-08-2023,0,0,28-08-2023,1,04-09-2023,1,,0,0,0,2130.6666,0,0,11,0,0,0,0,198.4615,100,13,0,4229,0,0,0,0,0,0,13,1,0,0,130000,400,1,129599,500,640,1669.8,0,0.989,0
0062x00000EcWBcAAN,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361739,6.77,0,31.72,0,593.125,1,25-08-2023,0,0,25-08-2023,1,01-09-2023,1,,2,0,0,3634.133,0,12,5,0,1.76,0,0,773.2142,828,14,0,4560,0,0,0,0,1.29,0,0,1,0,0,0,2000,0,-2000,500,640,1321.7966,0,0.022,2
0062x00000EcLbYAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6351089,0,37.32,43.89,0,0,0,,0,2,09-08-2023,3,23-08-2023,2,09-08-2023,0,692.1356,0,692.1356,648,0,0,0,0,0,0,318.572,342.81,0,0,1736,0,0,0,0,0,0,0,0,1,1,812,899,150,-237,500,640,4487.8533,1,0.7912,5
0062x00000EcWuMAAV,Closed Lost,QuickCash,,,New Client-New Loan,6362299,4.8,85.81,74.21,0,0,0,,0,2,25-08-2023,1,08-09-2023,2,25-08-2023,0,1355.7042,0,1355.7042,1404,0,0,0,0,0,0,668.5666,701.9,0,0,1636,0,0,0,0,0,0,0,0,1,1,1521,400,400,721,500,640,3584.21,0,0.8901,1
0062x00000EcEOSAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6343398,0,77.46,75.11,0,0,4,25-08-2023,0,2,24-08-2023,4,07-09-2023,2,24-08-2023,0,1347.2393,0,1909.4226,1076,0,0,0,0,0,0,620.1,720.1,4,0,1389,0,0,0,0,0,0,4,0,1,1,1000,400,300,300,500,640,0,0,0,1
0062x00000EcWTqAAN,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,6361965,72.09,0,83.6,113,1530.4404,2,16-08-2023,0,0,16-08-2023,3,30-08-2023,2,,3,0,0,3821.6621,0,4,41,0,0.61,0,0,1435.2866,1547.56,6,4.15,4450,1,6,0,0,0.43,0,2,0,0,0,3900,400,100,3400,500,640,4151.55,0,0.0769,0
0062x00000EcWi2AAF,Closed Lost,QuickCash,,,New Client-New Loan,6362135,20.17,95.66,79.56,101,66.6666,2,29-08-2023,0,1,28-08-2023,1,04-09-2023,1,28-08-2023,2,1470.6953,0,3421.5611,5030,5,15,0,0,0,151.55,338.4614,144.8,7,2.88,5258,0,0,0,0,0,0,7,0,1,1,3522,400,265,2857,500,640,2634.0733,0,0,0
0062x00000Ec9lbAAB,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,6336576,0,0,87.16,0,0,4,21-08-2023,0,0,21-08-2023,1,,4,,0,0,2,2583.9999,0,0,0,0,0,0,0,122.6,134,5,0,6940,0,0,138,1,0,0,5,1,0,0,2166.67,899,400,867.67,500,640,3465.5566,1,0,8
0062x00000EcUTVAA3,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,6360432,20.98,73.98,50.66,250,295.4735,4,29-08-2023,0,2,18-08-2023,5,01-09-2023,2,18-08-2023,0,1538.6118,0,2035.9451,1416,0,11,0,0,0,152.0833,708.1833,705.4,29,7.95,1914,0,0,0,0,0,0,29,0,1,1,1284.83,400,100,784.83,500,640,2213.9766,0,0,0
0062x00000EcTBFAA3,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,6359222,76.22,38.92,63.24,0,724.7764,3,17-08-2023,1,2,08-08-2023,2,22-08-2023,2,08-08-2023,1,1179.7955,0,2551.1354,973,3,26,0,0.76,0,0,543.03,695.22,3,0,2500,3,21,0,0,0.36,0,1,0,1,1,1733.33,400,50,1283.33,500,640,0,2,0,3
0062x00000EcWMVAA3,Closed Lost,QuickCash,,,New Client-New Loan,6361881,0,98.02,99.76,0,0,0,,0,2,25-08-2023,5,08-09-2023,2,25-08-2023,0,1849.2694,0,1849.2694,1986,0,0,0,0,0,0,851.1714,846.4,0,0,2026,0,0,0,0,0,0,0,0,1,1,1,400,1600,-1999,500,640,3427.5133,0,0.1429,0
0062x00000EcV4aAAF,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,6360853,58.68,8.95,61.39,1142,4539.9932,2,24-08-2023,0,4,24-08-2023,4,07-09-2023,2,15-08-2023,0,241.3333,1,9097.4254,1057,1,33,0,0.86,0,159.8259,4014.6142,3661.35,7,1.35,11800,0,0,25,1,0.64,0,3,0,0,0,0,599,750,-1349,500,640,3591.8333,4,0.4066,8
0062x00000EcVOGAA3,Closed Lost,QuickCash,LARGELY COMPLIANT,,New Client-New Loan,6361104,18.8,93.56,82.38,442,291.3764,4,29-08-2023,0,4,25-08-2023,5,,4,25-08-2023,2,2353.4,0,4426.0033,4204,2,15,0,0,0,291.3791,882.525,899.4,6,6.49,4493,0,0,0,0,0,0,6,0,1,1,2873,400,600,1873,500,640,1683.7733,1,0.4725,5
0062x00000EcWpDAAV,Closed Lost,QuickCash,,,New Client-New Loan,6362225,1.97,39.07,95.09,0,0,0,,0,2,18-08-2023,5,01-09-2023,2,18-08-2023,0,1359.5996,0,1359.5996,1252,1,3,0,0,0,0,625.7883,412.95,0,0,3204,0,0,0,0,0,0,0,0,1,1,1787.5,400,700,687.5,500,640,3113.2166,1,0.7912,6
0062x00000EcUsZAAV,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,6360684,0,66.46,58.98,0,0,4,25-08-2023,0,4,25-08-2023,5,,4,25-08-2023,0,1584.2066,0,3522.6255,2688,14,14,0,0,0,0,594.0775,611.3,23,0,4044,0,0,0,0,0,0,0,0,1,1,0,400,800,-1200,500,640,0,0,0.022,0
0062x00000EcX2aAAF,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6362394,0.85,92.42,99.1,0,6.6666,4,28-08-2023,0,4,23-08-2023,3,,4,23-08-2023,0,1369.6133,0,2266.2477,1953,0,7,0,0,0,0,821.768,893.86,7,0,2113,4,7,0,0,0,0,7,0,1,1,0,1500,100,-1600,500,640,3899.01,1,0.2308,14
0062x00000EcWKPAA3,Closed Lost,MoneySpot,LARGELY COMPLIANT,,Existing Client-No Loan Granted Ever,6361852,37.73,0,68.8,206,1191.6165,2,28-08-2023,0,0,28-08-2023,1,11-09-2023,2,,0,0,0,3501.3764,0,10,0,0,0.95,0,197.8684,1557.4575,1751.38,4,4.33,4571,1,6,0,0,0.7,0,4,0,0,0,3727.74,599,1450,1678.74,500,640,0,0,0.0549,6
0062x00000EcVQgAAN,Closed Lost,QuickCash,,,New Client-New Loan,6361140,0,40.49,30.69,0,0,4,21-08-2023,0,2,10-08-2023,4,24-08-2023,2,10-08-2023,0,1483.3193,0,1859.3193,1599,0,0,0,0.47,0,0,682.7333,701.9,21,0,3949,0,0,0,0,0.18,0,21,0,1,1,1516.67,400,0,1116.67,500,640,2946.4,4,0,6
0062x00000EcX9CAAV,Closed Lost,QuickCash,,,New Client-New Loan,6362464,0,55.82,75.9,0,0,1,17-08-2023,0,2,08-08-2023,2,22-08-2023,2,08-08-2023,0,1470.1652,0,2018.3385,1351,0,0,0,0,0,0,676.68,670,12,0,2420,0,0,0,0,0,0,12,0,1,1,1451.67,400,150,901.67,500,640,0,0,0,0
0062x00000EcX7zAAF,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6362453,2.91,0,78.54,0,77.1123,4,27-08-2023,0,0,27-08-2023,7,,4,,3,0,0,3900.8932,0,6,6,0,0,0,0,68.4811,66,61,0,5203,0,0,0,0,0,0,4,1,0,0,4333.33,400,200,3733.33,500,640,2891.5566,4,0.0549,8
0062x00000EcW6rAAF,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,6361686,29.62,0,29.61,1095,633.1166,3,14-08-2023,0,0,14-08-2023,1,,3,,5,0,0,6268.5499,0,5,6,0,1.25,0,882.5722,6175.3833,4953.57,3,17.62,6824,0,0,0,0,1.13,0,3,0,0,0,0,1499,2000,-3499,500,640,2479.7733,0,0,0
0062x00000EcX4MAAV,Closed Lost,QuickCash,,,New Client-New Loan,6362415,12.6,66.77,52.55,0,189.0533,0,,0,2,17-08-2023,4,31-08-2023,2,17-08-2023,0,1499.8671,0,1499.8671,1381,4,2,0,29.14,0,0,690.35,600.6,0,0,2068,0,0,0,0,21.13,0,0,0,1,1,1516.67,400,300,816.67,500,640,1741.5066,0,0.1209,0
0062x00000EcX4WAAV,Closed Lost,QuickCash,,,New Client-New Loan,6362417,0,57.57,20.76,0,0,4,29-08-2023,0,4,25-08-2023,5,,4,25-08-2023,0,1707.3,0,2079.9666,1707,0,0,0,0,0,0,640.2375,650,19,0,2965,0,0,0,0,0,0,19,0,1,1,1473.33,400,800,273.33,500,640,3912,0,0.033,0
0062x00000EcK1PAAV,Closed Lost,QuickCash,,,New Client-New Loan,6349986,21.28,99.75,42.74,0,216.9593,0,,0,2,16-08-2023,3,30-08-2023,2,16-08-2023,0,1764.854,0,3446.1272,3298,0,0,0,0,0,0,812.3166,837.9,0,0,3306,0,0,0,0,0,0,0,0,1,1,2058.33,400,100,1558.33,500,640,3356.1633,0,0.0769,3
0062x00000EcX9HAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6362465,0,59.93,76.6,0,0,4,23-08-2023,0,4,23-08-2023,3,,4,25-08-2023,0,1602.79,0,4534.6699,2736,0,0,0,2.61,0,0,256.9328,700,21,0,4565,0,0,0,0,1.03,0,21,1,0,0,0,0,400,-400,500,640,1189.6366,0,0.0549,0
0062x00000EcWDJAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361756,0,84.04,94.5,0,0,4,10-08-2023,0,2,18-08-2023,5,01-09-2023,2,18-08-2023,0,1792.2655,0,2157.9987,1543,0,1,0,0,0,0,766.01,932.6,5,0,1836,0,0,0,0,0,0,5,0,1,1,0,899,350,-1249,500,640,608.3333,0,0,0
0062x00000EcXHBAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6362555,28.97,0,61.29,688,1042.8532,3,14-08-2023,2,0,14-08-2023,1,,3,,8,0,0,4618.7833,0,16,31,1,0.83,0,132.345,4445.69,4445.69,1,12.66,4809,1,8,0,0,0.77,0,1,0,0,0,0,1500,0,-1500,500,640,0,0,0.011,0
0062x00000EcXGNAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6362550,1.07,0,100,0,30,4,15-08-2023,0,0,15-08-2023,2,,4,,0,0,0,3759.9465,0,0,0,0,0,0,320,1685.968,1803.84,5,15.17,4088,0,0,0,0,0,1,5,1,0,0,0,2000,1280,-3280,500,640,1907.4166,0,0,0
0062x00000EcXK5AAN,Closed Lost,QuickCash,,,New Client-New Loan,6362583,0.54,47.9,82.26,0,0,4,25-08-2023,0,0,25-08-2023,5,,4,,0,0,0,1204.86,1145,0,0,0,0,0,0,150.6075,31.15,24,0,2390,0,0,0,0,0,0,24,1,0,0,0,0,150,-150,500,640,4080.5466,0,0,0
0062x00000EcXDiAAN,Closed Lost,QuickCash,,,New Client-New Loan,6362518,3.08,96.32,87.62,0,65.1768,0,,2,2,02-08-2023,3,16-08-2023,2,02-08-2023,2,1950.7485,0,1950.7485,1729,2,6,0,0,0,0,897.88,46.8,0,0,1795,0,0,0,0,0,0,0,0,1,1,1928.33,400,300,1228.33,500,640,1612.2766,0,0.1648,0
0062x00000EcXOCAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6362628,0,92.17,95.82,0,0,4,16-08-2023,0,2,16-08-2023,3,30-08-2023,2,16-08-2023,0,2059.2083,0,2129.5416,1896,2,2,0,1.12,0,0,947.8,947.8,8,0,2057,0,0,0,0,1.12,0,4,0,1,1,1989,400,0,1589,500,640,2805.7633,0,0,2
0062x00000EcWyYAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6362343,22.92,0,73.71,551,1130.7178,1,24-08-2023,0,0,24-08-2023,4,31-08-2023,1,,5,0,0,3199.686,0,8,18,0,0,0,644.9347,722.098,765.59,1,23.45,2750,0,0,0,0,0,0,1,0,0,0,1256.67,400,200,656.67,500,640,1310.8566,0,0.7582,0
0062x00000EcVZAAA3,Closed Lost,QuickCash,,,New Client-New Loan,6361397,0.37,56.16,87.4,0,0,4,25-08-2023,0,2,23-08-2023,3,06-09-2023,2,23-08-2023,0,1767.7375,0,4315.6539,3438,2,15,0,0,0,0,813.6442,922.54,9,0,6121,0,0,0,0,0,0,3,0,1,1,95983.33,400,2000,93583.33,500,640,2029.0366,0,0.5824,0
0062x00000EcXUUAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6362702,0,9.7,98.33,0,0,1,24-08-2023,0,2,24-08-2023,4,31-08-2023,1,21-08-2023,0,387.7486,0,6289.125,654,0,0,0,36.31,0,0,540.1637,130,16,0,6737,0,0,0,0,15.53,0,16,1,0,0,311,400,147,-236,500,640,1613.4,0,0.2308,0
0062x00000EcXFLAA3,Closed Lost,QuickCash,,,New Client-New Loan,6362660,0,0,96.08,0,0,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,1386.67,400,600,386.67,500,640,2476.76,2,0.1868,10
0062x00000EcX3YAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6362404,17.68,43.44,84.67,220,452.3268,4,21-08-2023,0,2,18-08-2023,5,01-09-2023,2,18-08-2023,0,2350.8889,0,2733.8987,2344,1,2,0,72.02,0,0,1004.7642,1104.8,7,0,5395,0,0,0,0,31.38,0,6,0,1,1,1776.67,400,500,876.67,500,640,0,0,0,0
0062x00000EcXamAAF,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,6362799,0,22.46,74.98,0,0,4,21-08-2023,0,2,21-08-2023,1,,4,22-08-2023,0,1844.7708,0,5794.4373,1482,2,3,0,0,0,0,2216.6666,900,3,0,6598,0,0,0,0,0,0,1,1,0,0,1711.67,400,480,831.67,500,640,1063.1133,0,1,4
0062x00000EcXfHAAV,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,6362855,6.25,41.17,84.77,0,0,4,23-08-2023,0,2,23-08-2023,3,,4,09-08-2023,2,396.0554,0,1409.6903,1543,2,3,0,0,0,0,114.5145,33.79,22,0,3747,0,0,0,0,0,0,20,1,0,0,2600,0,1200,1400,500,640,3585.41,0,0.033,0
