Id,AccountId,City,State,Country,StageName,Applicant_Type__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Largest_income_source_day_of_week__c,Frequency_for_largest_income_source__c,Total_monthly_income_ongoin_Reg_231__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,agency_collection_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Income_source_is_other_income_549__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Loan_Amount__c,Total_Repayment_Amount__c,Total_Repayments__c,Term_in_Weeks__c,Payment_Frequency__c,Applicant_Age__c,Summary_Income_CV__c,Amount_Requested__c,Employment_Status__c,Dishonours_203__c,DP_Insolvency_Indicator__c,DP_Days_in_Overdrawn_For_Period__c,Dishonours_For_Last_30_Days_DP907__c,Salary_Gov_Allowances_all_types_2117__c,DP_Monthly_avg_of_SACC_repayments__c,DP_Avg_Monthly_Loan_Liability_269__c,Repayment_Amount__c,Opportunity_Origin__c,Current_Balance__c,Opp_Number__c,loan_dishonours__c,CloseDate,Bank_Report_Gov_Benefit__c,Purpose_of_Loan__c,Loan_apply_date,DE_Results,DP_Total_Monthly_Benefit_Income__c,Total_monthly_credits__c,Summary_Income_BS__c
0062x00000E4LZ5AAN,0012x000003D3q3AAC,Canley Heights,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,54.01,4645.3978,2.0,0.0,0.0,1.0,2.0,7431.0371,1.0,50.0,1043.8709,3374.2857,3388.0,0.0,0.17,0.0,0.0,0.0,899.0,0.0,3500,4388.57,12.0,24.429,Fortnightly,36.0,7431.04,5000.0,,1.0,0.0,0.0,0.0,7873.3333,3014.0,7191.2133,365.72,QuickCash,0.0,5560744,1.0,12-06-2023,False,Vehicle Expenses,2023-06-12,Orange,0.0,12155.0,7431.04
0062x00000DJGv0AAH,0012800001QCdGOAA1,Blacktown,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,39.61,4581.3144,1.0,0.0,0.0,2.0,1.0,9775.1896,0.0,166.0,903.6647,1661.3007,1493.86,1.0,0.0,0.0,0.0,5200.0,899.0,170.0,3500,4340.79,24.0,23.714,Weekly,61.0,9775.19,3500.0,Full-Time Employment,0.0,0.0,0.0,0.0,7198.97,3473.0,4743.3766,180.87,MoneySpot,0.0,4880422,0.0,17-03-2023,False,Furniture or Appliances,2023-03-17,Orange,0.0,11281.0,9775.19
0062x00000DXX5UAAX,0012x00000KKZgyAAH,Blacktown,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,54.25,3963.4236,1.0,1.0,0.0,6.0,1.0,16171.8525,4.0,21.0,0.0,2080.75,3441.0,0.0,0.01,0.0,1.0,0.0,899.0,1000.0,3500,4284.32,10.0,19.714,Fortnightly,27.0,7848.85,3500.0,Self Employed,4.0,0.0,0.033,1.0,6818.4966,1456.0,3386.03,428.44,MoneySpot,0.0,4979557,3.0,02-04-2023,False,Medical Expenses,2023-04-01,Green,0.0,20466.0,7848.85
0062x00000DYILmAAP,0012x00000gAZmqAAG,Launceston,TAS,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,90.21,3498.2748,1.0,0.0,0.0,2.0,1.0,4821.5191,3.0,20.0,0.0,1000.5369,1023.69,0.0,0.35,0.0,0.0,4519.67,400.0,900.0,3150,3945.97,24.0,24.571,Weekly,33.0,4821.52,5000.0,Full-Time Employment,3.0,0.0,0.0549,0.0,4335.66,1059.0,4384.77,165.91,MoneySpot,0.0,5024319,0.0,08-04-2023,False,Living Expenses,2023-04-08,Green,0.0,8588.0,4821.52
0062x00000DrtGDAAZ,0012x00000Ve6mIAAR,Condobolin,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,61.76,3717.1854,4.0,0.0,0.0,3.0,4.0,6899.191,2.0,26.0,0.0,1781.3637,1832.35,1.0,0.0,0.0,0.0,4243.5,899.0,800.0,3100,3917.88,12.0,23.857,Fortnightly,54.0,9232.52,15001.0,Full-Time Employment,3.0,0.0,0.1209,0.0,5447.1933,820.0,5929.57,326.5,MoneySpot,0.0,5201743,2.0,05-05-2023,False,Living Expenses,2023-05-05,Green,0.0,12692.0,9232.52
0062x00000DZ7EsAAL,0012x00000XOorgAAD,Emerald,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,86.36,1505.362,2.0,0.0,0.0,2.0,2.0,3819.6393,0.0,4.0,1184.0,1649.7633,1613.82,1.0,2.25,1.0,0.0,1550.0,899.0,1500.0,3200,4051.09,12.0,24.429,Fortnightly,24.0,3819.64,5000.0,Full-Time Employment,0.0,0.0,0.0,0.0,3299.5266,1253.0,2404.01,337.6,QuickCash,-0.44,5074163,0.0,16-04-2023,False,Relocation Expenses,2023-04-16,Green,0.0,4315.0,3819.64
0062x00000DX88xAAD,0012x00000WXA7DAAX,Gillieston Heights,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,38.11,95.8,4115.0423,2.0,1.0,1.0,2.0,2.0,9765.5447,7.0,80.0,1091.086,2104.5985,2025.04,3.0,0.03,0.0,0.0,4671.85,899.0,1020.0,3300,4111.06,11.0,22.0,Fortnightly,44.0,14687.99,3500.0,Full-Time Employment,40.0,0.0,0.8352,9.0,13751.3933,3461.0,5133.85,373.74,MoneySpot,0.0,4955962,22.0,29-03-2023,False,Life Event Expenses,2023-03-29,Green,3978.0,10437.0,14687.99
0062x00000D7PkIAAV,0012x00000OKV25AAH,Wodonga,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,60.19,4503.0502,1.0,0.0,0.0,2.0,1.0,4727.4484,0.0,43.0,318.0714,938.3723,938.68,0.0,0.09,0.0,0.0,3752.67,400.0,0.0,3500,4218.75,16.0,16.429,Weekly,43.0,4727.45,5000.0,Full-Time Employment,0.0,0.0,0.0,0.0,4066.28,1507.0,4595.86,263.68,MoneySpot,0.32,4482875,0.0,15-01-2023,False,Medical Expenses,2023-01-15,Orange,0.0,5585.0,4727.45
0062x00000DIChOAAX,0012x00000GcQRtAAN,Shelly Beach,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,41.34,2922.4257,1.0,0.0,0.0,3.0,1.0,13200.5474,1.0,65.0,716.9026,1423.9792,1765.97,1.0,0.0,0.0,0.0,4983.33,599.0,640.0,3500,4244.6,18.0,18.143,Weekly,51.0,13787.55,3500.0,Full-Time Employment,1.0,0.0,0.0879,1.0,12151.74,660.0,2897.61,235.82,MoneySpot,0.0,4821572,0.0,08-03-2023,False,Life Event Expenses,2023-03-08,Green,0.0,24727.0,13787.55
0062x00000E5MjFAAV,0012x00000iJHtXAAW,Queens Park,WA,Australia,Closed Lost,New Client-New Loan,0.0,16.55,0.0,1.0,0.0,0.0,3.0,1.0,3216.018,0.0,0.0,0.0,740.125,570.5,0.0,0.0,0.0,0.0,4333.33,400.0,100.0,3400,3990.29,9.0,9.571,Weekly,37.0,3216.02,3400.0,Part-Time Employment,0.0,0.0,0.2637,0.0,2467.0833,0.0,0.0,443.37,MoneySpot,,5648108,0.0,18-06-2023,False,Living Expenses,2023-06-18,Orange,0.0,2640.0,3216.02
0062x00000DWrDOAA1,0012x00000Ve3TPAAZ,Doveton,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,1.13,54.76,3686.6872,1.0,0.0,0.0,2.0,1.0,9004.0816,0.0,195.0,412.2327,1435.46,1435.46,1.0,0.0,0.0,0.0,5258.76,899.0,0.0,3300,4085.39,21.0,21.286,Weekly,32.0,9695.16,3500.0,Full-Time Employment,0.0,0.0,0.033,0.0,6373.41,1742.0,6012.4833,194.55,MoneySpot,0.0,4941630,0.0,27-03-2023,False,Home Maintenance & Repairs,2023-03-27,Green,103.0,9112.0,9695.16
0062x00000DUuoOAAT,0012x00000GbdrCAAR,Canning Vale,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,90.32,3756.4455,1.0,2.0,0.0,4.0,1.0,5268.3631,12.0,79.0,555.2345,1350.5833,1403.0,0.0,2.63,0.0,0.0,4368.5,400.0,100.0,3300,3986.55,16.0,16.0,Weekly,45.0,5268.36,3300.0,Full-Time Employment,12.0,0.0,0.5934,4.0,5402.3333,1942.0,3826.9033,249.16,MoneySpot,0.03,5400810,9.0,26-05-2023,False,Vehicle Expenses,2023-05-26,Green,0.0,6399.0,5268.36
0062x00000DZbj7AAD,0012x00000cACHSAA4,Surfers Paradise,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,76.74,5764.2515,1.0,0.0,0.0,1.0,1.0,9890.8931,4.0,101.0,1676.2571,1260.3284,999.75,1.0,0.0,0.0,0.0,5633.33,400.0,400.0,3250,4062.45,24.0,23.714,Weekly,37.0,9941.54,4500.0,Full-Time Employment,4.0,0.0,0.0,3.0,5461.4233,2653.0,5748.7133,169.27,MoneySpot,0.0,5102250,4.0,20-04-2023,False,Travel Expenses,2023-04-20,Green,0.0,9927.0,9941.54
0062x00000DsbdXAAR,0012x00000XJvv3AAD,Glendenning,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,4.13,81.43,3393.2442,2.0,2.0,2.0,3.0,2.0,6036.1524,24.0,17.0,716.5111,1408.0514,1148.73,1.0,0.23,0.0,0.0,3747.81,400.0,0.0,3050,3729.36,8.0,15.857,Fortnightly,45.0,6036.15,3050.0,Full-Time Employment,24.0,0.0,0.0549,8.0,3576.84,2263.0,4684.0266,466.18,QuickCash,0.02,5251638,17.0,12-05-2023,False,Living Expenses,2023-05-11,Orange,361.0,8738.0,6036.15
0062x00000EBzvoAAD,0012x00000fpb1NAAQ,Kingsgrove,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,86.4,2591.4599,1.0,0.0,0.0,4.0,1.0,5071.9175,0.0,39.0,0.0,923.2141,1004.78,1.0,0.0,0.0,1.0,0.0,1499.0,350.0,3500,4395.11,26.0,26.143,Weekly,51.0,5071.92,3500.0,,0.0,0.0,0.2418,0.0,0.0,660.0,4003.4533,169.05,MoneySpot,0.0,5846875,0.0,06-07-2023,False,Other Expenses,2023-07-06,Orange,0.0,6062.0,5071.92
0062x00000DXMPQAA5,0012x00000GbViEAAV,Quakers Hill,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,56.57,6460.2361,2.0,1.0,0.0,3.0,2.0,7280.3427,5.0,43.0,1154.7688,2457.1285,1977.19,0.0,0.98,0.0,0.0,1500.0,899.0,1200.0,3300,3999.11,8.0,15.857,Fortnightly,45.0,7421.57,3500.0,Full-Time Employment,5.0,0.0,0.011,1.0,7783.7333,1215.0,7183.2966,499.89,MoneySpot,0.0,4968705,2.0,31-03-2023,False,Vehicle Expenses,2023-03-31,Green,0.0,8712.0,7421.57
0062x00000FWE9lAAH,0012x00000g9xCBAAY,Wallamore,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,17.42,634.0933,4.0,0.0,0.0,2.0,4.0,6927.5833,0.0,24.0,1815.5636,2968.9642,3799.95,0.0,0.0,0.0,0.0,0.0,599.0,300.0,3500,4221.07,8.0,16.0,Fortnightly,40.0,6927.58,4000.0,,0.0,0.0,0.0,0.0,6927.5833,1860.0,1941.93,527.64,MoneySpot,0.0,7653208,0.0,27-12-2023,False,Vehicle Expenses,2023-12-27,Orange,0.0,8721.0,6927.58
0062x00000D8nXeAAJ,0012x00000GdxXfAAJ,CASTLE HILL,NSW,Australia,Closed Lost,Existing Client-No Loan Granted Ever,0.0,94.86,677.38,4.0,1.0,0.0,2.0,4.0,413.3333,0.0,3.0,0.0,413.3333,1205.0,1.0,14.21,0.0,1.0,2214.7,899.0,0.0,3500,4062.94,3.0,13.286,Monthly,23.0,620.0,3500.0,Full-Time Employment,7.0,0.0,0.1538,2.0,0.0,0.0,757.0833,1354.32,MoneySpot,,4550206,6.0,25-01-2023,False,Home Maintenance & Repairs,2023-01-25,Orange,0.0,1175.0,620.0
0062x00000DZ1jdAAD,0010K00001uITjmQAG,Mandurah,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,72.14,531.6629,0.0,3.0,0.0,0.0,0.0,0.0143,6.0,30.0,1263.2481,0.0,0.0,1.0,0.0,0.0,0.0,3358.33,899.0,1000.0,3500,4375.61,5.0,21.857,Monthly,43.0,0.0,3500.0,Full-Time Employment,6.0,0.0,0.3187,1.0,0.0,1229.0,4612.69,875.13,MoneySpot,0.0,5067528,5.0,15-04-2023,False,Veterinary Expenses,2023-04-15,Green,0.0,7228.0,0.0
0062x00000F3RjQAAV,0012x00000RrWp6AAF,Bonnyrigg Heights,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.33,57.77,1862.6833,2.0,0.0,0.0,4.0,2.0,4558.8607,0.0,5.0,0.0,1961.6933,1899.43,1.0,0.0,0.0,0.0,3463.2,400.0,150.0,3100,4093.89,18.0,35.0,Fortnightly,33.0,15394.76,3300.0,Full-Time Employment,0.0,0.0,0.022,0.0,3923.3866,1908.0,4038.5733,227.44,QuickCash,0.0,7048782,0.0,03-11-2023,False,Vehicle Expenses,2023-11-03,Green,61.0,18017.0,15394.76
0062x00000FUajyAAD,0012x00000g7nY4AAI,Morayfield,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,79.82,985.61,2.0,0.0,0.0,4.0,2.0,4821.8625,0.0,24.0,234.5342,1998.42,3077.14,0.0,0.06,0.0,0.0,0.0,1500.0,0.0,3100,3754.41,8.0,15.0,Fortnightly,19.0,4912.87,3100.0,Full-Time Employment,0.0,0.0,0.0,0.0,3343.9,286.0,1079.3433,469.31,MoneySpot,0.0,7520817,0.0,16-12-2023,False,Vehicle Expenses,2023-12-16,Orange,0.0,5105.0,4912.87
0062x00000FJCVrAAP,0012x00000WY1klAAD,Blackett,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,4.74,72.6,592.2884,4.0,0.0,4.0,3.0,4.0,21739.7955,0.0,13.0,0.0,626.8,1105.0,0.0,0.0,0.0,1.0,5850.0,599.0,480.0,3500,4177.81,8.0,14.857,Fortnightly,44.0,24588.7,3500.0,Full-Time Employment,0.0,0.0,0.0,0.0,5829.4566,717.0,819.9533,522.23,MoneySpot,-0.68,7305092,0.0,24-11-2023,False,Vehicle Expenses,2023-11-24,Green,1358.0,28601.0,24588.7
0062x00000DH4wjAAD,0012x00000cJtZNAA0,Mount Barker,SA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,90.23,4089.5851,2.0,1.0,0.0,4.0,2.0,8733.6933,4.0,29.0,224.0,2069.1366,1693.95,0.0,17.58,1.0,0.0,4378.64,599.0,1050.0,3150,3962.39,13.0,26.571,Fortnightly,22.0,7185.94,5000.0,Full-Time Employment,16.0,0.0,0.1209,10.0,4138.2733,921.0,4565.8033,310.35,MoneySpot,0.0,4761157,10.0,28-02-2023,False,Other Expenses,2023-02-28,Green,0.0,10402.0,7185.94
0062x00000EyEUmAAN,0012x00000OJ4byAAD,Alphington,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,59.16,3229.2165,3.0,0.0,0.0,4.0,3.0,5881.8431,2.0,17.0,0.0,4768.4966,4768.49,0.0,0.0,0.0,0.0,1950.0,599.0,495.0,3250,4319.93,7.0,32.143,Monthly,28.0,7158.62,3250.0,Full-Time Employment,2.0,0.0,0.0549,0.0,4768.4966,1279.0,4234.0233,617.14,MoneySpot,0.0,6721728,2.0,03-10-2023,False,Travel Expenses,2023-10-02,Orange,0.0,9117.0,7158.62
0062x00000FVOOhAAP,0012x00000SIShiAAH,Ulladulla,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,49.1,3153.7077,1.0,0.0,0.0,4.0,1.0,5105.3816,0.0,36.0,0.0,1006.5,1006.5,1.0,2.67,0.0,0.0,920.0,599.0,1000.0,3500,4207.7,16.0,16.143,Weekly,35.0,5110.38,5000.0,Full-Time Employment,0.0,0.0,0.011,0.0,4026.0,1486.0,3702.1633,262.99,MoneySpot,1.66,7587917,0.0,22-12-2023,False,Living Expenses,2023-12-21,Orange,0.0,5091.0,5110.38
0062x00000ELVlnAAH,0012x00000KLlo0AAD,North Warrandyte,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,0.8,34.73,3919.1193,2.0,0.0,0.0,3.0,2.0,8349.8014,0.0,39.0,0.0,3720.4571,4528.7,1.0,0.77,0.0,0.0,6736.17,899.0,2600.0,3050,3729.1,8.0,15.857,Fortnightly,64.0,8324.8,3050.0,Full-Time Employment,0.0,0.0,0.0,0.0,8681.0666,2115.0,4227.4233,466.14,MoneySpot,0.0,6037949,0.0,28-07-2023,False,Medical Expenses,2023-07-28,Green,96.0,11931.0,8324.8
0062x00000ECdZOAA1,0012x00000IO7msAAD,Dardanup West,WA,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,77.39,5842.6643,1.0,0.0,0.0,4.0,1.0,8176.2051,2.0,56.0,803.0,1837.3076,1947.5,1.0,0.1,0.0,0.0,8666.67,599.0,250.0,3500,4594.64,36.0,36.286,Weekly,35.0,8176.21,5000.0,Full-Time Employment,2.0,0.0,0.022,2.0,7961.6666,1580.0,5880.5,127.64,MoneySpot,-0.15,5890918,2.0,12-07-2023,False,Life Event Expenses,2023-07-12,Orange,0.0,11606.0,8176.21
0062x00000DtHcPAAV,0012x00000LPks3AAD,Goulburn,NSW,Australia,Loan Paid,Existing Client-Granted Loan Before,1.51,47.07,2011.2863,2.0,0.0,0.0,3.0,2.0,11203.8709,4.0,45.0,1688.0672,2304.5,2382.0,1.0,0.01,0.0,0.0,5842.37,1500.0,640.0,3500,4226.8,8.0,16.143,Fortnightly,43.0,11732.64,3500.0,Full-Time Employment,4.0,0.0,0.7802,2.0,9458.3166,1665.0,4439.6666,528.36,QuickCash,0.0,5300443,0.0,17-05-2023,False,Vehicle Expenses,2023-05-17,Green,196.0,12957.0,11732.64
0062x00000Ef9BHAAZ,0012x00000SIJVtAAP,Kirwan,QLD,Australia,Closed Lost,Existing Client-Granted Loan Before,0.0,58.07,4176.9223,1.0,0.0,0.0,2.0,1.0,11364.4085,1.0,54.0,310.9724,1305.8915,1567.65,0.0,0.75,0.0,0.0,4337.04,899.0,100.0,3500,4186.02,16.0,16.571,Weekly,30.0,11364.41,3500.0,Full-Time Employment,1.0,0.0,0.0,0.0,7592.1966,1147.0,6304.8866,261.63,MoneySpot,,6547790,0.0,16-09-2023,False,Home Maintenance & Repairs,2023-09-15,Green,0.0,18350.0,11364.41
0062x00000DUkxGAAT,0010K00001rHH93QAG,Ayr,QLD,Australia,Loan Paid,Existing Client-Granted Loan Before,0.0,68.69,3766.1238,1.0,0.0,0.0,2.0,1.0,5126.6983,10.0,92.0,2408.1235,1164.8846,1050.05,1.0,0.0,0.0,0.0,4181.67,899.0,300.0,3500,4252.26,19.0,18.857,Weekly,52.0,8202.76,3500.0,Full-Time Employment,10.0,0.0,0.978,6.0,5047.8333,2331.0,4437.5366,223.81,MoneySpot,-0.01,5387977,9.0,25-05-2023,False,Home Maintenance & Repairs,2023-05-25,Green,0.0,10036.0,8202.76
0062x00000EO5ALAA1,0012x00000XNQIPAA5,Rowville,VIC,Australia,Loan Paid,Existing Client-Granted Loan Before,23.28,61.94,2250.7234,4.0,0.0,0.0,5.0,4.0,5621.88,3.0,35.0,0.0,2108.205,2380.92,0.0,0.13,0.0,0.0,4753.07,899.0,0.0,3500,4349.3,12.0,23.429,Fortnightly,44.0,6305.21,3500.0,Full-Time Employment,3.0,0.0,0.0769,2.0,5621.88,658.0,2253.9466,362.45,MoneySpot,0.0,6229532,0.0,16-08-2023,False,Medical Expenses,2023-08-16,Green,2380.0,10220.0,6305.21
