id,StageName,Opportunity_Origin__c,DNB_Scoring_Rate__c,Current_Balance__c,Applicant_Type__c,Opp_number__C,Multiple_Lenders_Hardship__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,DP_Monthly_avg_of_SACC_repayments__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_Primary_income_last_pay_date__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Last_pay_date_for_largest_inc_src_302__c,Largest_income_source_day_of_week__c,Next_pay_date_for_largest_income_source__c,Frequency_for_largest_income_source__c,Primary_regular_benefit_last_pay_date__c,loan_dishonours__c,Primary_regular_benefit_monthly_amount__c,Courts_and_Fines_transactions__c,Total_monthly_income_ongoin_Reg_231__c,DP_Total_Monthly_Benefit_Income__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,DP_Budget_Management_Services__c,Hardship_Indicator_Gambling__c,DP_Monthly_rent_amount_236__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,Deposits_since_last_SACC_dishonour__c,SACC_commitments_due_next_month__c,Total_monthly_credits__c,agency_collection_providers__c,Collection_agency_transactions__c,Average_monthly_amount_of_Courts_and_Fin__c,Courts_and_Fines_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Deposits_since_last_dishonour__c,Income_source_is_other_income_549__c,Bank_Report_Gov_Benefit__c,Income_source_is_a_government_benefit__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Summary_Total__c,Loan_Amount__c,Total_Repayment_Amount__c,Dishonours_203__c,DP_Insolvency_Indicator__c,DP_Days_in_Overdrawn_For_Period__c,Dishonours_For_Last_30_Days_DP907__c,Salary_Gov_Allowances_all_types_2117__c
0062x00000CzsLMAAZ,Bad Debt Watch,MoneySpot,,4397.59,Existing Client-Granted Loan Before,4304015,0,0,67.08,450,4178.7486,0,,0,0,,0,,0,,0,0,1,1306.6666,0,0,13,0,0,0,441.5323,0,0,0,6.33,6972,0,0,121,1,0.13,0,0,0,0,,11500,400,1000,10100,5000,5912.86,0,0,0,0,3479.8633
0062x00000DrviUAAR,Debt Management,QuickCash,,5026.2,Existing Client-Granted Loan Before,5205330,108.87,0,83.47,750,3033.8949,1,04-05-2023,0,0,04-05-2023,4,11-05-2023,1,,0,0,0,5171.2292,0,0,57,0,0,0,0,1124.0423,1161.24,13,0,10807,0,0,0,0,0,0,13,0,0,0,4801.25,599,1347,2855.25,5000,5913.43,6,0,0.0659,0,3726.6666
0062x00000DrviUAAR,Debt Management,QuickCash,,5026.2,Existing Client-Granted Loan Before,5205330,108.87,0,83.47,750,3033.8949,1,04-05-2023,0,0,04-05-2023,4,11-05-2023,1,,0,0,0,5171.2292,0,0,57,0,0,0,0,1124.0423,1161.24,13,0,10807,0,0,0,0,0,0,13,0,0,0,4801.25,599,1347,2855.25,5000,5913.43,44,0,0,12,19373.6133
0062x00000E5M7fAAF,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,5648356,25.42,93.12,91.78,670,676.949,0,,0,2,09-06-2023,5,23-06-2023,2,09-06-2023,4,2735.2826,0,5038.2622,4968,8,77,0,0,0,582.3472,1258.98,1234.98,0,8.9,5335,0,0,0,0,0,0,0,0,1,1,0,599,1200,-1799,5000,5913.89,8,0,0.0879,0,7427.4566
0062x00000E5ILXAA3,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,5640231,65.88,0,94.34,725,1418.4509,1,15-06-2023,2,0,15-06-2023,4,22-06-2023,1,,4,0,0,2974.8138,0,9,92,0,0,0,394.2579,684.6153,500,0,14.01,3200,1,13,0,0,0,0,0,0,0,0,0,599,140,-739,5000,5913.9,0,0,0.011,0,6381.5166
0062x00000E4BXnAAN,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5545904,144.56,0,46.82,2352,3691.8316,4,21-05-2023,0,0,21-05-2023,7,,4,,0,0,1,11148.6924,0,0,8,0,4.39,0,640,1546,1546,5,0,31362,0,0,14,1,0.36,0,5,1,0,0,0,400,400,-800,5000,5917.72,2,0,0,2,6951.0466
0062x00000DVjJrAAL,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5469117,49.53,22.26,69.89,2751,3177.7068,1,01-06-2023,5,4,01-06-2023,4,08-06-2023,1,22-05-2023,34,1451.4666,0,7211.7478,1451,34,10,0,0.87,0,676.921,1325.6533,1323.72,1,21.07,6518,1,10,0,0,0.77,0,1,0,0,0,1989,400,100,1489,5000,5920.7,0,0,0.1648,0,0
0062x00000D1jgiAAB,Debt Management,MoneySpot,,1590.53,Existing Client-Granted Loan Before,4407912,64.13,0,51.34,4674,7703.1853,1,03-01-2023,0,0,03-01-2023,2,10-01-2023,1,,0,0,0,12987.6981,0,0,93,0,0.75,0,438.7698,2962.1007,2549.07,13,9.54,14415,1,9,0,0,0.67,0,13,0,0,,8493.33,1500,2129,4864.33,5000,5921.07,18,0,0.2747,12,10094.2333
0062x00000D85pGAAR,Closed Won-Funded,MoneySpot,,3340.28,Existing Client-Granted Loan Before,4514435,30.09,0,59.86,895,895.1466,1,19-01-2023,0,0,19-01-2023,5,26-01-2023,1,,0,0,10,10197.3808,0,0,8,0,0,0,928.2061,2171.1233,1216,12,7.76,11958,0,0,291,1,0,0,12,1,0,,5634,899,400,4335,5000,5921.81,5,0,0.4835,0,11484.7033
0062x00000DHpIJAA1,Closed Won-Funded,MoneySpot,,2401.79,Existing Client-Granted Loan Before,4801429,256.59,0.18,98.74,3886,7483.1048,2,01-03-2023,0,0,01-03-2023,3,15-03-2023,2,,4,0,0,5107.9788,13,4,43,0,25.08,0,0,1708.9328,2209.51,3,31.09,7077,1,7,0,0,13.16,0,3,0,0,,2600,400,101,2099,5000,5924.89,0,0,0.011,0,3766.2566
0062x00000E4AKIAA3,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5544255,125.51,0,72.11,1776,8073.4119,1,07-06-2023,0,0,07-06-2023,3,14-06-2023,1,,0,0,0,8451.19,0,0,27,0,84.28,0,1714.0366,1500,1500,13,12.4,13820,0,0,0,0,39.75,0,13,0,0,0,6669,899,400,5370,5000,5928.94,0,0,0.1099,0,7775.01
0062x00000E4BUFAA3,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5545773,35.03,0,39.84,0,2067.042,1,07-06-2023,0,0,07-06-2023,3,14-06-2023,1,,4,0,0,5385.5506,0,3,15,0,0.2,0,0,1239.415,1918.93,12,0,8206,1,14,0,0,0.13,0,4,0,0,0,0,899,800,-1699,5000,5928.94,0,0,0.033,0,10205.0466
0062x00000E5I0KAAV,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5639611,104.54,0,74.62,3167,3321.9523,2,14-06-2023,0,0,14-06-2023,3,28-06-2023,2,,0,0,6,9711.917,0,0,52,0,0.48,0,789.5529,2223.15,2218.36,7,3.41,23166,0,0,40,1,0.1,0,7,0,0,0,0,400,150,-550,5000,5933.06,4,0,0.1319,2,7806
0062x00000EcxX6AAJ,Closed Won-Funded,MoneySpot,,4414.51,Existing Client-Granted Loan Before,6389379,56.35,0,79.93,2027,3507.7622,1,30-08-2023,0,0,30-08-2023,3,06-09-2023,1,,0,0,0,5955.5221,0,2,37,0,53.29,0,0,1348.723,1212.8,13,13.55,10796,1,6,0,0,28.93,0,9,0,0,0,3825.66,599,0,3226.66,5000,5938.86,14,0,0,6,7414.3566
0062x00000E4AiaAAF,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5545024,19.11,0,64.76,422,228.125,4,23-05-2023,0,0,23-05-2023,2,,4,,0,0,0,3953.06,0,1,22,0,136.48,0,0,1694.1685,1859.83,7,0,7733,0,0,0,0,69.77,0,5,0,0,0,3206.67,400,100,2706.67,5000,5940.57,2,0,0.1538,0,3270.1333
0062x00000DG2GrAAL,Closed Won-Funded,QuickCash,,692.94,Existing Client-Granted Loan Before,4699373,267.26,25.46,81.37,2912,4314.7213,2,25-01-2023,3,2,25-01-2023,3,08-02-2023,2,23-01-2023,6,745.6463,3,5329.1526,1513,6,53,0,0,0,0,1593.128,1570.89,5,15.61,5941,0,0,105,2,0,0,0,0,0,,3033.33,899,420,1714.33,5000,5942.52,5,0,0.033,2,4995.0366
0062x00000AHEuzAAH,Bad Debt Watch,MoneySpot,,2375.16,Existing Client-Granted Loan Before,2526466,67.92,0,59.37,3920,2785.0533,3,14-12-2021,0,0,14-12-2021,2,,3,,0,0,0,8652.9733,0,1,16,0,118.23,0,0,7727.33,6955.33,3,0,10572,0,0,0,0,86.42,0,0,0,0,,7421.62,1499,1300,4622.62,5000,5947.2,8,0,0.2088,0,9784.4
0062x00000DXDmhAAH,Debt Management,MoneySpot,,5210.62,Existing Client-Granted Loan Before,4961365,285.66,0.13,96.03,5867,14970.6302,2,29-03-2023,0,0,29-03-2023,3,12-04-2023,2,,1,0,0,8034.5853,13,2,42,1,5.79,0,320,2713.0785,2717.04,7,23.21,9885,0,0,0,0,3.45,0,1,0,0,0,1798.33,899,0,899.33,5000,5947.67,4,0,0.9011,1,10380.44
0062x00000D9i11AAB,Closed Won-Funded,MoneySpot,,975.62,Existing Client-Granted Loan Before,4594830,42.63,0,91.18,1184,1315.7263,2,31-01-2023,1,0,31-01-2023,2,14-02-2023,2,,4,0,0,3623.8692,0,5,24,0,26.91,0,1324.2574,1419.7328,2366.43,2,28.84,4591,0,0,0,0,18.08,0,2,0,0,,4116.67,400,400,3316.67,5000,5948,7,0,0,3,0
0062x00000E5J9XAAV,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5641481,0,0,82.17,0,0,4,12-06-2023,0,0,12-06-2023,1,,4,,0,0,6,286.6665,0,0,6,0,0,0,0,26.6666,10,15,0,3843,0,0,50,1,0,0,15,1,0,0,3466.67,400,150,2916.67,5000,5948.43,2,0,0.022,2,5073.6266
0062x00000D7BM8AAN,Closed Won-Funded,MoneySpot,,1656.94,Existing Client-Granted Loan Before,4471162,84.89,0,75.59,3396,2946.8951,2,29-12-2022,2,0,29-12-2022,4,12-01-2023,2,,5,0,0,4344.8261,0,1,48,0,0,0,1758.4663,1999.8116,2261.72,6,61.21,5373,4,7,0,0,0,0,6,0,0,,4647.5,599,1000,3048.5,5000,5948.54,0,0,0.0769,0,0
0062x00000Dr73jAAB,Bad Debt Watch,MoneySpot,,1647.99,Existing Client-Granted Loan Before,5147256,157.15,4.59,92.51,5977,4787.9783,4,21-04-2023,2,4,21-04-2023,5,,4,11-04-2023,3,501.9366,0,7615.3899,628,3,12,0,2.54,0,5123.3943,1640.4937,600,1,37.51,13658,0,0,0,0,0.81,0,1,1,0,0,3900,599,750,2551,5000,5948.61,0,0,0.033,0,0
0062x00000E3ddYAAR,Bad Debt Watch,MoneySpot,,2570.89,Existing Client-Granted Loan Before,5505521,40.22,0,99.37,1321,1708.4087,1,01-06-2023,0,0,01-06-2023,4,08-06-2023,1,,0,0,0,4617.8512,0,0,47,0,4.27,0,1426.4319,976.4376,1021.75,13,28.41,5020,0,0,0,0,3.61,0,13,0,0,0,3250,400,435,2415,5000,5949.86,1,0,0.3516,0,2160.1633
0062x00000D0EmoAAF,Closed Won-Funded,MoneySpot,,3925.09,Existing Client-Granted Loan Before,4322848,55.07,0,60.04,2498,4029.4631,4,22-12-2022,0,0,22-12-2022,4,,4,,0,0,1,14711.0152,0,0,33,0,7.14,0,2062.4412,886.1224,1200,49,6.16,34524,2,7,40,1,3,0,49,1,0,,10189.83,1499,2040,6650.83,5000,5951.12,2,0,0.989,0,2055.3666
0062x00000D7EVMAA3,Closed Won-Funded,MoneySpot,,2539.11,Existing Client-Granted Loan Before,4473103,57.69,2.94,60.68,2158,1826.8856,3,13-01-2023,0,0,13-01-2023,5,,3,,0,0,0,8404,289,5,10,0,3.79,0,1642.3642,8104,8104,3,25.52,9816,1,3,0,0,3.13,0,0,0,0,,4333.33,1499,1783,1051.33,5000,5951.27,3,0,0.033,2,0
0062x00000DsYvnAAF,Bad Debt Watch,MoneySpot,,1822.92,Existing Client-Granted Loan Before,5247366,173.57,4.24,64.38,3619,10151.6093,2,05-05-2023,0,4,05-05-2023,5,19-05-2023,2,03-05-2023,0,326.1466,0,7723.0479,565,0,39,0,0.35,0,152.5312,3285.1814,5024.62,7,0.37,13309,0,0,0,0,0.19,1,7,1,0,0,7722.37,899,500,6323.37,5000,5955.97,2,0,0.6484,2,7650.0266
0062x00000DISzUAAX,Closed Won-Funded,MoneySpot,,1530.92,Existing Client-Granted Loan Before,4835100,38.41,0,98.24,2085,2376.6364,2,24-02-2023,0,0,24-02-2023,5,10-03-2023,2,,1,0,0,6170.7873,0,2,26,0,0,0,2227.2831,2840.2533,2872.72,4,34.97,5911,1,7,0,0,0,0,4,0,0,,5850,400,400,5050,5000,5955.99,0,0,0,0,12649.43
0062x0000071jbQAAQ,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,1379965,53.14,0,66.97,3489,179.1766,1,07-12-2020,0,0,07-12-2020,1,14-12-2020,1,,0,0,0,12318.1899,0,0,3,0,0,0,0,1490.6542,590,14,0,30377,0,0,0,0,0,0,14,1,0,,2200,400,700,1100,5000,5957.55,8,0,0,0,5643.56
0062x000009qMlPAAU,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,2368748,28.88,0,51.56,1735,0,4,29-10-2021,0,0,29-10-2021,5,,4,,0,0,0,7600.8666,0,3,14,0,0,0,1216,5700.65,7558.74,4,26.85,10442,0,0,0,0,0,0,0,0,0,,7100,400,1600,5100,5000,5960.15,2,0,0.0879,1,2189.0166
0062x00000E3piUAAR,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,5519825,11.57,10.94,77.86,542,709.4903,1,02-06-2023,0,2,02-06-2023,5,09-06-2023,1,06-06-2023,0,751.4094,0,5648.3909,807,0,18,0,1.79,0,506.9444,1078.5484,989.73,13,6.88,7372,0,0,0,0,1.14,0,13,0,0,0,1300,1499,200,-399,5000,5962.15,0,0,0,0,5807.4633
0062x00000DA2YmAAL,Debt Management,MoneySpot,,4353.03,Existing Client-Granted Loan Before,4609983,187.71,0,47.86,2899,5189.9434,1,01-02-2023,0,0,01-02-2023,3,08-02-2023,1,,3,0,0,10737.0957,0,1,55,0,0,0,221.5637,1434.4957,1316.75,14,0.9,24543,1,11,0,0,0,0,11,0,0,,0,599,2500,-3099,5000,5965.51,6,0,0.1319,0,0
0062x00000DGZZyAAP,Debt Management,MoneySpot,,4537.28,Existing Client-Granted Loan Before,4728834,141.62,0,62.27,1852,3599.2687,1,14-02-2023,0,0,14-02-2023,2,21-02-2023,1,,2,0,0,8344.4583,0,2,26,0,0,0,634.0425,807.5866,657,7,6.91,9176,0,0,0,0,0,0,6,0,0,,5200,400,400,4400,5000,5973.54,0,0,0.8352,0,0
0062x00000E4AeYAAV,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5544672,63.04,0,66.58,1299,4773.6576,1,06-06-2023,0,0,06-06-2023,2,13-06-2023,1,,1,0,0,8109.6277,0,1,71,0,0.37,0,1205.9637,1866.3253,1773.19,13,13.55,8901,0,0,0,0,0.34,0,7,0,0,0,5498.55,599,989,3910.55,5000,5974.9,1,0,0,0,4893.08
0062x00000DVEaHAAX,Closed Won-Funded,MoneySpot,,1809.72,Existing Client-Granted Loan Before,5430649,53.7,4.14,84.88,1102,2292.3895,2,25-05-2023,0,2,25-05-2023,4,08-06-2023,2,17-05-2023,0,259.4541,7,5832.9872,289,8,48,0,0,0,1025.7804,2294.9142,1929.56,7,14.73,6965,0,0,81,1,0,0,3,0,0,0,5125.23,599,600,3926.23,5000,5976.81,10,1,0.011,3,15195.26
0062x00000DVEd1AAH,Closed Won-Funded,MoneySpot,,1693.79,Existing Client-Granted Loan Before,5430683,32.59,3.3,68.73,968,1801.1962,1,22-05-2023,1,2,22-05-2023,1,29-05-2023,1,22-05-2023,1,179.2788,5,8613.5614,285,1,45,0,0.3,0,0,1127.0961,1113.46,13,0,8612,1,14,83,1,0.2,0,6,0,0,0,0,899,700,-1599,5000,5980.48,0,0,0.9121,0,10144.19
0062x00000DVlThAAL,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5474679,79.34,28.47,52.5,475,3721.231,1,01-06-2023,0,4,01-06-2023,4,08-06-2023,1,02-06-2023,0,1822.17,0,6272.734,1839,0,45,0,0.36,0,256,1009.2061,957.77,13,3.96,6458,0,0,0,0,0.25,0,13,0,0,0,0,1499,800,-2299,5000,5982.04,0,0,0,0,5625.2233
0062x00000E5BfbAAF,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5629589,77.36,0,86.94,2388,5608.6713,2,06-06-2023,0,0,06-06-2023,3,20-06-2023,2,,7,0,0,7271.0314,0,9,54,1,0,0,589.004,3346.6666,3312,3,8.7,6767,1,9,0,0,0,0,1,0,0,0,6516.21,1499,1000,4017.21,5000,5986.99,21,0,0.7912,16,8519.8966
0062x00000E46WaAAJ,Bad Debt Watch,QuickCash,,4709.21,Existing Client-Granted Loan Before,5541104,65.91,45.03,63.98,1829,1947.8101,1,07-06-2023,1,2,07-06-2023,3,14-06-2023,1,08-06-2023,8,1082.1489,0,5764.3783,2606,8,42,0,0.23,0,1878.3507,693.6,699,1,32.46,5786,1,13,0,0,0.12,0,1,0,0,0,0,899,1700,-2599,5000,5998.52,0,0,0,0,5235.3333
0062x00000DFwlTAAT,Bad Debt Watch,MoneySpot,,1124.6,Existing Client-Granted Loan Before,4694970,109.62,0,73.42,2636,4866.7822,2,15-02-2023,0,0,15-02-2023,3,01-03-2023,2,,3,0,0,9307.722,0,3,0,0,0.32,0,1920.3085,2275.8166,2234.8,3,13.88,13837,0,0,0,0,0.12,0,1,0,0,,2925,1499,100,1326,5000,6001.08,8,0,0.2637,1,6824.15
0062x00000E49tcAAB,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5543955,52.34,0,62.33,1400,1104.9371,2,16-05-2023,1,0,16-05-2023,2,30-05-2023,2,,6,0,0,5032.5783,0,4,22,0,0,0,0,1938.264,1927.36,5,0,5182,0,0,0,0,0,0,0,0,0,0,3823.38,899,600,2324.38,5000,6001.36,8,0,0,1,11533.0133
0062x00000BKKinAAH,Debt Management,MoneySpot,,3383.09,Existing Client-Granted Loan Before,3268003,103.4,0,68.07,2034,3463.6822,2,28-06-2022,0,0,28-06-2022,2,12-07-2022,2,,0,0,0,5638.5617,0,0,43,0,5.57,0,92.0256,1670,1670,6,1.57,5857,2,12,0,0,3.45,0,6,0,0,,6856.62,899,1800,4157.62,5000,6004.83,2,0,0.2747,1,599.0133
0062x00000DX7y4AAD,Debt Management,MoneySpot,,4080.21,Existing Client-Granted Loan Before,4955805,58.83,0.32,37.08,1802,1239.6524,1,27-03-2023,0,0,27-03-2023,1,03-04-2023,1,,3,0,0,4034.862,13,3,70,0,0,0,671.9941,928.5715,833.94,11,16.65,4037,1,14,0,0,0,0,11,0,0,0,3120,899,400,1821,5000,6017.36,1,0,0,1,7311.5933
0062x00000DUlZoAAL,Closed Won-Funded,MoneySpot,,739.43,Existing Client-Granted Loan Before,5388500,39.1,0,60.53,967,352.7066,4,20-05-2023,0,0,20-05-2023,6,,4,,0,0,0,4950,0,0,8,0,0,0,0,450,300,33,0,6979,0,0,0,0,0,0,33,1,0,0,0,1499,250,-1749,5000,6017.72,11,0,0.6044,0,6369.9733
0062x00000DVMNkAAP,Closed Won-Funded,MoneySpot,,421.52,Existing Client-Granted Loan Before,5440235,24.1,0.06,46.96,1214,1619.6343,2,25-05-2023,0,2,25-05-2023,4,08-06-2023,2,27-05-2023,0,5.8035,0,7362.0309,6,0,23,0,0,0,2128.1816,3074.4285,2975.2,7,24.01,8862,1,4,0,0,0,0,7,0,0,0,0,599,1200,-1799,5000,6021.16,0,0,0,0,9438.8966
0062x00000DVL7iAAH,Debt Management,MoneySpot,,3738.52,Existing Client-Granted Loan Before,5439262,37.01,2.59,81.13,835,409.4733,2,25-05-2023,0,2,25-05-2023,4,08-06-2023,2,10-05-2023,0,314.5935,0,5549.355,338,0,28,0,0,0,380.8256,1877.69,1877.69,7,2.92,13040,1,5,0,0,0,0,7,1,0,0,1877.69,2000,386.5,-508.81,5000,6021.16,0,0,0.011,0,241.3333
0062x00000DVBVsAAP,Closed Won-Funded,MoneySpot,,1560.59,Existing Client-Granted Loan Before,5428240,106.13,0,88.22,2340,3955.8431,4,24-05-2023,0,0,24-05-2023,3,,4,,0,0,1,7600.0446,0,4,36,0,0.37,0,148.9728,1535.18,1740.52,8,0.94,17871,1,8,40,1,0.08,0,3,0,0,0,2875.17,599,250,2026.17,5000,6021.29,2,0,0.1648,0,6238.33
0062x00000DGeMUAA1,Bad Debt Watch,MoneySpot,,2726.72,Existing Client-Granted Loan Before,4733445,78.71,0,81.82,2255,3935.027,2,17-02-2023,0,0,17-02-2023,5,03-03-2023,2,,0,0,0,6416.1842,0,0,53,0,0.35,0,1899.1333,2251.95,2109.05,7,37.81,7263,1,7,0,0,0.23,1,7,0,0,,4983.33,599,1340,3044.33,5000,6022.04,0,0,0,0,4722.46
0062x00000DJ2mPAAT,Closed Won-Funded,MoneySpot,,6150.7,Existing Client-Granted Loan Before,4868004,225.96,0,44.64,1492,1491.7133,1,06-03-2023,0,0,06-03-2023,1,13-03-2023,1,,2,0,0,746.4999,0,2,7,0,0,0,1890.5393,660.1666,392,3,20.61,9174,0,0,0,0,0,0,3,0,0,,3631.33,400,800,2431.33,5000,6022.98,0,0,0.3516,0,8334.1733
