id,StageName,Opportunity_Origin__c,DNB_Scoring_Rate__c,Current_Balance__c,Applicant_Type__c,Opp_number__C,Multiple_Lenders_Hardship__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,DP_Monthly_avg_of_SACC_repayments__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_Primary_income_last_pay_date__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Last_pay_date_for_largest_inc_src_302__c,Largest_income_source_day_of_week__c,Next_pay_date_for_largest_income_source__c,Frequency_for_largest_income_source__c,Primary_regular_benefit_last_pay_date__c,loan_dishonours__c,Primary_regular_benefit_monthly_amount__c,Courts_and_Fines_transactions__c,Total_monthly_income_ongoin_Reg_231__c,DP_Total_Monthly_Benefit_Income__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,DP_Budget_Management_Services__c,Hardship_Indicator_Gambling__c,DP_Monthly_rent_amount_236__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,Deposits_since_last_SACC_dishonour__c,SACC_commitments_due_next_month__c,Total_monthly_credits__c,agency_collection_providers__c,Collection_agency_transactions__c,Average_monthly_amount_of_Courts_and_Fin__c,Courts_and_Fines_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Deposits_since_last_dishonour__c,Income_source_is_other_income_549__c,Bank_Report_Gov_Benefit__c,Income_source_is_a_government_benefit__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Summary_Total__c,Loan_Amount__c,Total_Repayment_Amount__c
0062x00000EcWFUAA3,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,6361786,60.8,0,44.22,0,2569.2408,2,23/08/2023,0,0,23/08/2023,3,06/09/2023,2,,2,0,0,10659.538,0,8,72,0,1.34,0,0,2669.7142,2586,7,0,12157,1,19,0,0,0.64,0,2,0,0,0,0,1499,1000,-2499,1000,1280
0062x00000EcWlaAAF,Closed Lost,QuickCash,,,New Client-New Loan,6362187,18.63,75.59,94.79,0,364.51,2,18/08/2023,0,2,14/08/2023,1,28/08/2023,2,14/08/2023,0,2059.3877,0,4219.4146,4231,0,0,0,0,0,0,947.8833,967.9,3,0,5597,0,0,0,0,0,0,3,0,1,1,4770,400,1800,2570,1000,1280
0062x00000EcWIAAA3,Closed Lost,QuickCash,,,New Client-New Loan,6361937,0,0,36.82,0,0,2,23/08/2023,0,0,23/08/2023,3,06/09/2023,2,,0,0,0,833.4045,0,0,0,0,0,0,0,383.5957,460.18,7,0,905,0,0,0,0,0,0,7,0,0,0,0,0,40,-40,1000,1280
0062x00000EcUnAAAV,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,6360614,9.98,0,52.64,0,0,4,18/08/2023,0,0,18/08/2023,5,,4,,0,0,0,181.9333,0,0,0,0,0,0,0,80.16,192.8,5,0,3419,1,2,0,0,0,0,5,1,0,0,1656.85,0,0,1656.85,1000,1280
0062x00000EcWQDAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6361923,20.19,0,94.5,147,342.4066,1,22/08/2023,0,0,22/08/2023,2,29/08/2023,1,,2,0,0,3255.1593,0,7,9,0,0.18,0,152.0833,384.4625,385.4,2,2.63,5777,0,0,0,0,0.05,0,1,0,0,0,1300,400,560,340,1000,1280
0062x00000EcXYgAAN,Closed Lost,QuickCash,,,New Client-New Loan,6362776,1.53,55.85,57.35,22,0,4,29/08/2023,0,1,25/08/2023,3,01/09/2023,1,25/08/2023,1,1429.7597,0,1918.0627,1660,2,2,0,0,0,71.3705,329.0406,284.1,9,2.4,2972,0,0,0,0,0,0,9,0,1,1,2129,400,131,1598,1000,1280
0062x00000EcXqtAAF,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,6363015,22.47,30.21,42.32,463,639.3933,4,28/08/2023,0,4,28/08/2023,1,,4,29/08/2023,1,2972.5,0,11105.4632,3945,1,0,0,2.39,0,530.02,1023.8095,200,21,4.15,13058,0,0,0,0,1.31,0,16,1,0,0,0,1499,800,-2299,1000,1280
0062x00000EcXvkAAF,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6363186,4.6,0,91.69,48,208.3085,4,23/08/2023,1,0,23/08/2023,3,,4,,3,0,0,3689.4999,0,5,5,0,0.5,0,208.3107,268.7931,700,29,4.66,4468,0,0,0,0,0.29,0,8,1,0,0,450,2000,1500,-3050,1000,1280
0062x00000EcYKPAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6363340,42.3,0.15,35.36,0,19.836,4,07/08/2023,0,0,07/08/2023,1,,4,,0,0,1,1606.6666,14,1,9,0,4.98,0,0,803.3333,800,6,0,9034,0,0,33,1,0.89,0,3,1,0,0,5659.33,400,1200,4059.33,1000,1280
0062x00000EcZYSAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,6364114,144.87,0,68.49,0,995.3933,1,23/08/2023,0,0,23/08/2023,3,30/08/2023,1,,0,0,0,5294.7333,0,14,69,0,639.16,0,0,464.1923,514.37,13,0,19566,0,0,0,0,65.89,0,2,0,0,0,2820.71,899,1,1920.71,1000,1280
0062x00000EDVbbAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5948539,5.63,81.13,80.61,187,125,0,,0,4,19/07/2023,3,,4,19/07/2023,10,3312.85,0,6455.0799,5643,20,36,0,0,0,136.875,1104.2833,728.41,0,1.97,6955,0,0,0,0,0,0,0,0,1,1,0,400,424,-824,1000,1280
0062x00000EDVi4AAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5948638,72.71,76.84,98.91,115,93.9166,4,07/07/2023,0,2,03/07/2023,1,17/07/2023,2,03/07/2023,0,2602.888,0,5148.4862,4812,0,0,0,0,0,0,1112.468,1018,7,0,6262,0,0,0,0,0,0,7,0,1,1,1256.67,400,0,856.67,1000,1280
0062x00000EDVm5AAH,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,5948655,80.56,0,86.76,0,852.2566,3,18/07/2023,1,0,18/07/2023,2,,3,,2,0,0,2566.7831,0,3,7,0,0,0,0,1165.7833,1109.35,3,0,3255,0,0,0,0,0,0,1,0,0,0,1083.33,599,200,284.33,1000,1280
0062x00000EDVI5AAP,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5948322,4.16,32.15,88.19,0,0,4,17/07/2023,0,1,13/07/2023,4,20/07/2023,1,13/07/2023,0,1263.1889,0,1723.3455,581,0,0,0,0,0,0,290.7066,62.2,31,0,1807,0,0,0,0,0,0,31,0,1,1,1516.67,0,0,1516.67,1000,1280
0062x00000DXaDqAAL,Bad Debt Watch,MoneySpot,,1190,Existing Client-No Loan Granted Ever,4984434,74.07,0,34.14,1921,1153.3333,3,14/03/2023,2,0,14/03/2023,2,,3,,3,0,3,5317.44,0,3,36,0,7.39,0,583.6111,5317.44,5317.44,2,13.14,6723,1,3,109,1,5.85,1,1,0,0,0,5600,899,600,4101,1000,1280
0062x00000EDXANAA5,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5949689,27.16,0,72.83,0,1074.0703,1,19/07/2023,0,0,19/07/2023,3,26/07/2023,1,,10,0,0,3798.3147,0,15,31,0,0.11,0,0,874.133,865.26,13,0,3917,1,17,0,0,0.1,0,2,0,0,0,0,0,1320,-1320,1000,1280
0062x00000EDWq0AAH,Closed Lost,QuickCash,,,New Client-New Loan,5949512,3.19,66.87,92.89,47,0,2,04/07/2023,0,4,14/07/2023,5,,4,14/07/2023,0,1464.6433,0,3706.7752,3170,0,2,0,0,0,152.0833,627.7042,652.93,3,3.21,4740,0,0,0,0,0,0,3,0,1,1,8233.33,400,100,7733.33,1000,1280
0062x00000EDWRNAA5,Closed Lost,QuickCash,,,New Client-New Loan,5949183,24.76,1.31,58.65,0,325.3488,4,07/07/2023,0,0,07/07/2023,5,,4,,0,0,4,2099.4158,225,0,0,0,0,0,0,665.8333,510,6,0,17054,0,0,13,1,0,0,6,1,0,0,2000,400,0,1600,1000,1280
0062x00000EDYp1AAH,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5950873,0,0,46.32,0,0,0,,0,0,,0,,0,,0,0,0,3598.4,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,2.08,0,0,0,0,0,801.67,0,200,601.67,1000,1280
0062x00000EDYLaAAP,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5950576,83.46,0,94.29,965,2079.5457,4,18/07/2023,0,0,18/07/2023,2,,4,,8,0,0,2693.53,0,9,102,0,0,0,1054.7318,734.599,897.13,2,23.5,4489,1,14,0,0,0,0,2,0,0,0,4082.31,899,680,2503.31,1000,1280
0062x00000EDYioAAH,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5950802,5.65,3.55,98.43,0,209.3333,4,19/07/2023,1,0,19/07/2023,3,,4,,6,0,0,4336.8865,472,3,4,0,0,0,0,4019.0033,641.34,3,0,13277,0,0,0,0,0,0,2,0,0,0,0,2000,2600,-4600,1000,1280
0062x00000CzRttAAF,Bad Debt Written Off,QuickCash,,0,New Client-New Loan,4280444,0.26,8.88,79.83,0,0,2,13/12/2022,0,4,13/12/2022,2,27/12/2022,2,04/12/2022,0,955.2033,0,6491.235,955,1,5,0,61.98,0,0,1093.0957,1215.85,7,0,10743,0,0,0,0,13.7,0,6,0,0,,1220,2000,250,-1030,1000,1280
0062x00000CzdeJAAR,Bad Debt Written Off,MoneySpot,,0,New Client-New Loan,4291340,106.95,5.99,51.94,2507,3256.9516,4,07/12/2022,0,2,07/12/2022,3,,4,09/12/2022,0,628.8554,5,8958.4553,627,0,25,0,0.57,0,0,1946.8285,2292.98,7,7.21,10462,1,6,42,1,0.25,0,7,0,0,,0,0,920,-920,1000,1280
0062x00000CzkoQAAR,Bad Debt Written Off,QuickCash,,0,New Client-New Loan,4297750,29.91,0,68.23,55,843.68,2,14/12/2022,1,0,14/12/2022,3,28/12/2022,2,,2,0,0,4085.4568,0,3,13,0,0,0,0,1817.68,1832.88,7,0,4568,0,0,0,0,0,0,1,0,0,,0,2000,0,-2000,1000,1280
0062x00000Czzf5AAB,Bad Debt Written Off,QuickCash,,0,New Client-New Loan,4309588,5,0,92.4,178,386.7235,1,13/12/2022,0,0,13/12/2022,2,20/12/2022,1,,0,0,0,4895.1571,0,0,7,0,0,0,191.1905,998.8308,954.4,12,3.36,5693,0,0,0,0,0,0,12,0,0,,980,2000,150,-1170,1000,1280
0062x00000D0EK6AAN,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4322478,158.49,0,48.69,561,441.7632,4,16/12/2022,0,0,16/12/2022,5,,4,,5,0,0,695.2433,0,5,25,0,0,0,608.9417,632.4333,201.3,3,13.04,4670,1,5,0,0,0,0,3,0,0,,3206.67,0,400,2806.67,1000,1280
0062x00000D0F37AAF,Bad Debt Written Off,MoneySpot,,0,New Client-New Loan,4323200,4.7,0,70.44,130,200.3567,2,13/12/2022,0,0,13/12/2022,3,27/12/2022,2,,0,0,0,4725.8342,0,0,17,0,0,0,130.3571,1959.1566,1331.88,6,2.85,4581,0,0,0,0,0,0,6,1,0,,24000,2000,700,21300,1000,1280
0062x00000D0DblAAF,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4321915,11.65,0.24,74.41,324,300.4786,2,08/12/2022,0,0,08/12/2022,4,22/12/2022,2,,0,0,0,5423.9243,13,2,18,0,0,0,0.3385,2496.4925,2452.57,4,0.01,5391,0,0,0,0,0,0,4,0,0,,2200,599,1000,601,1000,1280
0062x00000D0QAxAAN,Bad Debt Written Off,QuickCash,,0,New Client-New Loan,4332905,14.05,12.18,53.3,0,37.2233,2,21/12/2022,0,4,21/12/2022,3,04/01/2023,2,14/12/2022,3,720.2933,0,6819.9715,955,3,11,0,0,0,0,2226.0842,2484.58,7,0,7837,0,0,0,0,0,0,4,0,0,,2180,2000,500,-320,1000,1280
0062x00000D0RDDAA3,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4333611,2.57,19.97,89.58,0,0,1,20/12/2022,0,2,20/12/2022,2,27/12/2022,1,19/12/2022,0,1641.1951,0,10441.5424,1763,0,3,0,0,0,0,1166.0783,1640.04,6,0,8828,1,2,0,0,0,0,6,0,0,,6673.33,1499,1000,4174.33,1000,1280
0062x00000E5Pq3AAF,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5652627,38.61,0,69.41,805,940.9733,4,15/06/2023,0,0,15/06/2023,4,,4,,0,0,0,6437.7366,0,0,32,1,2.45,0,959.3689,4720.4325,7234.14,4,7.26,13216,1,4,0,0,1.17,0,4,0,0,0,6000,2000,1738,2262,1000,1280
0062x00000D1dV4AAJ,Bad Debt Written Off,MoneySpot,LARGELY COMPLIANT,0,New Client-New Loan,4401576,20.87,0,90.24,1309,1647.6594,4,21/12/2022,0,0,21/12/2022,3,,4,,3,0,0,7672.2466,0,8,32,0,0.3,0,562.339,3288.1057,4168.62,7,5.57,10100,0,0,0,0,0.23,0,0,0,0,,0,0,2120,-2120,1000,1280
0062x00000E5Qq4AAF,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,5653351,0,28.27,61.66,0,0,4,09/06/2023,0,0,09/06/2023,5,,4,,0,0,0,228.9566,300,0,1,0,7.2,0,0,83.374,114.76,5,0,1061,0,0,0,0,0.94,0,5,1,0,0,1343.33,400,0,943.33,1000,1280
0062x00000D94K8AAJ,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4563142,21.01,0,85.82,184,452.182,2,17/01/2023,0,0,17/01/2023,2,31/01/2023,2,,0,0,0,9063.3262,0,0,13,0,3.42,0,384,2016.2266,1802.91,3,1.42,13126,0,0,0,0,1.14,0,3,0,0,,3683.33,599,800,2284.33,1000,1280
0062x00000D9Ot8AAF,Bad Debt Written Off,QuickCash,,0,New Client-New Loan,4580618,0,45.28,76.72,0,0,2,17/01/2023,0,2,17/01/2023,2,31/01/2023,2,17/01/2023,0,1881.8791,0,8376.4943,2902,0,2,0,0,0,0,2123.9866,2285.02,3,0,6408,0,0,0,0,0,0,3,0,0,,4766.67,400,600,3766.67,1000,1280
0062x00000DGymtAAD,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4753306,20.65,0,96.4,826,0,4,24/02/2023,0,0,24/02/2023,5,,4,,0,0,0,7364.7032,0,0,0,0,12.83,0,0,127.2255,100,100,0,9822,0,0,0,0,5.54,0,100,1,0,,6933.33,400,1,6532.33,1000,1280
0062x00000DH641AAD,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4761705,11.2,0,10.54,293,163.0165,3,14/02/2023,0,0,14/02/2023,2,,3,,0,0,0,4333.3066,0,2,20,0,0,0,0,4292.3066,4011.76,3,0,5347,0,0,0,0,0,0,3,0,0,,0,599,1738,-2337,1000,1280
0062x00000E5RWKAA3,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5653911,0,53.15,86.86,0,0,0,,0,2,18/06/2023,7,02/07/2023,2,18/06/2023,0,1379.3089,0,1379.3089,1481,0,0,0,0.65,0,0,634.86,704.5,0,0,2786,0,0,0,0,0.32,0,0,0,1,1,2340,400,100,1840,1000,1280
0062x00000DHhK1AAL,Bad Debt Written Off,QuickCash,,0,New Client-New Loan,4791831,15.06,0,85.09,0,500.2028,2,22/02/2023,2,0,22/02/2023,3,08/03/2023,2,,2,0,0,3710.5139,0,2,9,0,1.81,0,0,1707.8533,1546.64,6,0,3416,0,0,0,0,1.96,0,0,0,0,,0,0,320,-320,1000,1280
0062x00000DI2hEAAT,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4813909,41.96,0.4,88.25,718,932.2866,2,23/02/2023,2,0,23/02/2023,4,09/03/2023,2,,19,0,0,3135.353,13,23,39,1,0.1,0,355.72,1443.1216,1493.58,0,11.21,3172,0,0,0,0,0.09,0,0,0,0,,2486.65,400,800,1286.65,1000,1280
0062x00000DI4hzAAD,Bad Debt Written Off,MoneySpot,,0,Existing Client-No Loan Granted Ever,4815387,1.95,0,93.19,0,54.3155,2,01/03/2023,0,0,01/03/2023,3,15/03/2023,2,,0,0,0,4547.2713,0,0,0,0,0,0,256,1374.6342,1471.24,7,8.86,5599,1,7,0,0,0,1,7,0,0,,2166.67,400,120,1646.67,1000,1280
0062x00000DI9ZBAA1,Bad Debt Written Off,QuickCash,,0,Existing Client-Granted Loan Before,4819730,22.85,0,88.76,320,1809.4327,1,01/03/2023,0,0,01/03/2023,3,08/03/2023,1,,2,0,0,3872.1761,0,2,16,0,9.78,0,0,744.989,973.01,8,0,4516,0,0,0,0,6.13,0,8,0,0,,3813.33,400,1100,2313.33,1000,1280
0062x00000DtYEuAAN,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5323889,3.47,73.13,99.3,33,0,2,10/05/2023,1,2,28/04/2023,5,12/05/2023,2,28/04/2023,2,1509.3875,0,1544.3875,1383,2,2,0,0,0,0,694.732,704.01,3,0,1891,0,0,0,0,0,0,3,0,1,1,0,2000,300,-2300,1000,1280
0062x00000DtYa6AAF,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5323851,3.88,0,59.91,0,0,1,18/05/2023,0,0,18/05/2023,4,25/05/2023,1,,0,0,0,194.99,0,0,0,0,0,0,0,194.99,576.97,3,0,576,0,0,0,0,0,0,3,1,0,0,333666.67,400,750,332516.67,1000,1280
0062x00000DtYauAAF,Closed Lost,QuickCash,,,New Client-New Loan,5323866,3.87,25.81,66.42,0,78.05,4,15/05/2023,0,2,15/05/2023,1,,4,09/05/2023,0,1128.9797,0,3317.0663,1052,0,0,0,0,0,0,1009.3216,906.94,6,0,4075,0,0,0,0,0,0,6,0,0,0,1950,400,600,950,1000,1280
0062x00000DtY8qAAF,Closed Lost,MoneySpot,,,New Client-New Loan,5323480,6.12,61.4,86.92,53,0,0,,0,2,24/04/2023,2,08/05/2023,2,24/04/2023,0,1297.9226,0,2814.2292,2983,0,3,0,0,0,114.7143,597.4,597.4,0,2.36,4858,0,0,0,0,0,0,0,0,1,1,108.33,400,125,-416.67,1000,1280
0062x00000DtYgEAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5323949,0,0,65.73,0,0,1,17/05/2023,0,0,17/05/2023,3,24/05/2023,1,,0,0,0,287.3333,0,0,0,0,422.51,0,0,172.4,50,5,0,9386,0,0,0,0,12.93,0,5,1,0,0,8666.67,400,0,8266.67,1000,1280
0062x00000DtYqzAAF,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5324243,0,9.2,97.7,345,319.0841,0,,1,0,,0,,0,,6,0,0,0,250,3,5,0,0,0,327.4924,0,0,1,12.05,2717,2,7,0,0,0.11,0,1,0,0,0,0,899,1860,-2759,1000,1280
0062x00000DtZ6WAAV,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5324331,0,100,100,0,0,0,,0,0,,0,,0,,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3033.33,400,0,2633.33,1000,1280
0062x00000DtYirAAF,Closed Lost,QuickCash,,,New Client-New Loan,5324543,45.97,22.84,69.72,558,520.3333,2,03/05/2023,0,4,03/05/2023,3,17/05/2023,2,26/04/2023,3,702.7166,0,4528.9324,1235,5,25,0,0,0,559.867,1641.6883,1624.51,2,10.35,5407,0,0,0,0,0,0,2,0,0,0,1624,2000,1000,-1376,1000,1280
0062x00000DtZeEAAV,Closed Lost,Financier-2,,,Existing Client-No Loan Granted Ever,5324810,5.57,17.5,64.33,0,217.61,2,10/05/2023,0,4,10/05/2023,3,24/05/2023,2,19/05/2023,0,1872.3933,0,7735.8839,2715,0,8,0,21.58,0,0,1797.98,2145.31,6,0,15509,0,0,0,0,5.44,0,6,0,0,0,3683.33,899,1300,1484.33,1000,1280
0062x00000DtZg0AAF,Closed Lost,QuickCash,,,New Client-New Loan,5324837,42.23,0,60.83,0,1460,1,18/05/2023,1,0,18/05/2023,4,25/05/2023,1,,12,0,0,3739.7991,0,12,21,0,0,0,0,860.6666,996,6,0,3280,0,0,0,0,0,0,1,0,0,0,5200,400,1,4799,1000,1280
0062x00000DtZrhAAF,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5325029,0.52,44.96,92.58,17,0,4,18/05/2023,0,4,18/05/2023,4,,4,15/05/2023,0,1965.26,0,8756.235,4237,0,1,0,0,0,0,303,30,32,0,9423,0,0,0,0,0,0,32,1,0,0,10833.33,899,500,9434.33,1000,1280
0062x00000Dta2QAAR,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5325159,4.45,0,98.11,33,84.0433,1,18/05/2023,0,0,18/05/2023,4,25/05/2023,1,,0,0,0,2983.5039,0,1,2,0,75.45,0,217.2619,784.7027,806,11,3.98,5458,0,0,0,0,41.24,0,3,0,0,0,2998.67,899,400,1699.67,1000,1280
0062x00000DtXuLAAV,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5323409,38.17,0,97.78,0,218.6133,2,12/05/2023,0,0,12/05/2023,4,26/05/2023,2,,0,0,0,3229.9906,0,0,0,0,0,0,320,799.3183,1065.2,6,16.6,3736,0,0,0,0,0,0,6,1,0,0,2000,2000,0,0,1000,1280
0062x00000DtaK5AAJ,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5325420,93.8,0,59.37,1027,919.3896,4,18/05/2023,0,0,18/05/2023,4,,4,,0,0,4,7123.4495,0,0,13,0,1.35,0,0,351.7058,363,17,11.03,12637,0,0,36,2,0.21,0,17,1,0,0,1473.33,599,360,514.33,1000,1280
0062x00000DtaLwAAJ,Closed Lost,QuickCash,,,New Client-New Loan,5325443,2.13,0,79.34,0,0,2,17/05/2023,0,0,17/05/2023,3,31/05/2023,2,,0,0,0,6855.4053,0,2,0,0,107.91,0,0,2160.4857,2166.49,7,0,8840,0,0,0,0,57.3,0,7,1,0,0,0,0,500,-500,1000,1280
0062x00000DtaNxAAJ,Closed Lost,Financier-2,,,New Client-New Loan,5325470,17.4,32.99,98.47,0,85.74,2,16/05/2023,0,2,16/05/2023,2,30/05/2023,2,12/05/2023,0,1329.6524,0,5663.3626,1811,0,0,0,0.68,0,0,1083.3,1081.84,3,0,5488,0,0,0,0,0.29,0,3,0,0,0,3033.33,599,0,2434.33,1000,1280
