id,StageName,Opportunity_Origin__c,DNB_Scoring_Rate__c,Current_Balance__c,Applicant_Type__c,Opp_number__C,Multiple_Lenders_Hardship__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,DP_Monthly_avg_of_SACC_repayments__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_Primary_income_last_pay_date__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Last_pay_date_for_largest_inc_src_302__c,Largest_income_source_day_of_week__c,Next_pay_date_for_largest_income_source__c,Frequency_for_largest_income_source__c,Primary_regular_benefit_last_pay_date__c,loan_dishonours__c,Primary_regular_benefit_monthly_amount__c,Courts_and_Fines_transactions__c,Total_monthly_income_ongoin_Reg_231__c,DP_Total_Monthly_Benefit_Income__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,DP_Budget_Management_Services__c,Hardship_Indicator_Gambling__c,DP_Monthly_rent_amount_236__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,Deposits_since_last_SACC_dishonour__c,SACC_commitments_due_next_month__c,Total_monthly_credits__c,agency_collection_providers__c,Collection_agency_transactions__c,Average_monthly_amount_of_Courts_and_Fin__c,Courts_and_Fines_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Deposits_since_last_dishonour__c,Income_source_is_other_income_549__c,Bank_Report_Gov_Benefit__c,Income_source_is_a_government_benefit__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Summary_Total__c,Loan_Amount__c,Total_Repayment_Amount__c
0062x00000EDXyqAAH,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5950320,77.77,22.28,56.31,115,121.2556,2,04/07/2023,1,4,04/07/2023,2,18/07/2023,2,12/07/2023,6,915.37,0,4271.4544,915,6,7,0,0.27,0,107.0449,1179.258,711.35,0,2.61,4106,0,0,0,0,0.17,0,0,0,0,0,628.33,2000,130,-1501.67,2000,2560
0062x00000EDZEfAAP,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5951222,52.61,0,79.5,0,3320.1672,1,05/07/2023,0,0,05/07/2023,3,12/07/2023,1,,10,0,0,9163.178,0,9,50,1,117.14,0,0,1175.1966,1149.57,6,0,9645,0,0,0,0,62.02,0,2,0,0,0,0,1500,800,-2300,2000,2560
0062x00000EDZ6bAAH,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5951098,0,0,71.12,0,0,0,,0,0,,0,,0,,0,0,1,1613.3333,0,0,6,0,0,0,0,0,0,0,0,8492,0,0,95,1,0,0,0,0,0,0,6199.62,899,0,5300.62,2000,2560
0062x00000D0Gz6AAF,Bad Debt Written Off,MoneySpot,,0,Existing Client-Granted Loan Before,4324792,92.57,0,52.66,1238,2585.0298,4,21/12/2022,1,0,21/12/2022,3,,4,,8,0,0,3578,0,0,0,0,194.71,0,1079.8194,251.5609,900,41,10.05,10748,0,0,0,0,62.28,0,41,1,0,,4080,899,1380,1801,2000,2560
0062x00000DtYNqAAN,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5323674,15.04,16.9,59.67,0,965.7866,2,10/05/2023,0,2,10/05/2023,3,24/05/2023,2,06/05/2023,0,2009.6109,5,9267.565,1542,1,15,0,27.38,0,0,2955.6283,3024.5,6,0,9122,0,0,74,2,19.27,0,2,0,0,0,5925.43,899,0,5026.43,2000,2560
0062x00000DtYJtAAN,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5323616,62.94,0,100,530,2449.4708,1,16/05/2023,3,0,16/05/2023,2,23/05/2023,1,,18,0,0,4401.0787,0,22,38,0,4.23,0,826.3383,1012.8511,978.46,9,19.67,6382,0,0,0,0,2.91,0,0,0,0,0,3900,400,0,3500,2000,2560
0062x00000DtYPiAAN,Closed Lost,MoneySpot,,,New Client-New Loan,5323723,219.38,0,86.75,0,1006.3399,1,03/05/2023,0,0,03/05/2023,3,10/05/2023,1,,0,0,0,822.4097,0,2,14,0,6.95,0,0,109.2222,185,9,0,5701,0,0,0,0,0.58,0,6,1,0,0,0,0,400,-400,2000,2560
0062x00000DtXmvAAF,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5323243,0,0,36.57,0,14.6666,0,,0,0,,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3699,0,0,20,1,0.27,0,0,0,0,0,3033.33,400,200,2433.33,2000,2560
0062x00000DtYELAA3,Closed Lost,MoneySpot,,,New Client-New Loan,5323557,24.48,78.91,91.04,264,624.4978,0,,0,2,11/05/2023,4,25/05/2023,2,11/05/2023,1,1284.5992,0,1284.5992,1183,4,8,0,0,0,574.4983,591.2683,608.2,0,38.33,1499,0,0,0,0,0,0,0,0,1,1,0,400,0,-400,2000,2560
0062x00000DtZGMAA3,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5324463,11.11,0,90.54,0,0,2,19/05/2023,0,0,19/05/2023,5,02/06/2023,2,,0,0,15,2951.6666,0,26,44,0,0,0,0,814.2857,600,7,0,4983,0,0,150,1,0,0,1,1,0,0,0,899,200,-1099,2000,2560
0062x00000DtZM1AAN,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5324548,45.91,24.61,97.68,53,559.36,4,13/05/2023,0,4,10/05/2023,3,,4,10/05/2023,0,1458.3933,0,5050.3664,1458,0,0,0,0,0,688.248,625.0257,734.8,19,21.39,5924,0,0,0,0,0,0,19,0,1,1,1711.67,400,150,1161.67,2000,2560
0062x00000DtZc3AAF,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5324775,79.3,0,43.72,962,3348.7709,1,16/05/2023,0,0,16/05/2023,2,23/05/2023,1,,6,0,0,5445.7446,0,6,28,0,3.5,0,0,1228.6527,1316.9,0,0,12271,1,1,0,0,1.52,0,0,0,0,0,0,899,1200,-2099,2000,2560
0062x00000DtZo4AAF,Closed Lost,MoneySpot,,,New Client-New Loan,5324969,0,0,0,0,0,0,,0,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,400,-400,2000,2560
0062x00000DtaCzAAJ,Closed Lost,MoneySpot,,,New Client-New Loan,5325308,27.02,0,52.96,617,617.3,1,16/05/2023,0,0,16/05/2023,2,23/05/2023,1,,10,0,0,3775.071,0,11,47,0,0.15,0,47.9232,747.5015,754.9,3,0,3845,1,11,0,0,0.13,0,3,0,0,0,0,0,800,-800,2000,2560
0062x00000DtaDiAAJ,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5325318,25.11,0.5,38.46,0,1042.123,1,15/05/2023,0,0,15/05/2023,1,22/05/2023,1,,5,0,11,7271.2518,39,10,39,0,0.73,0,0,1026.2635,1062.35,14,0,7756,0,0,92,2,0.49,0,4,0,0,0,0,899,932,-1831,2000,2560
0062x00000DtaWpAAJ,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5325588,93.02,22.06,63.51,1459,4961.4326,2,16/05/2023,0,2,16/05/2023,2,30/05/2023,2,17/05/2023,6,1296.0085,1,6997.351,1671,10,43,0,0,0,795.8334,2504.76,2494.56,3,19.19,7572,0,0,17,1,0,0,3,0,0,0,5462.8,899,956,3607.8,2000,2560
0062x00000Dtas2AAB,Closed Lost,QuickCash,,,New Client-New Loan,5325867,64.18,36.75,84.42,788,1143.5416,4,18/05/2023,0,2,16/05/2023,2,30/05/2023,2,16/05/2023,3,1780.6829,0,3940.6895,1939,3,0,0,0.06,0,719.05,819.6028,832.28,1,13.63,5276,0,0,0,0,0.02,0,1,0,1,1,2000,2000,0,0,2000,2560
0062x00000DtaoeAAB,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5325822,10.78,0,89.43,0,227.5,4,17/05/2023,0,0,17/05/2023,3,,4,,2,0,0,10506.9997,0,2,9,0,0,0,0,220.2258,600,31,0,34237,0,0,0,0,0,0,6,1,0,0,1986,400,360,1226,2000,2560
0062x00000DtasgAAB,Closed Lost,MoneySpot,,,New Client-New Loan,5325874,53.05,1.93,71.03,781,1507.9348,2,10/05/2023,0,0,10/05/2023,3,24/05/2023,2,,6,0,6,2462.8496,45,6,15,0,0.28,0,0,1133.5866,1000.65,1,0,2329,0,0,70,1,0.3,0,1,0,0,0,0,0,400,-400,2000,2560
0062x00000DtbxXAAR,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5326695,29.54,36.93,80.35,0,437.2396,1,17/05/2023,0,4,15/05/2023,1,,4,15/05/2023,1,2754.95,0,6637.6346,2941,3,10,0,20.98,0,0,918.3166,193.54,3,0,7962,0,0,0,0,7.26,0,3,0,1,1,4766.67,599,895,3272.67,2000,2560
0062x00000DtcFRAAZ,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5326871,29.01,9.09,99.86,0,1322.5532,2,16/05/2023,2,0,16/05/2023,2,30/05/2023,2,,15,0,0,3719.9602,437,35,16,0,2.76,0,0,1536.2385,1105.04,7,0,4806,0,0,0,0,1.91,0,0,0,0,0,3250,899,300,2051,2000,2560
0062x00000DtcLAAAZ,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5326927,5.4,0,13.59,0,0,1,08/05/2023,1,0,08/05/2023,1,15/05/2023,1,,2,0,0,7780.7191,0,2,2,0,0,0,0,1758.65,371.3,4,0,3517,0,0,0,0,0,0,0,0,0,0,0,2000,400,-2400,2000,2560
0062x00000DtbuyAAB,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5326672,0,0,77.53,0,0,4,17/05/2023,0,0,17/05/2023,3,,4,,0,0,0,2623.3332,0,0,0,0,0,0,0,701.6666,750,6,0,11218,0,0,0,0,0,0,6,1,0,0,0,599,1000,-1599,2000,2560
0062x00000DtclDAAR,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5327278,4882.15,0,70.45,74,1396.4163,4,01/05/2023,0,0,01/05/2023,1,,4,,0,0,0,2228.5596,0,3,51,1,94.44,0,748.195,36.53,26.41,4,43.03,3133,0,0,0,0,1.47,1,4,1,0,0,2037.14,599,865,573.14,2000,2560
0062x00000DZQmHAAX,Closed Lost,MoneySpot,,,New Client-New Loan,5092818,8.5,25.4,91.62,170,170.0466,4,12/04/2023,1,2,12/04/2023,3,,4,06/04/2023,2,1323.3835,0,4236.15,1131,2,2,0,0,0,862.0418,1436.14,903.87,5,19.36,4452,0,0,0,0,0,0,5,0,0,0,0,0,500,-500,2000,2560
0062x00000DZR62AAH,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5093044,8.21,0,80.73,0,0,4,14/04/2023,0,0,14/04/2023,5,,4,,0,0,0,1614.1129,0,0,0,0,0,0,0,178.7333,100,15,0,8838,1,1,0,0,0,0,15,1,0,0,0,2000,400,-2400,2000,2560
0062x00000DZRbeAAH,Closed Lost,MoneySpot,,,New Client-New Loan,5093466,15.1,0,46.76,0,908.6666,1,13/04/2023,0,0,13/04/2023,4,20/04/2023,1,,0,0,0,6017.9466,0,0,0,0,0,0,0,1384.9523,694.14,13,0,6149,0,0,0,0,0,0,13,1,0,0,0,0,210,-210,2000,2560
0062x00000DZRtSAAX,Closed Lost,MoneySpot,,,New Client-New Loan,5093621,0,0,63.46,0,0,4,17/04/2023,0,0,17/04/2023,1,,4,,0,0,1,1432.6666,0,0,35,0,4.68,0,0,1074.5,40,4,0,6647,0,0,0,1,1.01,0,4,1,0,0,0,0,0,0,2000,2560
0062x00000DZRocAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5093572,0,90.72,83.83,0,0,1,12/04/2023,0,1,13/04/2023,4,20/04/2023,1,13/04/2023,0,3196.7186,0,3497.6686,2943,0,0,0,2.41,0,0,630.5857,1067.4,15,0,3244,0,0,0,0,2.37,0,15,0,1,1,2025.83,400,600,1025.83,2000,2560
0062x00000DZRymAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5093684,21.12,100,15.83,258,355.7002,0,,0,2,11/04/2023,2,25/04/2023,2,11/04/2023,0,1846.5806,0,2161.1741,1989,0,8,0,0,0,280.7024,849.9333,856,0,14.11,1989,0,0,0,0,0,0,0,0,1,1,1906.67,599,1140,167.67,2000,2560
0062x00000DZS09AAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5093700,15.39,94.64,71.48,303,400.5685,0,,0,4,13/04/2023,4,,4,13/04/2023,0,2649.3733,0,2649.3733,2649,0,15,0,2.87,0,1375.8208,993.515,964,0,85.6,2799,2,14,0,0,2.72,0,0,0,1,1,0,400,600,-1000,2000,2560
0062x00000DZRv9AAH,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5093640,0,78.81,2.78,0,0,0,,0,2,12/04/2023,3,26/04/2023,2,12/04/2023,0,2018.4317,0,2018.4317,1239,0,0,0,0,0,0,929.0325,951.8,0,0,1572,0,0,0,0,0,0,0,0,1,1,2223,400,0,1823,2000,2560
0062x00000DZRlsAAH,Closed Lost,QuickCash,,,New Client-New Loan,5093541,5.25,99.47,51.85,0,91.49,0,,0,2,19/04/2023,3,03/05/2023,2,19/04/2023,0,1743.6171,0,1743.6171,1899,0,0,0,0.46,0,0,802.5428,722.8,0,0,1909,0,0,0,0,0.42,0,0,0,1,1,500,2000,200,-1700,2000,2560
0062x00000DZSCFAA5,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5093832,41.86,0,94.37,919,525.0033,1,18/04/2023,1,0,18/04/2023,2,25/04/2023,1,,23,0,0,5150.4486,0,23,33,0,0,0,433.9698,548.9738,1018.06,3,15.66,5702,0,0,0,0,0,0,3,0,0,0,2600,1499,680,421,2000,2560
0062x00000DZQnjAAH,Closed Lost,MoneySpot,,,New Client-New Loan,5092834,0,0,100,0,0,4,17/04/2023,0,0,17/04/2023,1,,4,,0,0,4,909.6899,0,0,0,0,5.6,0,0,294.415,4.35,4,0,2533,0,0,154,3,0.87,0,4,1,0,0,5200,400,180,4620,2000,2560
0062x00000DZR4BAAX,Closed Lost,MoneySpot,,,New Client-New Loan,5093020,19.49,41.06,49.48,0,806.6666,1,17/04/2023,1,2,17/04/2023,1,24/04/2023,1,04/04/2023,6,1706.1286,11,6743.3376,1975,25,34,0,0.75,0,0,1008,820,5,0,4809,0,0,92,1,0.69,0,0,1,0,0,0,0,1300,-1300,2000,2560
0062x00000DZRRZAA5,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5093301,13.17,0,92.36,0,217.2601,4,14/04/2023,0,0,14/04/2023,5,,4,,2,0,0,1780.3333,0,2,5,0,0,0,0,998.6,1099,5,0,4210,1,7,0,0,0,0,1,1,0,0,3635,899,0,2736,2000,2560
0062x00000DZRe3AAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5093446,45.09,0,78.91,0,0,2,13/04/2023,1,0,13/04/2023,4,27/04/2023,2,,2,0,0,4102.1285,0,3,9,0,2.66,0,0,1888.1042,2150.42,7,0,4406,2,5,0,0,2.47,0,0,0,0,0,4441.67,400,600,3441.67,2000,2560
0062x00000DZS3NAAX,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5093730,0,0,95.15,0,0,4,18/04/2023,0,0,18/04/2023,2,,4,,0,0,0,1657.9999,0,0,3,0,0,0,0,167,83,19,0,2041,0,0,0,0,0,0,19,1,0,0,5100,1500,150,3450,2000,2560
0062x00000DZSrhAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094302,12.23,0,73.11,0,795.105,1,14/04/2023,1,0,14/04/2023,5,21/04/2023,1,,6,0,0,3910.7134,0,7,10,0,1.46,0,0,900,900,13,0,4274,0,0,0,0,1.33,0,0,0,0,0,4031.27,599,1212,2220.27,2000,2560
0062x00000DZSuSAAX,Closed Lost,MoneySpot,,,New Client-New Loan,5094445,1.71,0,42.03,0,0,2,18/04/2023,0,0,18/04/2023,2,02/05/2023,2,,0,0,0,5866.7391,0,0,0,0,0,0,0,1378.5842,984.25,7,0,6145,0,0,0,0,0,0,7,1,0,0,0,0,1800,-1800,2000,2560
0062x00000DZTJbAAP,Closed Lost,QuickCash,,,New Client-New Loan,5094598,0,0,92.64,583,0,0,,1,0,,0,,0,,12,0,0,0,0,21,31,0,0,0,984.9424,0,0,1,147.67,667,0,0,0,0,0,0,1,0,0,0,1700,2000,800,-1100,2000,2560
0062x00000DZTMBAA5,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5094627,39.79,90.76,42.43,556,805.4703,4,14/04/2023,0,2,17/04/2023,1,01/05/2023,2,17/04/2023,1,1920.5235,0,1963.8568,2063,4,0,0,0,0,598.1944,883.9671,911.9,2,26.32,2273,2,10,0,0,0,0,2,0,1,1,2045.33,400,0,1645.33,2000,2560
0062x00000DZTmsAAH,Closed Lost,MoneySpot,,,New Client-New Loan,5094867,72.95,13.53,45.7,779,954.3492,2,13/04/2023,0,4,13/04/2023,4,27/04/2023,2,19/04/2023,7,675.7333,16,7140.2066,1045,11,38,0,0,0,846.6605,2593.2914,2533.9,1,10.97,7718,0,0,93,1,0,0,1,0,0,0,0,0,600,-600,2000,2560
0062x00000DZUM1AAP,Closed Lost,QuickCash,,,New Client-New Loan,5095175,143.05,5.83,99.38,0,4760.5265,4,15/04/2023,1,0,15/04/2023,6,,4,,7,0,3,11701.3041,726,7,11,0,0,0,0,290.7857,800,42,0,12450,1,1,27,1,0,0,1,1,0,0,0,1500,0,-1500,2000,2560
0062x00000DZUNdAAP,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5095190,4.62,0,99.54,0,216.7266,2,13/04/2023,1,0,13/04/2023,4,27/04/2023,2,,1,0,0,6083.7835,0,1,0,0,0.07,0,0,2800.2085,2781.64,7,0,6933,1,9,0,0,0.06,0,5,0,0,0,0,2000,0,-2000,2000,2560
0062x00000DZUS4AAP,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5095245,10.4,0,26.32,77,883.853,4,19/04/2023,0,0,19/04/2023,3,,4,,4,0,0,15333.3333,0,0,3,0,0,0,42.96,5111.1111,6000,9,0.26,16342,0,0,0,0,0,0,9,0,0,0,0,2000,400,-2400,2000,2560
0062x00000DZUE8AAP,Closed Lost,QuickCash,,,Existing Client-Granted Loan Before,5095094,5.87,6.61,43.17,197,187.5552,1,11/04/2023,0,0,11/04/2023,1,18/04/2023,1,,0,0,0,4532.7196,270,0,12,0,0,0,187.5568,773.1111,1006.96,9,4.59,4083,0,0,0,0,0,0,9,0,0,0,0,899,1680,-2579,2000,2560
0062x00000DZUYHAA5,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5095321,67.24,0,68.59,440,1682.2716,1,05/04/2023,0,0,05/04/2023,3,12/04/2023,1,,9,0,0,2999.7129,0,13,7,0,0,0,501.875,690.345,476,4,16.96,2960,1,11,0,0,0,0,0,1,0,0,0,400,0,-400,2000,2560
0062x00000DZUI1AAP,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5095209,31.17,0,50.24,1360,2811.7534,1,06/04/2023,0,0,06/04/2023,4,13/04/2023,1,,0,0,1,8989.1832,0,0,52,0,0.64,0,1403.0412,1928.36,454.5,5,17.06,8223,0,0,16,1,0.66,0,5,0,0,0,0,400,100,-500,2000,2560
0062x00000DZUlfAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5095484,71.61,19.14,49.09,170,1614.3995,2,12/04/2023,0,2,12/04/2023,3,26/04/2023,2,18/04/2023,0,856.0101,0,3899.4331,919,0,20,0,0,0,775.625,1218.385,1129.8,6,16.16,4799,0,0,0,0,0,0,6,0,0,0,0,599,0,-599,2000,2560
0062x00000DZUtZAAX,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5095583,29.56,0,67.32,0,1080.0388,1,18/04/2023,0,0,18/04/2023,2,25/04/2023,1,,0,0,0,7333.5221,0,0,26,1,80.61,0,0,1341.0128,938.85,14,0,11263,0,0,0,0,48.65,0,14,0,0,0,3744,400,100,3244,2000,2560
0062x00000DZV2CAAX,Closed Lost,MoneySpot,,,Existing Client-Granted Loan Before,5095725,17.92,0,45.17,40,315.46,2,13/04/2023,0,0,13/04/2023,4,27/04/2023,2,,0,0,0,5774.7465,0,0,15,0,2.22,0,0,850,1000,7,0,6496,0,0,0,0,0.68,0,7,1,0,0,2292.33,899,600,793.33,2000,2560
0062x00000DZVDKAA5,Closed Lost,QuickCash,,,New Client-New Loan,5095922,68.63,0,67.08,0,1627.1758,4,14/04/2023,0,0,14/04/2023,5,,4,,0,0,0,14609.2364,0,0,1,0,558.08,0,0,1057.1428,1000,7,0,28304,1,7,0,0,48.64,0,7,0,0,0,5200,899,600,3701,2000,2560
0062x00000DZV65AAH,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5095876,17.31,0,72.05,0,192.5,4,17/04/2023,0,0,17/04/2023,1,,4,,1,0,0,2635.3099,0,1,7,0,0.58,0,0,606.6666,460,6,0,12354,0,0,0,0,0.06,0,3,1,0,0,8666.67,400,1,8265.67,2000,2560
0062x00000DZVvvAAH,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5096788,0,0,95.58,0,0,4,19/04/2023,0,0,19/04/2023,3,,4,,0,0,0,1082.8766,0,0,0,0,74.48,0,0,110.91,1174.09,28,0,2210,0,0,0,0,34.89,0,28,1,0,0,4333.33,400,500,3433.33,2000,2560
0062x00000DZVzRAAX,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,5097589,48.26,0,77.42,584,1869.2828,4,19/04/2023,0,0,19/04/2023,3,,4,,0,0,0,6446.6836,0,20,25,0,46.71,0,277.2479,1861.7762,1807.25,8,27.69,9670,0,0,0,0,23.98,0,1,0,0,0,4319.32,899,1040,2380.32,2000,2560
0062x00000DZWOnAAP,Closed Lost,QuickCash,,,Existing Client-No Loan Granted Ever,5097743,0,0,47.48,616,958.8397,0,,0,0,,0,,0,,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,10397,1,10,0,0,0,0,0,0,0,0,2935.83,400,1200,1335.83,2000,2560
0062x00000Bq01aAAB,Closed Lost,MoneySpot,,,Existing Client-No Loan Granted Ever,3522346,78.93,0.71,94.47,392,670.1164,2,18/08/2022,0,0,18/08/2022,4,01/09/2022,2,,0,0,0,22265.5174,333,0,110,1,1.95,0,365.1086,3897.8685,4169.72,7,0.78,46552,0,0,0,0,0.35,0,7,0,0,,3700,0,400,3300,2000,2560
